"Year","Species","Metric.Tons","Pounds","LandedValue","TaxonKey","FishingEntityName","Landings","ObservedPrice","Country"
2010,"CRAB, BLUE, SOFT AND PEELER",33.6,74165,629396,NA,"USA",33.64067812105,18709.3731504231,"USA"
2010,"CRAB, DEEPSEA GOLDEN",254.1,560121,981442,NA,"USA",254.06661187677,3862.9318222893,"USA"
2010,"CRAB, DEEPSEA RED",1.6,3465,7147,NA,"USA",1.57169756205,4547.31251900525,"USA"
2010,"CRAB, DUNGENESS",29794.7,65685337,140454502,690115,"USA",29794.3676840787,4714.12931092527,"USA"
2010,"CRAB, FLORIDA STONE CLAWS",2413.2,5320087,24091655,NA,"USA",2413.15087093619,9983.48478338346,"USA"
2010,"CRAB, GREEN",75.1,165457,143775,690158,"USA",75.05003276309,1915.72201512361,"USA"
2010,"CRAB, HORSESHOE",543.4,1197883,723507,690182,"USA",543.35058895271,1331.56568652025,"USA"
2010,"CRAB, JONAH",4739.4,10448572,5441741,690203,"USA",4739.39253659564,1148.1937733541,"USA"
2010,"CRAB, KING",10905.3,24041870,122411319,590073,"USA",10905.2087925319,11225.0321226155,"USA"
2010,"CRAB, RED ROCK",567.8,1251777,1673713,690287,"USA",567.79649614149,2947.73393526353,"USA"
2010,"CRAB, SNOW",21699.7,47839212,54047565,590065,"USA",21699.5015500124,2490.72841030162,"USA"
2010,"CRAB, SOUTHERN TANNER",1194.8,2634054,3711853,590065,"USA",1194.78679656798,3106.70741479759,"USA"
2010,"CRAB, SPIDER",13.5,29700,14850,NA,"USA",13.471693389,1102.31131092439,"USA"
2010,"CRABS",1909.2,4208948,3592312,NA,"USA",1909.14669852676,1881.63225108479,"USA"
2010,"CRAPPIE",0.2,525,746,NA,"USA",0.23813599425,3132.6637636175,"USA"
2010,"CRAYFISHES OR CRAWFISHES",6603.2,14557411,13970962,NA,"USA",6603.13055655407,2115.80883951065,"USA"
2010,"CREOLE-FISH",0.2,354,911,601217,"USA",0.16057169898,5673.47799012496,"USA"
2010,"CROAKER, ATLANTIC",7395.7,16304567,10744885,600408,"USA",7395.62718735379,1452.87001734935,"USA"
2010,"CROAKER, PACIFIC WHITE",5.3,11670,11420,600422,"USA",5.2934229579,2157.39420235759,"USA"
2010,"CUNNER",2.2,4891,13355,603672,"USA",2.21852028167,6019.77818744437,"USA"
2010,"CUSK",28,61826,53796,502417,"USA",28.04380186762,1918.28484076241,"USA"
2010,"CUTLASSFISH, ATLANTIC",35.3,77786,83810,400415,"USA",35.28313609282,2375.35574444175,"USA"
2010,"DEALFISH",32.1,70823,25228,603265,"USA",32.12477242051,785.31295629952,"USA"
2010,"DOLPHINFISH",1023.1,2255425,4860761,500116,"USA",1023.04357110725,4751.27466442035,"USA"
2010,"DORY, AMERICAN JOHN",66.5,146649,105663,601370,"USA",66.51886746813,1588.46661138097,"USA"
2010,"DRUM, BLACK",2168.6,4780962,4214840,600425,"USA",2168.60788445994,1943.56943466045,"USA"
2010,"DRUM, FRESHWATER",562.3,1239556,225168,NA,"USA",562.25314378772,400.474417062598,"USA"
2010,"DRUM, RED",123.5,272322,495503,601191,"USA",123.52318138314,4011.4170834304,"USA"
2010,"DRUMS",0.9,2066,1070,400331,"USA",0.93712183642,1141.79390386166,"USA"
2010,"ECHINODERM",0.3,713,1979,100276,"USA",0.32341135981,6119.14189149892,"USA"
2010,"EEL, AMERICAN",386.6,852314,2353720,600296,"USA",386.60312724418,6088.20734787637,"USA"
2010,"EEL, CONGER",28.1,61877,37795,300026,"USA",28.06693507849,1346.60232384851,"USA"
2010,"EELS",2.5,5492,15518,300026,"USA",2.49112929604,6229.30332225952,"USA"
2010,"EELS, SNAKE",0,42,66,400066,"USA",0.01905087954,3464.40697719093,"USA"
2010,"EMPERORS",3,6528,21615,501144,"USA",2.96105099136,7299.7729735388,"USA"
2010,"ESCOLAR",55.8,123073,110940,601042,"USA",55.82497375301,1987.28261818517,"USA"
2010,"FINFISHES, UNC BAIT AND ANIMAL FOOD",1087,2396380,608697,100139,"USA",1086.9796836206,559.989307226518,"USA"
2010,"FINFISHES, UNC FOR FOOD",1206.6,2660020,840789,100139,"USA",1206.5647760474,696.845305524624,"USA"
2010,"FINFISHES, UNC GENERAL",1484.1,3271915,2942797,100139,"USA",1484.11567928855,1982.8622802575,"USA"
2010,"FLATFISH",12823.2,28269952,10818527,300061,"USA",12823.0345274662,843.679160094852,"USA"
2010,"FLOUNDER, ARROWTOOTH",49553.9,109246441,9882291,600517,"USA",49553.3520872552,199.427295707441,"USA"
2010,"FLOUNDER, FOURSPOT",7.8,17159,6624,613967,"USA",7.78319147683,851.064761765038,"USA"
2010,"FLOUNDER, PACIFIC, SANDDAB",56.4,124311,92867,100031,"USA",56.38652110707,1646.97161975393,"USA"
2010,"FLOUNDER, SOUTHERN",803.2,1770724,3791511,100031,"USA",803.18689577588,4720.58373952602,"USA"
2010,"FLOUNDER, STARRY",37,81570,36645,604249,"USA",36.9995296209,990.417996538536,"USA"
2010,"FLOUNDER, SUMMER",5971.1,13163869,28562911,601338,"USA",5971.03053807953,4783.58146350843,"USA"
2010,"FLOUNDER, WINDOWPANE",46.4,102386,59387,600530,"USA",46.44150839482,1278.74830195274,"USA"
2010,"FLOUNDER, WINTER",1586.9,3498442,6959547,600524,"USA",1586.86659808754,4385.71648580133,"USA"
2010,"FLOUNDER, WITCH",758.9,1673143,3773526,600026,"USA",758.92489871891,4972.19949743359,"USA"
2010,"FLOUNDER, YELLOWTAIL",1317.9,2905454,4193981,600521,"USA",1317.89176578598,3182.34100013421,"USA"
2010,"FLOUNDER,ATLANTIC,PLAICE",1412.7,3114401,4498591,604239,"USA",1412.66853072037,3184.46323548101,"USA"
2010,"FLOUNDER,PACIFIC,SANDDAB",90.3,199164,84550,604215,"USA",90.33927077868,935.916343703249,"USA"
2010,"FLOUNDERS, RIGHTEYE",0.3,614,327,400440,"USA",0.27850571518,1174.12312271099,"USA"
2010,"FROGS",1.4,3016,6341,NA,"USA",1.36803458792,4635.1167258432,"USA"
2010,"GAG",482.3,1063193,3922724,601212,"USA",482.25623263741,8134.10741950814,"USA"
2010,"GARS",238.6,525994,430155,400475,"USA",238.58686506578,1802.92825374693,"USA"
2010,"GLASSEYE SNAPPER",2.1,4583,15242,601150,"USA",2.07881383171,7332.06589618569,"USA"
2010,"GOATFISHES",28.1,61983,280985,400332,"USA",28.11501586971,9994.12560541081,"USA"
2010,"GOLDFISH",69.3,152858,108201,NA,"USA",69.33522249346,1560.54882509688,"USA"
2010,"GOOSEFISH",7433.8,16388553,19214904,400190,"USA",7433.72259614061,2584.82930342005,"USA"
2010,"GRAYSBY",0.1,258,705,600012,"USA",0.11702683146,6024.25948993561,"USA"
2010,"GREENLING, KELP",19.9,43970,202714,604032,"USA",19.9444565089,10163.9269994417,"USA"
2010,"GRENADIERS",135.3,298366,52505,500327,"USA",135.33654106742,387.958784714646,"USA"
2010,"GROUPER, BLACK",32.4,71432,245355,601209,"USA",32.40101017384,7572.44908981558,"USA"
2010,"GROUPER, RED",1724.7,3802353,9898772,600017,"USA",1724.71830884661,5739.35578304362,"USA"
2010,"GROUPER, SNOWY",91.4,201568,590261,601208,"USA",91.42970683616,6455.89951477953,"USA"
2010,"GROUPER, WARSAW",28.6,63065,137597,601207,"USA",28.60580281405,4810.10796636052,"USA"
2010,"GROUPER, YELLOWEDGE",247.4,545338,1782923,601205,"USA",247.36115587106,7207.77275527193,"USA"
2010,"GROUPER, YELLOWFIN",2.1,4685,17394,601216,"USA",2.12508025345,8185.10264342318,"USA"
2010,"GROUPER, YELLOWMOUTH",0.1,169,698,601211,"USA",0.07665711053,9105.48278136358,"USA"
2010,"GROUPERS",5.6,12307,51127,503028,"USA",5.58236129759,9158.66911410273,"USA"
2010,"GRUNT, TOMTATE",0.1,115,53,400327,"USA",0.05216312255,1016.04346919987,"USA"
2010,"GRUNT, WHITE",10.4,22828,25136,601140,"USA",10.35460662236,2427.51858344099,"USA"
2010,"GRUNTS",143.7,316844,275823,400327,"USA",143.71802088028,1919.19564652067,"USA"
2010,"HADDOCK",9811,21629236,21715488,601381,"USA",9810.85641852932,2213.41410715042,"USA"
2010,"HAGFISHES",2223.1,4901008,3504691,400002,"USA",2223.05983410896,1576.51672088473,"USA"
2010,"HAKE, ATLANTIC, RED/WHITE",59.7,131600,68089,500654,"USA",59.692755892,1140.65767248527,"USA"
2010,"HAKE, OFFSHORE SILVER",7,15403,8337,601080,"USA",6.98668327511,1193.27006416628,"USA"
2010,"HAKE, PACIFIC (WHITING)",161124.8,355215799,27315866,600326,"USA",161123.176129854,169.53405870044,"USA"
2010,"HAKE, RED",616.3,1358664,525282,600312,"USA",616.27962379368,852.343611113541,"USA"
2010,"HAKE, SILVER",8078.2,17809304,11039602,600323,"USA",8078.16440941048,1366.59783590684,"USA"
2010,"HAKE, WHITE",1807,3983639,4116221,600313,"USA",1806.94825523443,2277.99605665297,"USA"
2010,"HALIBUT, ATLANTIC",24.4,53864,323860,601371,"USA",24.43229941768,13255.404023317,"USA"
2010,"HALIBUT, CALIFORNIA",242.5,534568,2352594,100031,"USA",242.47596604616,9702.3801507492,"USA"
2010,"HALIBUT, GREENLAND",3909.9,8619719,2122443,600516,"USA",3909.83876994403,542.846681125519,"USA"
2010,"HALIBUT, PACIFIC",25589.1,56413622,206958364,600514,"USA",25588.7885032641,8087.85316169228,"USA"
2010,"HARVESTFISH",49.5,109042,139719,603923,"USA",49.46061920954,2824.85343355853,"USA"
2010,"HERRING, ATLANTIC",65761.1,144976862,21127366,600024,"USA",65760.3984297429,321.277950019905,"USA"
2010,"HERRING, ATLANTIC THREAD",532.7,1174296,188721,601486,"USA",532.65170572152,354.304694742997,"USA"
2010,"HERRING, BLUEBACK",6.3,13852,11777,601574,"USA",6.28316150924,1874.37486409999,"USA"
2010,"HERRING, LAKE OR CISCO",564,1243432,715835,NA,"USA",564.01126781384,1269.18563661794,"USA"
2010,"HERRING, PACIFIC",49350,108797038,23304998,601520,"USA",49349.5063154001,472.243792086881,"USA"
2010,"HERRINGS",389.2,857975,191886,501941,"USA",389.17091365075,493.063569936273,"USA"
2010,"HIND, RED",4.4,9623,25022,600015,"USA",4.36491937651,5732.52283528007,"USA"
2010,"HIND, ROCK",7.2,15797,61103,600014,"USA",7.16539866889,8527.50877146457,"USA"
2010,"HIND, SPECKLED",8.2,18024,45166,500442,"USA",8.17554887688,5524.52204496348,"USA"
2010,"HOGFISH",39.6,87393,277921,601071,"USA",39.64079799141,7010.98398826947,"USA"
2010,"JACK MACKEREL",288.8,636713,62731,500661,"USA",288.80815867981,217.206467735378,"USA"
2010,"JACK, ALMACO",105.9,233560,213619,500467,"USA",105.9410339372,2016.39527254972,"USA"
2010,"JACK, BAR",18.5,40803,38670,601918,"USA",18.50792947311,2089.37472212563,"USA"
2010,"JACK, BLACK",0.1,127,239,601936,"USA",0.05760623099,4148.856745054,"USA"
2010,"JACK, CREVALLE",282.4,622560,498741,600071,"USA",282.3884658672,1766.15216371672,"USA"
2010,"JACK, HORSE-EYE",0.2,496,511,601935,"USA",0.22498181552,2271.29467694501,"USA"
2010,"JACKS",74,163167,158047,500467,"USA",74.01130623579,2135.44400225127,"USA"
2010,"JOBFISH, GREEN (UKU)",49.5,109081,428039,600084,"USA",49.47830931197,8651.04337541394,"USA"
2010,"KING WHITING",627.9,1384164,1461354,600029,"USA",627.84622922868,2327.56673842781,"USA"
2010,"KINGFISH, NORTHERN",0.2,541,243,502790,"USA",0.24539347217,990.24639022043,"USA"
2010,"LADYFISH",712.2,1570022,796761,600175,"USA",712.14999993214,1118.81064393165,"USA"
2010,"LAUNCE, AMERICAN SAND",1.6,3629,19560,400402,"USA",1.64608671073,11882.7276063274,"USA"
2010,"LEATHER-SKIN",0.1,255,504,500467,"USA",0.11566605435,4357.37177024229,"USA"
2010,"LEATHERJACKETS",234.9,517901,836277,400517,"USA",234.91594201537,3559.89888479039,"USA"
2010,"LIMPETS",5.5,12105,70927,590242,"USA",5.49073563885,12917.5769268788,"USA"
2010,"LINGCOD",407.1,897473,881682,600509,"USA",407.08690508101,2165.8323787756,"USA"
2010,"LOBSTER, AMERICAN",53330.8,117573017,404033800,690010,"USA",53330.2234290803,7576.07551630255,"USA"
2010,"LOBSTER, BANDED SPINY",4.3,9419,116492,590082,"USA",4.27238653303,27266.2595248336,"USA"
2010,"LOBSTER, CALIFORNIA SPINY",324.6,715686,11386190,590082,"USA",324.62970891582,35074.393030838,"USA"
2010,"LOBSTER, CARIBBEAN SPINY",2615.6,5766340,35569229,690071,"USA",2615.5678268258,13599.0466908159,"USA"
2010,"LOBSTER, SLIPPER",1.1,2434,8021,590244,"USA",1.10404382858,7265.11012730034,"USA"
2010,"LOOKDOWN",4.3,9506,7406,601004,"USA",4.31184906922,1717.59258756701,"USA"
2010,"MACKEREL, ATLANTIC",9876.6,21773937,4396295,600118,"USA",9876.49168806069,445.127190793317,"USA"
2010,"MACKEREL, CHUB",1989.9,4386860,443065,600117,"USA",1989.8462242582,222.662934752745,"USA"
2010,"MACKEREL, FRIGATE",0,2,6,600094,"USA",0.00090718474,6613.86786554633,"USA"
2010,"MACKEREL, KING",358.3,789811,1314847,600120,"USA",358.25224334207,3670.17101619248,"USA"
2010,"MACKEREL, KING AND CERO",2637.2,5813998,9519171,500142,"USA",2637.18513199526,3609.59527812821,"USA"
2010,"MACKEREL, SPANISH",2627.9,5793522,4338132,500142,"USA",2627.89737462714,1650.79962478197,"USA"
2010,"MANTIS SHRIMPS",1.3,2855,7300,390017,"USA",1.29500621635,5637.03857775694,"USA"
2010,"MARGATE",3.2,7042,6646,501143,"USA",3.19419746954,2080.64781948409,"USA"
2010,"MARLIN, BLUE",398.4,878279,1123677,600216,"USA",398.38065313123,2820.611370477,"USA"
2010,"MARLIN, STRIPED",155.3,342332,632708,600223,"USA",155.27918320684,4074.64791437755,"USA"
2010,"MENHADEN",571289.3,1259464387,92849681,400043,"USA",571283.436229927,162.528221740058,"USA"
2010,"MOJARRAS",247.3,545220,633364,502403,"USA",247.3076319714,2561.03701673568,"USA"
2010,"MOLLUSKS",120.2,264956,424326,NA,"USA",120.18201998572,3530.6945252744,"USA"
2010,"MOONFISH, ATLANTIC",6.9,15171,12984,600378,"USA",6.88144984527,1886.81168822652,"USA"
2010,"MULLET, STRIPED (LIZA)",5476.1,12072676,6727680,508042,"USA",5476.07371908212,1228.55906350502,"USA"
2010,"MULLET, WHITE",226.2,498744,224332,601086,"USA",226.22647298328,991.62576793822,"USA"
2010,"MULLETS",35.2,77618,186650,508042,"USA",35.20693257466,5301.51269509745,"USA"
2010,"MUMMICHOG",0,11,NA,NA,"USA",0.00498951607,NA,"USA"
2010,"MUSSEL, BLUE",2825.9,6229970,6984829,690053,"USA",2825.8668573289,2471.74737970574,"USA"
2010,"MUSSEL, CALIFORNIA",28.4,62607,187821,490054,"USA",28.39805750859,6613.86786554633,"USA"
2010,"OCEAN SUNFISH",0.1,130,13,601732,"USA",0.0589670081,220.462262184878,"USA"
2010,"OCTOPUS",355.6,784016,392911,590013,"USA",355.62367555792,1104.8505119452,"USA"
2010,"OILFISH",271.1,597757,801846,601044,"USA",271.13801431409,2957.33522290655,"USA"
2010,"OPAH",827.3,1823832,2591394,601072,"USA",827.27627936184,3132.44083584628,"USA"
2010,"OYSTER, EASTERN",8794.4,19388144,87113778,690009,"USA",8794.31418686128,9905.69317277158,"USA"
2010,"OYSTER, EUROPEAN FLAT",0.4,796,8082,690123,"USA",0.36105952652,22384.1206404294,"USA"
2010,"OYSTER, KUMAMOTO",44.2,97511,2632798,690888,"USA",44.23024559107,59524.8333988803,"USA"
2010,"OYSTER, OLYMPIA",0.1,167,7547,690279,"USA",0.07574992579,99630.4606412737,"USA"
2010,"OYSTER, PACIFIC",4907.7,10819501,41284324,690283,"USA",4907.64310080737,8412.25067756215,"USA"
2010,"PARROTFISHES",29.1,64156,217045,500242,"USA",29.10067208972,7458.41880664579,"USA"
2010,"PERCH, WHITE",1302.1,2870706,1918322,600355,"USA",1302.13033811322,1473.21811331087,"USA"
2010,"PERCH, YELLOW",796.3,1755419,2942444,NA,"USA",796.24466455303,3695.40184190965,"USA"
2010,"PERIWINKLES",181.1,399247,1057737,590049,"USA",181.09539294539,5840.77254974103,"USA"
2010,"PERMIT",2.3,4968,7568,500598,"USA",2.25344689416,3358.4106284524,"USA"
2010,"PIGFISH",18.8,41438,83055,600005,"USA",18.79596062806,4418.76856647642,"USA"
2010,"PINFISH",114.9,253224,230228,601203,"USA",114.86047430088,2004.41449855859,"USA"
2010,"PINFISH, SPOTTAIL",2.3,5133,2114,501548,"USA",2.32828963521,907.962638337875,"USA"
2010,"POLLOCK",5157.5,11370185,9529022,600034,"USA",5157.42916148845,1847.6302246001,"USA"
2010,"POLLOCK, WALLEYE",883416.3,1947579632,282399251,600318,"USA",883407.261042608,319.670511499655,"USA"
2010,"POMFRETS",269.1,593171,1548587,400319,"USA",269.05783970527,5755.59144344705,"USA"
2010,"POMPANO, AFRICAN",4.2,9220,21048,400319,"USA",4.1821216514,5032.85216319664,"USA"
2010,"POMPANO, FLORIDA",126.2,278320,1077959,600380,"USA",126.2438284184,8538.70651345748,"USA"
2010,"PORGY, JOLTHEAD",4.6,10169,7285,601221,"USA",4.61258081053,1579.37612352919,"USA"
2010,"PORGY, KNOBBED",11.3,24975,23266,NA,"USA",11.32846944075,2053.7637605579,"USA"
2010,"PORGY, RED",150.5,331809,465989,601756,"USA",150.50603069733,3096.14835924489,"USA"
2010,"POUT, OCEAN",0.2,362,181,600480,"USA",0.16420043794,1102.31131092439,"USA"
2010,"PRICKLEBACK, MONKEYFACE",0,30,94,509279,"USA",0.0136077711,6907.8175484595,"USA"
2010,"PUFFER, NOTHERN",88.5,195102,863271,601181,"USA",88.49677857174,9754.82965518557,"USA"
2010,"PUFFERS",1.7,3771,2315,400448,"USA",1.71049682727,1353.40794738263,"USA"
2010,"QUILLBACK",115.2,254032,64888,NA,"USA",115.22697693584,563.132017566776,"USA"
2010,"RATFISH SPOTTED",0,25,58,602589,"USA",0.01133980925,5114.72448268916,"USA"
2010,"RAY,COWNOSE",80.3,176928,112198,602584,"USA",80.25319083936,1398.05033079099,"USA"
2010,"RAY,STINGRAYS",1,2294,2654,500646,"USA",1.04054089678,2550.59652937517,"USA"
2010,"REDFISH, ACADIAN",1646,3628710,1959681,501135,"USA",1645.9551689427,1190.60411667155,"USA"
2010,"ROCKFISH, AURORA",0.3,561,848,400573,"USA",0.25446531957,3332.47768864129,"USA"
2010,"ROCKFISH, BANK",7.5,16511,11778,400573,"USA",7.48926362107,1572.65127733843,"USA"
2010,"ROCKFISH, BLACK",154.1,339711,652754,603979,"USA",154.09031760507,4236.17791270308,"USA"
2010,"ROCKFISH, BLACK-AND-YELLOW",10.4,22956,151974,400573,"USA",10.41266644572,14595.1088313663,"USA"
2010,"ROCKFISH, BLACKGILL",95,209457,246288,400573,"USA",95.00809704309,2592.28431749663,"USA"
2010,"ROCKFISH, BLUE",6.4,14040,21023,400573,"USA",6.3684368748,3301.12402985234,"USA"
2010,"ROCKFISH, BOCACCIO",5,10928,11185,603987,"USA",4.95685741936,2256.46998768105,"USA"
2010,"ROCKFISH, BROWN",26.5,58504,337403,400573,"USA",26.53696801448,12714.4517721804,"USA"
2010,"ROCKFISH, CANARY",13.1,28954,14769,603989,"USA",13.13331348098,1124.54484707068,"USA"
2010,"ROCKFISH, CHILIPEPPER",332.1,732099,441405,603971,"USA",332.07452048463,1329.23477343523,"USA"
2010,"ROCKFISH, CHINA",6.9,15266,98980,400573,"USA",6.92454112042,14294.0879805183,"USA"
2010,"ROCKFISH, COPPER",3.8,8428,45638,400573,"USA",3.82287649436,11938.1308989006,"USA"
2010,"ROCKFISH, DARKBLOTCHED",175.6,387114,196490,603962,"USA",175.59195672018,1119.0148095059,"USA"
2010,"ROCKFISH, FLAG",0.1,329,884,400573,"USA",0.14923188973,5923.66686235355,"USA"
2010,"ROCKFISH, GOPHER",28.2,62158,410073,400573,"USA",28.19439453446,14544.4868304867,"USA"
2010,"ROCKFISH, GRASS",12.5,27567,242379,400573,"USA",12.50418086379,19383.8367055205,"USA"
2010,"ROCKFISH, GREENBLOTCHED",0.1,211,570,400573,"USA",0.09570799007,5955.61561352513,"USA"
2010,"ROCKFISH, GREENSPOTTED",0.8,1839,3087,400573,"USA",0.83415636843,3700.74498838889,"USA"
2010,"ROCKFISH, GREENSTRIPED",0,69,86,400573,"USA",0.03129787353,2747.79051418833,"USA"
2010,"ROCKFISH, KELP",1,2255,11303,400573,"USA",1.02285079435,11050.4875808234,"USA"
2010,"ROCKFISH, OLIVE",0.5,1208,2427,400573,"USA",0.54793958296,4429.32044969121,"USA"
2010,"ROCKFISH, PACIFIC OCEAN PERCH",32467.5,71577851,11045649,600504,"USA",32467.1670745969,340.209817956134,"USA"
2010,"ROCKFISH, REDBANDED",0.5,1140,1277,400573,"USA",0.5170953018,2469.5641123692,"USA"
2010,"ROCKFISH, REDSTRIPE",0.1,309,117,400573,"USA",0.14016004233,834.76002186507,"USA"
2010,"ROCKFISH, ROSY",0.2,386,1295,400573,"USA",0.17508665482,7396.33755257556,"USA"
2010,"ROCKFISH, SHORTBELLY",0,14,2,400573,"USA",0.00635029318,314.946088835539,"USA"
2010,"ROCKFISH, SILVERGRAY",0.4,881,427,400573,"USA",0.39961487797,1068.52878493692,"USA"
