Year,Species,Pounds,Tonnes (ConvertPounds),$,ObservedPrice,FishingEntityName,FishingEntityID
1950,"COD, PACIFIC","7,945,918","3,604","295,343",81.94394392,USA,187
1950,"CRAB, ATLANTIC ROCK","3,714,100","1,685","121,100",71.88277093,USA,187
1950,"CRAB, BLUE","119,346,400","54,135","4,783,949",88.3713475,USA,187
1950,"CRAB, BLUE, SOFT AND PEELER","6,727,000","3,051","1,097,223",359.5901066,USA,187
1950,"CRAB, DUNGENESS","27,929,825","12,669","3,110,258",245.506198,USA,187
1950,"CRAB, FLORIDA STONE CLAWS","41,500",19,"27,050",1436.988962,USA,187
1950,"CRAB, HORSESHOE","1,350,000",612,"5,400",8.818490487,USA,187
1950,"CRAB, KING","1,519,249",689,"91,155",132.2774444,USA,187
1950,CRAPPIE,"1,600",1,87,119.8763551,USA,187
1950,CRAYFISHES OR CRAWFISHES,"66,900",30,"10,028",330.4627153,USA,187
1950,"CROAKER, ATLANTIC","11,514,000","5,223","1,678,360",321.3609887,USA,187
1950,"CROAKER, PACIFIC WHITE","747,400",339,"35,621",105.0720664,USA,187
1950,CUNNER,"7,500",3,231,67.90237675,USA,187
1950,CUSK,"3,818,100","1,732","145,471",83.9969245,USA,187
1950,DOLLY VARDEN,"20,624",9,"2,326",248.6400416,USA,187
1950,DOLPHINFISH,"5,900",3,590,220.4622622,USA,187
1950,"DRUM, BLACK","1,247,500",566,"117,971",208.4821926,USA,187
1950,"DRUM, FRESHWATER","3,291,600","1,493","184,376",123.4899443,USA,187
1950,"DRUM, RED","2,659,700","1,206","423,329",350.8969771,USA,187
1950,"EEL, AMERICAN","2,105,800",955,"290,263",303.884688,USA,187
1950,"EEL, CONGER","91,200",41,"2,321",56.10667879,USA,187
1950,"FINFISHES, UNC BAIT AND ANIMAL FOOD","95,277,200","43,217","800,805",18.52985624,USA,187
1950,"FINFISHES, UNC FOR FOOD","9,654,600","4,379","297,550",67.94537952,USA,187
1950,"FINFISHES, UNC GENERAL","1,499,200",680,"22,001",32.3531899,USA,187
1950,FLATFISH,"8,534,066","3,871","916,573",236.7801667,USA,187
1950,"FLOUNDER, SUMMER","11,296,500","5,124","1,897,140",370.2454531,USA,187
1950,"FLOUNDER, WINTER","27,586,600","12,513","3,042,074",243.1116976,USA,187
1950,"FLOUNDER, WITCH","7,030,500","3,189","527,922",165.545663,USA,187
1950,"FLOUNDER, YELLOWTAIL","24,114,900","10,938","2,568,673",234.8321828,USA,187
1950,"FLOUNDER,ATLANTIC,PLAICE","6,794,400","3,082","416,875",135.2661097,USA,187
1950,FLYINGFISHES,"60,700",28,"4,815",174.8806907,USA,187
1950,FROGS,"48,300",22,"19,347",883.0814465,USA,187
1950,GARS,"320,000",145,"16,188",111.5263469,USA,187
1950,GOATFISHES,"50,000",23,"2,860",126.104414,USA,187
1950,GOLDFISH,"106,600",48,"5,286",109.3211555,USA,187
1950,GOOSEFISH,"81,200",37,"4,010",108.8736048,USA,187
1950,"GROUPER, GOLIATH","125,700",57,"7,357",129.032686,USA,187
1950,"GROUPER, WARSAW","184,700",84,"16,480",196.7091543,USA,187
1950,GROUPERS,"6,825,000","3,096","662,041",213.8535627,USA,187
1950,GRUNTS,"89,900",41,"6,083",149.173742,USA,187
1950,HADDOCK,"158,558,800","71,921","11,833,865",164.5396312,USA,187
1950,"HAKE, PACIFIC (WHITING)","9,500",4,184,42.7000592,USA,187
1950,"HAKE, RED","3,425,900","1,554","72,106",46.40138906,USA,187
1950,"HAKE, SILVER","67,331,700","30,541","1,446,707",47.36911409,USA,187
1950,"HAKE, WHITE","14,066,000","6,380","513,621",80.50195334,USA,187
1950,"HALIBUT, ATLANTIC","537,600",244,"112,652",461.9701406,USA,187
1950,"HALIBUT, CALIFORNIA","1,092,700",496,"224,622",453.195518,USA,187
1950,"HALIBUT, PACIFIC","51,092,502","23,175","8,344,127",360.0460033,USA,187
1950,HARVESTFISH,"792,800",360,"53,141",147.7747865,USA,187
1950,"HERRING, ATLANTIC","196,534,200","89,146","1,371,914",15.38944692,USA,187
1950,"HERRING, ATLANTIC THREAD","32,000",15,240,16.53466966,USA,187
1950,"HERRING, LAKE OR CISCO","18,378,800","8,336","907,209",108.823943,USA,187
1950,"HERRING, PACIFIC","167,230,843","75,855","2,104,998",27.75042048,USA,187
1950,HOGCHOKER,"8,700",4,261,66.13867866,USA,187
1950,HOGFISH,"21,800",10,"2,398",242.5084884,USA,187
1950,JACK MACKEREL,"133,255,700","60,444","2,571,869",42.54977894,USA,187
1950,"JACK, CREVALLE","612,400",278,"12,290",44.24365125,USA,187
1950,KING WHITING,"3,306,400","1,500","270,524",180.378457,USA,187
1950,LADYFISH,"494,300",224,"14,860",66.27694145,USA,187
1950,"LAUNCE, AMERICAN SAND","128,600",58,"4,040",69.25875111,USA,187
1950,LINGCOD,"7,210,710","3,271","520,423",159.1155821,USA,187
1950,"LOBSTER, AMERICAN","23,197,900","10,522","8,346,062",793.1716702,USA,187
1950,"LOBSTER, CALIFORNIA SPINY","933,500",423,"296,066",699.2113564,USA,187
1950,"LOBSTER, CARIBBEAN SPINY","1,559,700",707,"280,740",396.823591,USA,187
1950,MACKEREL (SCOMBER),"32,651,400","14,810","794,619",53.65267716,USA,187
1950,"MACKEREL, ATLANTIC","22,093,100","10,021","2,057,989",205.3622672,USA,187
1950,"MACKEREL, FRIGATE","60,600",27,"1,803",65.59297999,USA,187
1950,"MACKEREL, KING AND CERO","1,637,400",743,"224,689",302.5250106,USA,187
1950,"MACKEREL, SPANISH","6,335,000","2,874","590,300",205.4283715,USA,187
1950,MENHADEN,"1,026,317,600","465,530","10,402,294",22.34506421,USA,187
1950,MOJARRAS,"533,900",242,"27,337",112.8821289,USA,187
1950,MOONEYES,"6,200",3,249,88.54048917,USA,187
1950,"MULLET, STRIPED (LIZA)","35,023,700","15,886","3,631,214",228.5725531,USA,187
1950,"MUSSEL, BLUE","760,800",345,"70,783",205.11278,USA,187
1950,"MUSSEL, CALIFORNIA",300,0,109,801.0128859,USA,187
1950,OCTOPUS,"96,500",44,"5,728",130.8609158,USA,187
1950,"OYSTER, EASTERN","68,192,100","30,931","27,391,974",885.5712837,USA,187
1950,"OYSTER, OLYMPIA","143,100",65,"203,120",3129.300817,USA,187
1950,"OYSTER, PACIFIC","8,079,700","3,665","2,001,417",546.1055725,USA,187
1950,PADDLEFISH,"46,800",21,"6,242",294.0438976,USA,187
1950,"PERCH, WHITE","2,599,800","1,179","218,901",185.6273931,USA,187
1950,"PERCH, YELLOW","4,592,900","2,083","797,372",382.7438763,USA,187
1950,PERIWINKLES,"3,200",1,"1,035",713.0576293,USA,187
1950,PERMIT,"11,600",5,630,119.7338148,USA,187
1950,PIGFISH,"322,100",146,"12,107",82.86670625,USA,187
1950,"PIKE, BLUE","5,124,200","2,324","1,045,612",449.8614162,USA,187
1950,PIKES,"141,800",64,"15,885",246.9705948,USA,187
1950,PINFISH,"459,700",209,"3,526",16.90993988,USA,187
1950,POLLOCK,"25,648,400","11,634","830,222",71.36219812,USA,187
1950,"POMPANO, FLORIDA","845,400",383,"458,962",1196.874861,USA,187
1950,"POMPANO, PACIFIC","183,700",83,"47,698",572.4338041,USA,187
1950,PORKFISH,700,0,35,110.2311311,USA,187
1950,"PUFFER, NOTHERN","1,631,800",740,"76,310",103.0976543,USA,187
1950,QUILLBACK,"1,900",1,40,46.41310783,USA,187
1950,RATFISH SPOTTED,"521,000",236,"5,209",22.0419947,USA,187
1950,"REDFISH, ACADIAN","207,793,000","94,253","9,137,318",96.94425686,USA,187
1950,"ROCK BASSES, PACIFIC","202,800",92,"28,477",309.5711953,USA,187
1950,ROCKFISHES,"26,563,428","12,049","1,113,855",92.44401477,USA,187
1950,"RUNNER, BLUE","795,000",361,"26,280",72.87733648,USA,187
1950,SABLEFISH,"6,048,701","2,744","482,398",175.8237915,USA,187
1950,"SALMON, ATLANTIC",800,0,362,997.5917364,USA,187
1950,"SALMON, CHINOOK","36,559,160","16,583","8,328,433",502.228492,USA,187
1950,"SALMON, CHUM","74,610,432","33,843","5,920,158",174.9314928,USA,187
1950,"SALMON, COHO","40,224,632","18,246","7,151,008",391.9308449,USA,187
1950,"SALMON, PINK","85,773,432","38,906","6,773,180",174.0901058,USA,187
1950,"SALMON, SOCKEYE","91,476,188","41,493","9,277,170",223.5845119,USA,187
1950,SAND PERCH,"27,200",12,"1,416",114.77006,USA,187
1950,SANDWORMS,"57,700",26,"38,683",1478.014157,USA,187
1950,"SARDINE, PACIFIC","714,521,800","324,102","12,140,322",37.45837918,USA,187
1950,SAUGER,"596,600",271,"107,222",396.2186503,USA,187
1950,"SAWFISH, SMALLTOOTH","20,600",9,794,84.97428941,USA,187
1950,SCADS,"189,500",86,"9,480",110.2893006,USA,187
1950,"SCALLOP, BAY","1,599,500",726,"1,263,127",1740.993034,USA,187
1950,"SCALLOP, SEA","20,062,900","9,100","9,207,583",1011.78024,USA,187
1950,SCALLOPS,"18,000",8,"10,616",1300.237431,USA,187
1950,SCULPINS,"139,500",63,"23,794",376.0343417,USA,187
1950,SCUPS OR PORGIES,"35,527,600","16,115","2,434,856",151.0920698,USA,187
1950,"SEA BASS, BLACK","12,974,500","5,885","1,496,146",254.2246188,USA,187
1950,"SEA BASS, GIANT","150,800",68,"23,617",345.2690481,USA,187
1950,SEA CATFISHES,"789,100",358,"35,826",100.0922697,USA,187
1950,SEA URCHINS,"34,000",15,"1,388",90.00047644,USA,187
1950,"SEABASS, WHITE","1,531,300",695,"321,572",462.9693109,USA,187
1950,SEAROBINS,"230,100",104,"4,114",39.41685122,USA,187
1950,"SEATROUT, SAND","470,300",213,"41,319",193.6908401,USA,187
1950,"SEATROUT, SPOTTED","6,505,300","2,951","1,457,142",493.8201492,USA,187
1950,"SEAWEED, IRISH MOSS","2,150,000",975,"30,200",30.96725729,USA,187
1950,"SEAWEED, KELP","201,204,000","91,265","3,090,493",33.86299865,USA,187
1950,"SHAD, AMERICAN","11,115,800","5,042","1,787,787",354.5759786,USA,187
1950,"SHAD, GIZZARD","302,900",137,"7,368",53.62713595,USA,187
1950,"SHAD, HICKORY","601,400",273,"31,561",115.6968649,USA,187
1950,"SHARK, DOGFISH","3,497,000","1,586","106,837",67.35352218,USA,187
1950,"SHARK, SOUPFIN","290,400",132,"92,080",699.041498,USA,187
1950,SHARKS,"912,958",414,"23,061",55.68799691,USA,187
1950,"SHEEPHEAD, CALIFORNIA","66,200",30,"4,904",163.3152468,USA,187
1950,SHEEPSHEAD,"433,900",197,"43,022",218.5924739,USA,187
1950,"SHRIMP, MARINE, OTHER","188,341,900","85,430","43,196,403",505.6324017,USA,187
1950,"SHRIMP, OCEAN","919,000",417,"61,034",146.4166889,USA,187
1950,"SHRIMP, PENAEID","2,213,160","1,004","194,066",193.3173805,USA,187
1950,SILVERSIDES,"330,700",150,"22,688",151.2503116,USA,187
1950,SKATES,"847,125",384,"13,032",33.91546939,USA,187
1950,"SMELT, EULACHON","1,695,800",769,"154,276",200.5663166,USA,187
1950,"SMELT, RAINBOW","2,685,700","1,218","276,569",227.0284372,USA,187
1950,"SMELT, WHITEBAIT","207,600",94,"19,456",206.6143436,USA,187
1950,SMELTS,"1,216,700",552,"90,457",163.9052753,USA,187
1950,SNAILS (CONCHS),"416,400",189,"54,215",287.0403829,USA,187
1950,"SNAPPER, GRAY","371,900",169,"47,368",280.7974304,USA,187
1950,"SNAPPER, MUTTON","76,300",35,"10,244",295.9915352,USA,187
1950,"SNAPPER, RED","7,146,800","3,242","1,722,141",531.2406961,USA,187
1950,"SNAPPER, YELLOWTAIL","346,400",157,"68,270",434.4964965,USA,187
1950,SNAPPERS,"5,000",2,"1,550",683.4330128,USA,187
1950,SNOOK,"574,000",260,"68,858",264.4702169,USA,187
1950,SOLES,"45,244,200","20,522","2,249,042",109.5894915,USA,187
1950,"SPONGE, GRASS","1,100",0,"1,100",2204.622622,USA,187
1950,"SPONGE, SHEEPSWOOL","19,800",9,"128,300",14285.50921,USA,187
1950,"SPONGE, YELLOW","1,100",0,"1,100",2204.622622,USA,187
1950,SPOT,"10,472,300","4,750","659,643",138.8676681,USA,187
1950,SPOTTED CABRILLA,"283,600",129,"34,555",268.6203621,USA,187
1950,SQUAWFISHES,"1,500",1,225,330.6933933,USA,187
1950,SQUIDS,"8,355,000","3,790","276,777",73.03277503,USA,187
1950,STURGEONS,"502,800",228,"101,988",447.1858631,USA,187
1950,SUCKERS,"3,171,900","1,439","152,502",105.9962039,USA,187
1950,SUNFISHES,"23,000",10,"1,288",123.4588668,USA,187
1950,SURFPERCHES,"495,000",225,"58,606",261.0184109,USA,187
1950,SWORDFISH,"937,100",425,"348,959",820.9613761,USA,187
1950,TAUTOG,"191,800",87,"9,911",113.920828,USA,187
1950,"TILEFISH, GOLDEN","2,401,400","1,089","158,343",145.3679353,USA,187
1950,TRIGGERFISHES,"15,800",7,"1,675",233.7179045,USA,187
1950,TRIPLETAIL,"37,400",17,"3,378",199.1234015,USA,187
1950,"TROUT, LAKE","3,255,600","1,477","1,243,734",842.2300381,USA,187
1950,"TROUT, RAINBOW","1,069,358",485,"172,940",356.5386299,USA,187
1950,"TUNA, ALBACORE","72,453,294","32,864","13,839,263",421.103729,USA,187
1950,"TUNA, BLUEFIN","1,267,200",575,"112,366",195.4897613,USA,187
1950,"TUNA, BLUEFIN PACIFIC","2,761,800","1,253","425,391",339.570795,USA,187
1950,"TUNA, LITTLE TUNNY","295,900",134,"10,865",80.95040482,USA,187
1950,"TUNA, SKIPJACK","126,786,100","57,509","18,130,439",315.2614992,USA,187
1950,"TUNA, YELLOWFIN","187,889,500","85,225","28,823,213",338.2004179,USA,187
1950,"TURTLE, GREEN SEA","7,100",3,710,220.4622622,USA,187
1950,"TURTLE, LOGGERHEAD SEA","7,600",3,194,56.27589324,USA,187
1950,"TURTLE, SNAPPING","193,700",88,"24,620",280.2158438,USA,187
1950,"TURTLE, TERRAPIN","288,900",131,"60,614",462.5510405,USA,187
1950,WALLEYE,"7,490,100","3,397","1,866,416",549.3575433,USA,187
1950,WEAKFISH,"7,985,600","3,622","784,071",216.462215,USA,187
1950,"WHITEFISH, LAKE","4,358,800","1,977","1,661,724",840.4777282,USA,187
1950,"WHITEFISH, OCEAN","20,600",9,"1,890",202.2687745,USA,187
1950,"WHITEFISH, ROUND","161,100",73,"29,801",407.820973,USA,187
1950,"WOLFFISH, ATLANTIC","2,421,300","1,098","137,008",124.7474234,USA,187
1950,YELLOWTAIL JACK,"3,529,800","1,601","314,334",196.324961,USA,187
1951,ABALONES,"816,800",370,"364,596",984.0800556,USA,187
1951,ALEWIFE,"57,696,700","26,171","765,521",29.2509782,USA,187
1951,AMBERJACK,"52,700",24,"2,322",97.13726239,USA,187
1951,ANCHOVIES,"6,958,400","3,156","143,852",45.57647928,USA,187
1951,BARRACUDAS,"2,182,600",990,"360,534",364.1718191,USA,187
1951,"BASS, ROCK","25,500",12,"3,218",278.2147293,USA,187
1951,"BASS, STRIPED","6,116,600","2,774","1,299,857",468.5109615,USA,187
1951,"BASS, WHITE","989,200",449,"198,600",442.6183307,USA,187
1951,BLOODWORMS,"216,100",98,"158,107",1612.985973,USA,187
1951,BLUEFISH,"4,669,200","2,118","760,256",358.9646141,USA,187
1951,"BONITO, ATLANTIC","57,800",26,"5,522",210.6215591,USA,187
1951,"BONITO, PACIFIC","776,800",352,"74,265",210.7702099,USA,187
1951,BOWFIN,"38,500",17,"1,540",88.18490487,USA,187
1951,BUFFALOFISHES,"777,900",353,"86,702",245.7194891,USA,187
1951,BURBOT,"570,400",259,"31,011",119.8589624,USA,187
1951,BUTTERFISH,"10,628,200","4,821","800,675",166.0851525,USA,187
1951,CABEZON,"23,900",11,717,66.13867866,USA,187
1951,"CARP, COMMON","8,515,400","3,863","413,748",107.1186557,USA,187
1951,CARPS AND MINNOWS,"99,200",45,"7,256",161.2574773,USA,187
1951,CATFISHES & BULLHEADS,"13,148,600","5,964","2,665,441",446.9138559,USA,187
1951,CHUBS,"10,529,200","4,776","1,689,584",353.7681028,USA,187
1951,"CLAM, ATLANTIC JACKKNIFE","46,800",21,"6,274",295.5513318,USA,187
1951,"CLAM, ATLANTIC SURF","10,487,300","4,757","1,049,457",220.6150909,USA,187
1951,"CLAM, BUTTER","38,980",18,"15,550",879.4736216,USA,187
1951,"CLAM, OCEAN QUAHOG","205,300",93,"14,780",158.7156471,USA,187
1951,"CLAM, PACIFIC LITTLENECK","177,000",80,"92,043",1146.44113,USA,187
1951,"CLAM, PACIFIC RAZOR","2,754,881","1,250","549,288",439.5735245,USA,187
1951,"CLAM, QUAHOG","20,566,000","9,329","7,431,220",796.6077857,USA,187
1951,"CLAM, SOFTSHELL","9,021,500","4,092","2,329,511",569.2725875,USA,187
1951,CLAMS OR BIVALVES,"55,700",25,"28,060",1110.623174,USA,187
1951,COBIA,"61,600",28,"5,551",198.6665613,USA,187
1951,"COCKLE, NUTTALL","32,073",15,"2,566",176.3808078,USA,187
1951,"COD, ATLANTIC","50,023,000","22,690","3,634,700",160.1891499,USA,187
1951,"COD, PACIFIC","9,567,600","4,340","516,118",118.9269428,USA,187
1951,"CRAB, ATLANTIC ROCK","2,328,400","1,056","127,090",120.3339156,USA,187
1951,"CRAB, BLUE","107,790,600","48,893","4,349,888",88.96751189,USA,187
1951,"CRAB, BLUE, SOFT AND PEELER","6,566,500","2,979","1,353,871",454.5457449,USA,187
1951,"CRAB, DUNGENESS","29,332,816","13,305","3,674,258",276.1532444,USA,187
1951,"CRAB, FLORIDA STONE CLAWS","66,300",30,"32,618",1084.621126,USA,187
1951,"CRAB, HORSESHOE","615,700",279,"3,695",13.23060027,USA,187
1951,"CRAB, KING","1,993,912",904,"227,622",251.6764082,USA,187
1951,"CRAB, RED ROCK","22,600",10,"1,803",175.8820614,USA,187
1951,"CRAB, SNOW/TANNER","12,120",5,"1,030",187.3565429,USA,187
1951,CRAPPIE,"1,300",1,82,139.0608115,USA,187
1951,CRAYFISHES OR CRAWFISHES,"57,700",26,"9,231",352.7014111,USA,187
1951,"CROAKER, ATLANTIC","8,495,500","3,853","1,059,352",274.9068782,USA,187
1951,"CROAKER, PACIFIC WHITE","682,200",309,"44,249",142.9966966,USA,187
1951,CUNNER,"16,800",8,332,43.56754229,USA,187
1951,CUSK,"3,923,000","1,779","181,452",101.9712424,USA,187
1951,DOLLY VARDEN,"24,512",11,"2,834",254.8915025,USA,187
1951,DOLPHINFISH,"27,000",12,"2,679",218.7475557,USA,187
1951,"DRUM, BLACK","1,325,000",601,"141,171",234.8896454,USA,187
1951,"DRUM, FRESHWATER","4,353,300","1,975","255,121",129.1998089,USA,187
1951,"DRUM, RED","2,153,300",977,"333,882",341.8398784,USA,187
1951,"EEL, AMERICAN","1,837,200",833,"242,281",290.7349083,USA,187
1951,"EEL, CONGER","115,600",52,"3,637",69.36169962,USA,187
1951,"FINFISHES, UNC BAIT AND ANIMAL FOOD","44,541,700","20,204","406,820",20.13584068,USA,187
1951,"FINFISHES, UNC FOR FOOD","13,843,900","6,279","726,082",115.6275907,USA,187
1951,"FINFISHES, UNC GENERAL","168,049",76,"17,071",223.9532088,USA,187
1951,FLATFISH,"7,844,548","3,558","954,078",268.1329685,USA,187
1951,"FLOUNDER, SUMMER","11,655,100","5,287","2,298,363",434.7472834,USA,187
1951,"FLOUNDER, WINTER","20,542,000","9,318","2,953,453",316.9725098,USA,187
1951,"FLOUNDER, WITCH","6,008,200","2,725","563,915",206.9205029,USA,187
1951,"FLOUNDER, YELLOWTAIL","18,430,200","8,360","2,373,385",283.9045839,USA,187
1951,"FLOUNDER,ATLANTIC,PLAICE","11,361,500","5,153","880,894",170.931553,USA,187
1951,FLYINGFISHES,"53,500",24,"4,217",173.7737121,USA,187
1951,FROGS,"28,300",13,"9,825",765.3857689,USA,187
1951,GARS,"202,600",92,"10,130",110.2311311,USA,187
1951,GOATFISHES,"145,300",66,"14,530",220.4622622,USA,187
1951,GOLDFISH,"125,600",57,"6,283",110.2837893,USA,187
1951,GOOSEFISH,"176,000",80,"6,420",80.41862064,USA,187
1951,"GROUPER, GOLIATH","194,500",88,"12,766",144.7003208,USA,187
1951,"GROUPER, WARSAW","212,300",96,"19,117",198.5198806,USA,187
1951,GROUPERS,"7,747,700","3,514","852,330",242.5321062,USA,187
1951,GRUNTS,"248,600",113,"20,835",184.7679498,USA,187
1951,HADDOCK,"154,102,800","69,900","11,967,751",171.2128176,USA,187
1951,"HAKE, PACIFIC (WHITING)","43,100",20,820,41.94409629,USA,187
1951,"HAKE, RED","5,165,500","2,343","106,314",45.37455221,USA,187
1951,"HAKE, SILVER","120,076,100","54,466","2,902,469",53.28994543,USA,187
1951,"HAKE, WHITE","12,238,500","5,551","565,145",101.8042613,USA,187
1951,"HALIBUT, ATLANTIC","433,500",197,"98,903",502.984524,USA,187
1951,"HALIBUT, CALIFORNIA","865,900",393,"198,641",505.7494425,USA,187
1951,"HALIBUT, PACIFIC","47,622,800","21,601","6,788,630",314.2689483,USA,187
1951,HARVESTFISH,"852,800",387,"58,207",150.4742835,USA,187
1951,"HERRING, ATLANTIC","67,211,900","30,487","1,005,254",32.97341258,USA,187
1951,"HERRING, LAKE OR CISCO","20,719,100","9,398","1,061,079",112.9044585,USA,187
1951,"HERRING, PACIFIC","87,108,200","39,512","1,100,346",27.84867192,USA,187
1951,HOGCHOKER,"11,300",5,680,132.667556,USA,187
1951,HOGFISH,"40,900",19,"4,997",269.3520597,USA,187
1951,JACK MACKEREL,"89,838,100","40,750","2,016,402",49.4824074,USA,187
1951,"JACK, CREVALLE","730,700",331,"21,919",66.13264438,USA,187
1951,KING WHITING,"3,754,300","1,703","338,627",198.8505832,USA,187
1951,LADYFISH,"1,061,200",481,"41,732",86.69742862,USA,187
1951,"LAMPREY, SEA","206,800",94,"5,170",55.11556555,USA,187
1951,"LAUNCE, AMERICAN SAND","41,900",19,"1,310",68.92734212,USA,187
1951,LINGCOD,"6,679,052","3,030","593,026",195.7461231,USA,187
1951,"LOBSTER, AMERICAN","25,945,800","11,769","9,378,322",796.8789105,USA,187
1951,"LOBSTER, CALIFORNIA SPINY","824,600",374,"301,867",807.0613837,USA,187
1951,"LOBSTER, CARIBBEAN SPINY","3,097,400","1,405","588,506",418.8782982,USA,187
1951,MACKEREL (SCOMBER),"33,523,400","15,206","932,348",61.31464864,USA,187
1951,"MACKEREL, ATLANTIC","15,742,700","7,141","1,487,134",208.2596542,USA,187
1951,"MACKEREL, CHUB","18,400",8,"1,271",152.2867039,USA,187
1951,"MACKEREL, FRIGATE","1,500",1,64,94.06389853,USA,187
1951,"MACKEREL, KING AND CERO","3,141,300","1,425","469,554",329.541709,USA,187
1951,"MACKEREL, SPANISH","8,720,100","3,955","920,790",232.7948606,USA,187
1951,MENHADEN,"1,127,065,600","511,228","12,983,198",25.39608344,USA,187
1951,MOONEYES,"21,500",10,"1,128",115.6657822,USA,187
1951,"MULLET, STRIPED (LIZA)","33,242,700","15,079","3,547,669",235.2778605,USA,187
1951,"MULLET, WHITE","5,919,900","2,685","413,751",154.0844971,USA,187
1951,"MUSSEL, BLUE","721,800",327,"53,631",163.8073093,USA,187
1951,OCTOPUS,"59,400",27,"3,640",135.0980866,USA,187
1951,"OYSTER, EASTERN","64,305,000","29,168","27,104,744",929.254829,USA,187
1951,"OYSTER, OLYMPIA","87,600",40,"124,854",3142.191242,USA,187
1951,"OYSTER, PACIFIC","8,597,000","3,900","1,840,170",471.8948947,USA,187
1951,PADDLEFISH,"22,800",10,"3,556",343.8437738,USA,187
1951,"PERCH, WHITE","2,279,800","1,034","228,058",220.5376901,USA,187
1951,"PERCH, YELLOW","4,502,400","2,042","996,626",488.0028929,USA,187
1951,PERIWINKLES,"3,500",2,"1,072",675.2444145,USA,187
1951,PERMIT,"41,700",19,"2,919",154.3235835,USA,187
1951,PIGFISH,"381,400",173,"15,273",88.2831707,USA,187
1951,"PIKE, BLUE","2,227,600","1,010","579,950",573.967898,USA,187
1951,PIKES,"144,500",66,"16,080",245.3310156,USA,187
1951,PILOTFISH,"2,600",1,124,105.1435404,USA,187
1951,PINFISH,"1,023,200",464,"25,600",55.15865825,USA,187
1951,POLLOCK,"22,717,300","10,304","1,002,433",97.282092,USA,187
1951,"POMPANO, FLORIDA","984,000",446,"489,273",1096.201549,USA,187
1951,"POMPANO, PACIFIC","64,200",29,"22,298",765.7114521,USA,187
1951,PORKFISH,"4,600",2,230,110.2311311,USA,187
1951,"POUT, OCEAN","138,900",63,"2,431",38.58486389,USA,187
1951,"PUFFER, NOTHERN","1,644,200",746,"80,443",107.8618523,USA,187
1951,QUILLBACK,"2,300",1,70,67.09721023,USA,187
1951,RATFISH SPOTTED,"620,000",281,"6,200",22.04622622,USA,187
1951,"REDFISH, ACADIAN","258,320,100","117,172","12,596,680",107.5058646,USA,187
1951,"ROCK BASSES, PACIFIC","288,600",131,"45,567",348.0874533,USA,187
1951,"ROCKFISH, PACIFIC OCEAN PERCH","1,855,800",842,"92,787",110.2275672,USA,187
