"Species","FishingEntityName","Year","Landed.Country","TaxonKey","LandedValue","Landings","ObservedPrice"
"Albacore - Thunnus alalunga","Spain",2010,"Spain",600142,50984234,13151,3876.83324462018
"Alfonsino - Beryx decadactylus","France",2007,"Spain",601319,4501,1,4501
"Alfonsino - Beryx decadactylus","France",2008,"Spain",601319,6213,1,6213
"Alfonsino - Beryx decadactylus","France",2009,"Spain",601319,31261,4,7815.25
"Alfonsino - Beryx decadactylus","France",2010,"Spain",601319,8632,1,8632
"Alfonsino - Beryx decadactylus","Portugal",2007,"Portugal",601319,760357,60,12672.6166666667
"Alfonsino - Beryx decadactylus","Portugal",2008,"Portugal",601319,871646,74,11779
"Alfonsino - Beryx decadactylus","Portugal",2009,"Portugal",601319,735114,67,10971.8507462687
"Alfonsino - Beryx decadactylus","Portugal",2009,"Spain",601319,33205,2,16602.5
"Alfonsino - Beryx decadactylus","Portugal",2010,"Portugal",601319,714922,62,11531
"Alfonsino - Beryx decadactylus","Portugal",2010,"Spain",601319,160586,10,16058.6
"Alfonsino - Beryx decadactylus","Spain",2007,"Spain",601319,1265090,227,5573.08370044053
"Alfonsino - Beryx decadactylus","Spain",2008,"Spain",601319,590879,100,5908.79
"Alfonsino - Beryx decadactylus","Spain",2009,"Spain",601319,920780,117,7869.91452991453
"Alfonsino - Beryx decadactylus","Spain",2010,"Portugal",601319,8734.2,0.6,14557
"Alfonsino - Beryx decadactylus","Spain",2010,"Spain",601319,1118202,135,8282.97777777778
"Alfonsinos etc, nei - Berycidae","France",2009,"Spain",400240,12653,1,12653
"Alfonsinos etc, nei - Berycidae","Spain",2007,"Spain",400240,86462,7,12351.7142857143
"Alfonsinos etc, nei - Berycidae","Spain",2008,"Spain",400240,11222,2,5611
"Alfonsinos etc, nei - Berycidae","Spain",2009,"Spain",400240,13925,3,4641.66666666667
"Alfonsinos etc, nei - Berycidae","Spain",2010,"Spain",400240,98900,4,24725
"Alfonsinos nei - Beryx spp","France",2007,"France",501129,44571,23,1937.86956521739
"Alfonsinos nei - Beryx spp","France",2007,"Spain",501129,9281,1,9281
"Alfonsinos nei - Beryx spp","France",2008,"France",501129,64854,23,2819.73913043478
"Alfonsinos nei - Beryx spp","France",2008,"Spain",501129,5509,1,5509
"Alfonsinos nei - Beryx spp","France",2009,"France",501129,50971,20,2548.55
"Alfonsinos nei - Beryx spp","France",2009,"Spain",501129,21252,2,10626
"Alfonsinos nei - Beryx spp","France",2010,"France",501129,22445.8,9.7,2314
"Alfonsinos nei - Beryx spp","France",2010,"Spain",501129,13206,2,6603
"Alfonsinos nei - Beryx spp","Portugal",2007,"Portugal",501129,40362,4,10090.5
"Alfonsinos nei - Beryx spp","Portugal",2008,"Portugal",501129,28337,3,9445.66666666667
"Alfonsinos nei - Beryx spp","Portugal",2009,"Portugal",501129,20038,2,10019
"Alfonsinos nei - Beryx spp","Portugal",2009,"Spain",501129,30920,5,6184
"Alfonsinos nei - Beryx spp","Portugal",2010,"Portugal",501129,965.2,0.1,9652
"Alfonsinos nei - Beryx spp","Portugal",2010,"Spain",501129,57447,11,5222.45454545455
"Alfonsinos nei - Beryx spp","Spain",2007,"France",501129,1260,1,1260
"Alfonsinos nei - Beryx spp","Spain",2007,"Spain",501129,1024967,116,8835.9224137931
"Alfonsinos nei - Beryx spp","Spain",2008,"Spain",501129,1178751,151,7806.29801324503
"Alfonsinos nei - Beryx spp","Spain",2009,"Spain",501129,1043372,143,7296.30769230769
"Alfonsinos nei - Beryx spp","Spain",2010,"Spain",501129,746650,127,5879.13385826772
"Allis and twaid shads - Alosa alosa, A.fallax","France",2007,"France",500352,56666,16,3541.625
"Allis and twaid shads - Alosa alosa, A.fallax","France",2008,"France",500352,134742,52,2591.19230769231
"Allis and twaid shads - Alosa alosa, A.fallax","France",2009,"France",500352,28544,8,3568
"Allis and twaid shads - Alosa alosa, A.fallax","France",2010,"France",500352,351216.24,52.4,6702.6
"Allis and twaid shads - Alosa alosa, A.fallax","Spain",2007,"Spain",500352,369986,175,2114.20571428571
"Allis and twaid shads - Alosa alosa, A.fallax","Spain",2008,"Spain",500352,320407,172,1862.83139534884
"Allis and twaid shads - Alosa alosa, A.fallax","Spain",2009,"Spain",500352,270156,164,1647.29268292683
"Allis and twaid shads - Alosa alosa, A.fallax","Spain",2010,"Spain",500352,383712,223,1720.68161434978
"Allis shad - Alosa alosa","France",2009,"France",600101,515,1,515
"Allis shad - Alosa alosa","France",2010,"France",600101,1148.02,6.1,188.2
"Allis shad - Alosa alosa","Portugal",2007,"Portugal",600101,168207,23,7313.34782608696
"Allis shad - Alosa alosa","Portugal",2008,"Portugal",600101,195090,30,6503
"Allis shad - Alosa alosa","Portugal",2009,"Portugal",600101,208550,43,4850
"Allis shad - Alosa alosa","Portugal",2010,"Portugal",600101,95152.2,14.4,6607.79166666667
"Alloteuthis spp","Portugal",2009,"Portugal",490010,124848,34,3672
"Alloteuthis spp","Portugal",2010,"Portugal",490010,259727.4,46.1,5634
"Amberjacks nei - Seriola spp","Ireland",2009,"Spain",500928,2765,1,2765
"Amberjacks nei - Seriola spp","Portugal",2007,"Portugal",500928,374285,103,3633.83495145631
"Amberjacks nei - Seriola spp","Portugal",2008,"Portugal",500928,36649,12,3054.08333333333
"Amberjacks nei - Seriola spp","Portugal",2008,"Spain",500928,1846,1,1846
"Amberjacks nei - Seriola spp","Portugal",2009,"Portugal",500928,75158,23,3267.73913043478
"Amberjacks nei - Seriola spp","Portugal",2009,"Spain",500928,4087,1,4087
"Amberjacks nei - Seriola spp","Portugal",2010,"Portugal",500928,25146.4,6.8,3698
"Amberjacks nei - Seriola spp","Portugal",2010,"Spain",500928,2918,1,2918
"Amberjacks nei - Seriola spp","Spain",2007,"Spain",500928,234938,83,2830.57831325301
"Amberjacks nei - Seriola spp","Spain",2008,"Spain",500928,162761,58,2806.22413793103
"Amberjacks nei - Seriola spp","Spain",2009,"Spain",500928,235714,86,2740.86046511628
"Amberjacks nei - Seriola spp","Spain",2010,"Spain",500928,239880,83,2890.12048192771
"American angler - Lophius americanus","France",2009,"France",600532,2668,1,2668
"American angler - Lophius americanus","Portugal",2007,"Spain",600532,30797,38,810.447368421053
"American plaice(=Long rough dab) - Hippoglossoides platessoides","France",2008,"United Kingdom",604239,190,1,190
"American plaice(=Long rough dab) - Hippoglossoides platessoides","Germany",2010,"Germany",604239,6859,7,979.857142857143
"American plaice(=Long rough dab) - Hippoglossoides platessoides","Portugal",2007,"Spain",604239,96077,346,277.679190751445
"American plaice(=Long rough dab) - Hippoglossoides platessoides","Portugal",2008,"Spain",604239,129804,44,2950.09090909091
"American plaice(=Long rough dab) - Hippoglossoides platessoides","Portugal",2009,"Spain",604239,6508,3,2169.33333333333
"American slipper-limpet - Crepidula fornicata","France",2010,"France",590242,15.1,15.1,1
"Angelshark - Squatina squatina","France",2009,"France",600736,1388,1,1388
"Angelshark - Squatina squatina","Spain",2007,"Spain",600736,3827,2,1913.5
"Angelshark - Squatina squatina","Spain",2008,"Spain",600736,4970,2,2485
"Angelshark - Squatina squatina","Spain",2009,"Spain",600736,3940,2,1970
"Angelshark - Squatina squatina","Spain",2010,"Spain",600736,10600,10,1060
"Angelsharks, Sand devils, nei - Squatinidae","Portugal",2007,"Portugal",400015,1067,1,1067
"Angelsharks, Sand devils, nei - Squatinidae","Portugal",2008,"Portugal",400015,1482,1,1482
"Angelsharks, Sand devils, nei - Squatinidae","Portugal",2009,"Portugal",400015,980,1,980
"Angler(=Monk) - Lophius piscatorius","Belgium",2007,"Denmark",600716,338330,34,9950.88235294118
"Angler(=Monk) - Lophius piscatorius","Belgium",2007,"France",600716,1312694,130,10097.6461538462
"Angler(=Monk) - Lophius piscatorius","Belgium",2008,"Denmark",600716,307682,30,10256.0666666667
"Angler(=Monk) - Lophius piscatorius","Belgium",2008,"France",600716,4355,1,4355
"Angler(=Monk) - Lophius piscatorius","Belgium",2009,"Denmark",600716,225952,25,9038.08
"Angler(=Monk) - Lophius piscatorius","Belgium",2010,"Denmark",600716,214365,28,7655.89285714286
"Angler(=Monk) - Lophius piscatorius","France",2007,"Denmark",600716,9570,1,9570
"Angler(=Monk) - Lophius piscatorius","France",2007,"France",600716,74672774,14052,5314.0317392542
"Angler(=Monk) - Lophius piscatorius","France",2008,"Denmark",600716,11461,1,11461
"Angler(=Monk) - Lophius piscatorius","France",2008,"France",600716,68672700,12724,5397.09996856335
"Angler(=Monk) - Lophius piscatorius","France",2009,"Denmark",600716,5195,1,5195
"Angler(=Monk) - Lophius piscatorius","France",2010,"Denmark",600716,5404,1,5404
"Angler(=Monk) - Lophius piscatorius","Germany",2007,"Denmark",600716,157218,29,5421.31034482759
"Angler(=Monk) - Lophius piscatorius","Germany",2008,"Denmark",600716,174449,34,5130.85294117647
"Angler(=Monk) - Lophius piscatorius","Germany",2009,"Denmark",600716,124634,25,4985.36
"Angler(=Monk) - Lophius piscatorius","Germany",2010,"Denmark",600716,137360,29,4736.55172413793
"Angler(=Monk) - Lophius piscatorius","Ireland",2008,"France",600716,75286,15,5019.06666666667
"Angler(=Monk) - Lophius piscatorius","Netherlands",2007,"Denmark",600716,47552,11,4322.90909090909
"Angler(=Monk) - Lophius piscatorius","Netherlands",2007,"France",600716,3140,1,3140
"Angler(=Monk) - Lophius piscatorius","Netherlands",2007,"Norway",600716,2941,1,2941
"Angler(=Monk) - Lophius piscatorius","Netherlands",2008,"Denmark",600716,39224,16,2451.5
"Angler(=Monk) - Lophius piscatorius","Netherlands",2008,"France",600716,7467,2,3733.5
"Angler(=Monk) - Lophius piscatorius","Netherlands",2009,"Denmark",600716,43502,13,3346.30769230769
"Angler(=Monk) - Lophius piscatorius","Netherlands",2010,"Denmark",600716,26616,12,2218
"Angler(=Monk) - Lophius piscatorius","Portugal",2007,"Portugal",600716,383967,95,4041.75789473684
"Angler(=Monk) - Lophius piscatorius","Portugal",2008,"Portugal",600716,310891,81,3838.16049382716
"Angler(=Monk) - Lophius piscatorius","Portugal",2009,"Portugal",600716,381031,102,3735.59803921569
"Angler(=Monk) - Lophius piscatorius","Portugal",2010,"Portugal",600716,951487,188.7,5042.32644409115
"Angler(=Monk) - Lophius piscatorius","Spain",2007,"France",600716,744518,195,3818.04102564103
"Angler(=Monk) - Lophius piscatorius","Spain",2008,"France",600716,19760,4,4940
"Anglerfishes nei - Lophiidae","Belgium",2007,"Belgium",400190,4517940,437,10338.5354691076
"Anglerfishes nei - Lophiidae","Belgium",2007,"United Kingdom",400190,1948582,177,11008.9378531073
"Anglerfishes nei - Lophiidae","Belgium",2008,"Belgium",400190,3323329,307,10825.1758957655
"Anglerfishes nei - Lophiidae","Belgium",2008,"Netherlands",400190,62390,14,4456.42857142857
"Anglerfishes nei - Lophiidae","Belgium",2008,"United Kingdom",400190,1071970,104,10307.4038461538
"Anglerfishes nei - Lophiidae","Belgium",2009,"Belgium",400190,2737666,270,10139.5037037037
"Anglerfishes nei - Lophiidae","Belgium",2009,"Netherlands",400190,79790,15,5319.33333333333
"Anglerfishes nei - Lophiidae","Belgium",2009,"United Kingdom",400190,1161866,104,11171.7884615385
"Anglerfishes nei - Lophiidae","Belgium",2010,"Belgium",400190,3312954,342,9687
"Anglerfishes nei - Lophiidae","Belgium",2010,"Netherlands",400190,170796,34,5023.41176470588
"Anglerfishes nei - Lophiidae","Belgium",2010,"United Kingdom",400190,1428935,134,10663.6940298507
"Anglerfishes nei - Lophiidae","France",2007,"United Kingdom",400190,4027549,786,5124.10814249364
"Anglerfishes nei - Lophiidae","France",2008,"United Kingdom",400190,3602428,991,3635.14429868819
"Anglerfishes nei - Lophiidae","France",2009,"United Kingdom",400190,5078910,1120,4534.74107142857
"Anglerfishes nei - Lophiidae","France",2010,"United Kingdom",400190,4409991,823,5358.43377885784
"Anglerfishes nei - Lophiidae","Germany",2007,"Germany",400190,12162,3,4054
"Anglerfishes nei - Lophiidae","Germany",2007,"United Kingdom",400190,1163023,132,8810.7803030303
"Anglerfishes nei - Lophiidae","Germany",2008,"Germany",400190,7042,2,3521
"Anglerfishes nei - Lophiidae","Germany",2008,"Netherlands",400190,14573,3,4857.66666666667
"Anglerfishes nei - Lophiidae","Germany",2008,"United Kingdom",400190,1141451,154,7412.01948051948
"Anglerfishes nei - Lophiidae","Germany",2009,"Germany",400190,4412,1,4412
"Anglerfishes nei - Lophiidae","Germany",2009,"Netherlands",400190,6780,1,6780
"Anglerfishes nei - Lophiidae","Germany",2009,"United Kingdom",400190,958709,145,6611.78620689655
"Anglerfishes nei - Lophiidae","Germany",2010,"Germany",400190,5728,2,2864
"Anglerfishes nei - Lophiidae","Germany",2010,"Netherlands",400190,19860,4,4965
"Anglerfishes nei - Lophiidae","Germany",2010,"United Kingdom",400190,581552,97,5995.38144329897
"Anglerfishes nei - Lophiidae","Greece",2007,"Greece",400190,5639626,1277,4416.30853563038
"Anglerfishes nei - Lophiidae","Greece",2008,"Greece",400190,4019912,910,4417.48571428571
"Anglerfishes nei - Lophiidae","Greece",2009,"Greece",400190,4994157,1070,4667.43644859813
"Anglerfishes nei - Lophiidae","Greece",2010,"Greece",400190,4483800,996,4501.80722891566
"Anglerfishes nei - Lophiidae","Ireland",2007,"United Kingdom",400190,168878,19,8888.31578947369
"Anglerfishes nei - Lophiidae","Ireland",2008,"United Kingdom",400190,40182,6,6697
"Anglerfishes nei - Lophiidae","Ireland",2009,"United Kingdom",400190,10237,1,10237
"Anglerfishes nei - Lophiidae","Ireland",2010,"United Kingdom",400190,69794,17,4105.52941176471
"Anglerfishes nei - Lophiidae","Netherlands",2007,"United Kingdom",400190,46598,6,7766.33333333333
"Anglerfishes nei - Lophiidae","Netherlands",2008,"Netherlands",400190,232254,51,4554
"Anglerfishes nei - Lophiidae","Netherlands",2008,"United Kingdom",400190,24155,4,6038.75
"Anglerfishes nei - Lophiidae","Netherlands",2009,"Netherlands",400190,89177,17,5245.70588235294
"Anglerfishes nei - Lophiidae","Netherlands",2009,"United Kingdom",400190,40705,6,6784.16666666667
"Anglerfishes nei - Lophiidae","Netherlands",2010,"Netherlands",400190,240803,49,4914.34693877551
"Anglerfishes nei - Lophiidae","Netherlands",2010,"United Kingdom",400190,68905,8,8613.125
"Anglerfishes nei - Lophiidae","Spain",2007,"United Kingdom",400190,744106,153,4863.43790849673
"Anglerfishes nei - Lophiidae","Spain",2008,"United Kingdom",400190,1004199,214,4692.51869158879
"Anglerfishes nei - Lophiidae","Spain",2009,"United Kingdom",400190,930256,206,4515.80582524272
"Anglerfishes nei - Lophiidae","Spain",2010,"United Kingdom",400190,651145,126,5167.81746031746
"Angolan dentex - Dentex angolensis","Portugal",2007,"Portugal",600440,2268,5,453.6
"Angolan dentex - Dentex angolensis","Portugal",2008,"Portugal",600440,3357,6,559.5
"Angolan dentex - Dentex angolensis","Portugal",2009,"Portugal",600440,3967,8,495.875
"Angolan dentex - Dentex angolensis","Portugal",2010,"Portugal",600440,2655,5,531
"Angular rough shark - Oxynotus centrina","Portugal",2007,"Portugal",600718,80644,70,1152.05714285714
"Angular rough shark - Oxynotus centrina","Portugal",2008,"Portugal",600718,57311,49,1169.61224489796
"Angular rough shark - Oxynotus centrina","Portugal",2009,"Portugal",600718,64405,57,1129.91228070175
"Angular rough shark - Oxynotus centrina","Portugal",2010,"Portugal",600718,45595.9,37.4,1219.14171122995
"Annular seabream - Diplodus annularis","North Cyprus",2008,"North Cyprus",601752,6327,4,1581.75
"Annular seabream - Diplodus annularis","North Cyprus",2009,"North Cyprus",601752,3933,2,1966.5
"Annular seabream - Diplodus annularis","North Cyprus",2010,"North Cyprus",601752,6000,2,3000
"Annular seabream - Diplodus annularis","France",2010,"France",601752,693.2,0.8,866.5
"Annular seabream - Diplodus annularis","Malta",2007,"Malta",601752,1200,3,400
"Annular seabream - Diplodus annularis","Malta",2008,"Malta",601752,5440,2,2720
"Annular seabream - Diplodus annularis","Malta",2010,"Malta",601752,4750,2,2375
"Annular seabream - Diplodus annularis","Portugal",2007,"Portugal",601752,45938,18,2552.11111111111
"Annular seabream - Diplodus annularis","Portugal",2008,"Portugal",601752,68450,48,1426.04166666667
"Annular seabream - Diplodus annularis","Portugal",2009,"Portugal",601752,59260,37,1601.62162162162
"Annular seabream - Diplodus annularis","Portugal",2010,"Portugal",601752,44272.8,25.9,1709.37451737452
"Annular seabream - Diplodus annularis","Slovenia",2006,"Slovenia",601752,5080,2,2540
"Annular seabream - Diplodus annularis","Slovenia",2007,"Slovenia",601752,4470,2,2235
"Annular seabream - Diplodus annularis","Slovenia",2008,"Slovenia",601752,4042,1,4042
"Annular seabream - Diplodus annularis","Slovenia",2009,"Slovenia",601752,5302,2,2651
"Annular seabream - Diplodus annularis","Slovenia",2010,"Slovenia",601752,2018,1,2018
"Aquatic animals","Belgium",2007,"Belgium",100000,79508441,18977,4189.72656373505
"Aquatic animals","Belgium",2007,"Denmark",100000,5826961,2214,2631.87037037037
"Aquatic animals","Belgium",2007,"France",100000,2930269,656,4466.87347560976
"Aquatic animals","Belgium",2007,"Netherlands",100000,7851908,2292,3425.78883071553
"Aquatic animals","Belgium",2007,"United Kingdom",100000,18755746,4020,4665.60845771144
"Aquatic animals","Belgium",2008,"Belgium",100000,66598894,17307,3848.09002137863
"Aquatic animals","Belgium",2008,"Denmark",100000,3345922,1357,2465.67575534267
"Aquatic animals","Belgium",2008,"France",100000,182816,54,3385.48148148148
"Aquatic animals","Belgium",2008,"Netherlands",100000,9220702,2429,3796.08974886785
"Aquatic animals","Belgium",2008,"United Kingdom",100000,12205599,3348,3645.63888888889
"Aquatic animals","Belgium",2009,"Belgium",100000,59200129,15929,3716.50003138929
"Aquatic animals","Belgium",2009,"Denmark",100000,1965856,956,2056.33472803347
"Aquatic animals","Belgium",2009,"France",100000,2619404,362,7235.9226519337
"Aquatic animals","Belgium",2009,"Ireland",100000,280513,72,3896.01388888889
"Aquatic animals","Belgium",2009,"Netherlands",100000,8926465,2976,2999.48420698925
"Aquatic animals","Belgium",2009,"United Kingdom",100000,11862740,3110,3814.38585209003
"Aquatic animals","Belgium",2010,"Belgium",100000,64973359,15969,4068.71807877763
"Aquatic animals","Belgium",2010,"Denmark",100000,2321871,1306,1777.84915773354
"Aquatic animals","Belgium",2010,"France",100000,1343303.47,246.4,5451.71862824675
"Aquatic animals","Belgium",2010,"Ireland",100000,261467,61,4286.34426229508
"Aquatic animals","Belgium",2010,"Netherlands",100000,10396803,3246,3202.9584103512
"Aquatic animals","Belgium",2010,"United Kingdom",100000,16318799,3510,4649.23048433048
"Aquatic animals","North Cyprus",2004,"North Cyprus",100000,3482994,774,4499.99224806202
"Aquatic animals","North Cyprus",2005,"North Cyprus",100000,5724564,1329,4307.42212189616
"Aquatic animals","North Cyprus",2006,"North Cyprus",100000,5463031,1898,2878.30927291886
"Aquatic animals","North Cyprus",2007,"North Cyprus",100000,4068907,2019,2015.30807330362
"Aquatic animals","North Cyprus",2007,"Malta",100000,48643,8,6080.375
"Aquatic animals","North Cyprus",2008,"North Cyprus",100000,12736276,1868,6818.13490364026
"Aquatic animals","North Cyprus",2008,"Malta",100000,70463,16,4403.9375
"Aquatic animals","North Cyprus",2009,"North Cyprus",100000,8576587,1309,6552.01451489687
"Aquatic animals","North Cyprus",2009,"Malta",100000,108604,19,5716
