"","Year","FishingEntityID","TaxonKey","EndProduct","ObservedPrice","nominalUSD","IPrice"
"87",2011,208,600204,"DHC",15860,21372.8293527106,18774.8988379999
"88",2011,208,600226,"DHC",7691.1,10364.4746427889,9104.6421470959
"89",2011,208,600349,"DHC",8600,11589.3021710789,10180.588272812
"90",2011,208,600426,"DHC",14320,19297.5357081221,16951.8632635661
"91",2011,208,600439,"DHC",21924.4000000001,29545.1740139073,25953.8708754002
"92",2011,208,600706,"DHC",16360,22046.625990564,19366.7935050239
"93",2011,208,600790,"DHC",15555,20961.81340362,18413.8430911153
"94",2011,208,600850,"DHC",15820,21318.9256216823,18727.547264638
"95",2011,208,600889,"DHC",4128.9,5564.077876066,4887.74778135043
"96",2011,208,600890,"DHC",13212.7,17805.3456739319,15641.0533339749
"97",2011,208,600893,"DHC",12121,16334.1780948427,14348.7105179947
"98",2011,208,601005,"DHC",14674,19774.5837277223,17370.9246878191
"99",2011,208,601164,"DHC",12000,16171.1193084822,14205.472008575
"100",2011,208,601306,"DHC",18430,24836.1440712772,21817.237426503
"101",2011,208,601327,"DHC",17129.4000000001,23083.464256893,20277.6010186404
"102",2011,208,601350,"DHC",2860,3854.11676852158,3385.63749537703
"103",2011,208,601353,"DHC",2965.6,3996.42261843623,3510.64564905249
"104",2011,208,601356,"DHC",18200,24526.1976178646,21544.965879672
"105",2011,208,601729,"DHC",2000,2695.18655141369,2367.57866809583
"106",2011,208,601752,"DHC",4140,5579.03616142635,4900.88784295836
"107",2011,208,601753,"DHC",18200,24526.1976178646,21544.965879672
"108",2011,208,601754,"DHC",17940,24175.8233661808,21237.1806528196
"109",2011,208,601756,"DHC",19644.3,26472.526585968,23254.7128148374
"110",2011,208,601761,"DHC",2920.00000000001,3934.97236506401,3456.66485541992
"111",2011,208,601933,"DHC",3000,4042.77982712054,3551.36800214374
"112",2011,208,604887,"DHC",5207.9,7018.13102055369,6165.05647278812
"113",2011,208,606470,"DHC",14320,19297.5357081221,16951.8632635661
"114",2011,208,607327,"DHC",2000,2695.18655141369,2367.57866809583
"115",2011,208,613025,"DHC",13130,17693.8997100309,15543.1539560491
"116",2011,208,654736,"DHC",3000.00000000001,4042.77982712056,3551.36800214375
"117",2011,208,690085,"DHC",9247.4,12461.7340577715,10946.9734876747
"118",2011,208,690598,"DHC",24000,32342.2386169643,28410.9440171499
"119",2011,141,690158,"DHC",261.989999890677,353.055962155114,394.453461729431
"120",2011,141,690166,"DHC",3161.83174447399,4260.8631977696,4760.46977951144
"121",2011,141,690196,"DHC",2207.89000008816,2975.33771761919,3324.2102905301
"122",2011,141,690273,"DHC",18821.7569078291,25364.0730459794,28338.131879923
"123",2011,141,690387,"DHC",3816.81999793515,5143.52096380083,5746.6233887243
"124",2011,141,690400,"DHC",1391.69000839631,1875.43209718327,2095.33547729018
"125",2011,141,690404,"DHC",1503.42000040926,2025.9986831147,2263.5567153027
"126",2011,141,690420,"DHC",9999.99999999999,13475.9327570685,15056.0503032188
"127",2011,141,690425,"DHC",5914.65,7970.5425681595,8905.12679259329
"128",2011,141,690470,"DHC",1933.71000033687,2605.85459362105,2911.40350369091
"129",2011,141,690595,"DHC",4654.02,6271.72605700518,7007.11592321862
"130",2011,141,690598,"DHC",23113.3199577614,31147.3545543401,34799.5307958446
"131",2011,141,690605,"DHC",790.389999973842,1065.12424915068,1190.01515987672
"132",2011,141,690630,"DHC",4835.14,6515.80215110121,7279.81110631052
"133",2011,141,690671,"DHC",2876.48000009703,3876.32510583599,4330.84275776636
"134",2011,123,100039,"DHC",1210.01961575803,926.671649948435,799.881253784048
"135",2011,123,100047,"DHC",46742.7146943834,35797.0631094092,30899.1860529393
"136",2011,123,100053,"DHC",5334.59454033007,4085.40279852961,3526.42396352857
"137",2011,123,100339,"DHC",565.883263662896,433.371468352761,374.076096403219
"138",2011,123,190195,"DHC",2067.36989423632,1583.25786292773,1366.63108721688
"139",2011,123,190277,"DHC",1722.9294731746,1319.47439269511,1138.9393768803
"140",2011,123,200538,"DHC",1165.3772906878,892.483132265233,770.370526450392
"141",2011,123,290002,"DHC",1073.52040696804,822.136198308806,709.648701480283
"142",2011,123,290004,"DHC",719.638711623505,551.122298830794,475.71585404782
"143",2011,123,290011,"DHC",1756.61810510872,1345.27422249319,1161.20918540142
"144",2011,123,290056,"DHC",1472.10427940783,1127.38445206148,973.131841318072
"145",2011,123,290276,"DHC",1209.39283481172,926.191641090637,799.466921385917
"146",2011,123,300031,"DHC",3104.44144208695,2377.48036134506,2052.18533704518
"147",2011,123,300036,"DHC",2555.74812294099,1957.27350126855,1689.47262202324
"148",2011,123,300061,"DHC",3104.44144208695,2377.48036134506,2052.18533704518
"149",2011,123,390007,"DHC",2138.92617065875,1638.05794374708,1413.93323286435
"150",2011,123,390011,"DHC",22339.7842205411,17108.5199227717,14767.6734979186
"151",2011,123,390012,"DHC",1209.39283481172,926.191641090637,799.466921385917
"152",2011,123,390013,"DHC",4383.27880905888,3356.85484208453,2897.55843939656
"153",2011,123,390054,"DHC",865.815324922031,663.0690157808,572.345636901284
"154",2011,123,400043,"DHC",839.529444589153,642.938449481545,554.969403785999
"155",2011,123,400183,"DHC",824.854575040785,631.699965906513,545.268608112441
"156",2011,123,400250,"DHC",819.588532682323,627.667062557291,541.787500443349
"157",2011,123,400314,"DHC",1765.11383989878,1351.78052740999,1166.82527534508
"158",2011,123,400356,"DHC",1764.92951832852,1351.63936806727,1166.7034299082
"159",2011,123,400359,"DHC",3379.73180637457,2588.30651058025,2234.16552883166
"160",2011,123,400425,"DHC",4907.53621398811,3758.34789897114,3244.11783802058
"161",2011,123,400517,"DHC",723.636704465866,554.18408937986,478.358719903647
"162",2011,123,490031,"DHC",5654.16137729742,4330.13728400803,3737.67303659514
"163",2011,123,490040,"DHC",1259.36774534112,964.464022953878,832.502744583676
"164",2011,123,490055,"DHC",17513.0209849086,13412.0305491908,11576.9504895004
"165",2011,123,490058,"DHC",1339.32760218815,1025.69983393506,885.360061700083
"166",2011,123,500661,"DHC",407.295520814697,311.919912185488,269.24195906179
"167",2011,123,501129,"DHC",1799.09677905877,1377.80574707699,1189.28963511955
"168",2011,123,501523,"DHC",2596.19660200286,1988.25023779582,1716.21101512391
"169",2011,123,503078,"DHC",556.38733722743,426.099184744177,367.798831601785
"170",2011,123,590046,"DHC",22718.5943266694,17398.6247950329,15018.0852257038
"171",2011,123,590070,"DHC",3618.18352232928,2770.92044689926,2391.7935995182
"172",2011,123,590129,"DHC",3018.48459597637,2311.65186454028,1995.36372114502
"173",2011,123,590146,"DHC",839.57849689409,642.976015302593,555.001829722457
"174",2011,123,600088,"DHC",359.819355811745,275.561149415391,237.857927023905
"175",2011,123,600107,"DHC",1237.20214061327,947.488895247049,817.850212120814
"176",2011,123,600116,"DHC",595.700933510571,456.206791809937,393.787012517364
"177",2011,123,600139,"DHC",589.703944247044,451.614105986349,389.822713733634
"178",2011,123,600142,"DHC",2308.84086645874,1768.18404208213,1526.25503173675
"179",2011,123,600143,"DHC",10464.746264858,8014.2367621641,6917.70137761174
"180",2011,123,600145,"DHC",31434.2187229981,24073.3281919833,20779.5327913938
"181",2011,123,600146,"DHC",14152.89466193,10838.7385436731,9355.74512960783
"182",2011,123,600226,"DHC",5727.12474667036,4386.01496152837,3785.90533846388
"183",2011,123,600320,"DHC",765.615629310562,586.332890144983,506.108811389764
"184",2011,123,600322,"DHC",1509.24229798818,1155.82593227013,997.681860572509
"185",2011,123,600334,"DHC",2385.05260501609,1826.54942442358,1576.63466211334
"186",2011,123,600350,"DHC",4289.09669618663,3284.7271734134,2835.29952594821
"187",2011,123,600382,"DHC",5087.44589189394,3896.1284736788,3363.0468015325
"188",2011,123,600391,"DHC",1009.49319269408,773.102113637638,667.323628594856
"189",2011,123,600395,"DHC",389.804302129395,298.524578533344,257.679420942567
"190",2011,123,600464,"DHC",4766.35709174248,3650.22842020742,3150.79163748686
"191",2011,123,600467,"DHC",3618.18352232933,2770.9204468993,2391.79359951823
"192",2011,123,600482,"DHC",2634.92715766317,2017.91133373985,1741.81377810219
"193",2011,123,600489,"DHC",343.827384442344,263.313987219159,227.286463600627
"194",2011,123,600496,"DHC",4802.5889018763,3677.97589705828,3174.74260930524
"195",2011,123,600507,"DHC",2060.63214416266,1578.09787882798,1362.17710985451
"196",2011,123,600645,"DHC",522.737564137626,400.329114289588,345.554710648623
"197",2011,123,600669,"DHC",779.608604258793,597.04915706669,515.358841885136
"198",2011,123,600752,"DHC",489.754123188219,375.069342259846,323.7510673381
"199",2011,123,600785,"DHC",3418.28388021161,2617.83091944624,2259.65030672712
"200",2011,123,600898,"DHC",569.713980035269,436.305153241041,376.60838445452
"201",2011,123,601072,"DHC",3258.36416651752,2495.35929748386,2153.93567249428
"202",2011,123,601370,"DHC",6192.89091280451,4742.7135604939,4093.79921066708
"203",2011,123,601477,"DHC",839.578496894079,642.976015302585,555.00182972245
"204",2011,123,601659,"DHC",829.583514788204,635.32153892994,548.394665082901
"205",2011,123,601734,"DHC",839.578496894085,642.976015302589,555.001829722454
"206",2011,123,601825,"DHC",819.58853268233,627.667062557297,541.787500443354
"207",2011,123,602020,"DHC",711.642725938808,544.99871773268,470.430122336183
"208",2011,123,602508,"DHC",935.086103683635,716.118789530141,618.136958500412
"209",2011,123,604642,"DHC",2132.67930684259,1633.27389601419,1409.80375496464
"210",2011,123,604722,"DHC",1859.06667169403,1423.73260531286,1228.93262295685
"211",2011,123,605048,"DHC",583.040622843117,446.511121737911,385.417937307261
"212",2011,123,605933,"DHC",3648.16846864698,2793.88387601725,2411.61509343689
"213",2011,123,606426,"DHC",5297.34051611739,4056.87247750439,3501.79725896307
"214",2011,123,608173,"DHC",2048.97133170585,1569.16765639326,1354.4687511084
"215",2011,123,610106,"DHC",2849.81927293958,2182.48257575178,1883.86781785255
"216",2011,123,610676,"DHC",1442.60908394897,1104.7960897858,953.634096308824
"217",2011,123,612288,"DHC",875.810307027911,670.723492153448,578.952801540836
"218",2011,123,612918,"DHC",1939.02652854112,1484.96841629409,1281.7899400733
"219",2011,123,612919,"DHC",2292.59902053667,1755.74551797656,1515.51838919747
"220",2011,123,612920,"DHC",1305.59453758084,999.865976177396,863.060881041619
"221",2011,123,612922,"DHC",1159.41792428232,887.919259227395,766.431098188159
"222",2011,123,613135,"DHC",8255.85521945854,6322.59748380883,5457.51799227082
"223",2011,123,613144,"DHC",559.718997929393,428.650676868395,370.001219814971
"224",2011,123,613145,"DHC",537.730037296464,411.810828848574,355.465457607962
"225",2011,123,613146,"DHC",478.759642871747,366.64941824993,316.48318623459
"226",2011,123,614129,"DHC",7349.64350852549,5628.59162602209,4858.46839828484
"227",2011,123,614290,"DHC",31434.218722999,24073.328191984,20779.5327913944
"228",2011,123,690075,"DHC",5334.59454033007,4085.40279852961,3526.42396352857
"229",2011,123,690161,"DHC",47975.9141082352,36741.4865887207,31714.3902698557
"230",2011,123,690257,"DHC",22498.7047203407,17230.2263148352,14872.7276036341
"231",2011,123,690258,"DHC",865.815324922031,663.0690157808,572.345636901284
"232",2011,123,690259,"DHC",17578.8669899136,13462.4575218662,11620.4778706719
"233",2011,123,690679,"DHC",2048.97133170582,1569.16765639324,1354.46875110838
"234",2011,123,690688,"DHC",948.523801848209,726.409807764481,627.019924293589
"235",2011,58,601340,"DHC",1698.01327835389,2288.23127597064,1988.55762405816
"236",2011,58,601341,"DHC",426.173392303491,574.308397753361,499.095242210004
"237",2011,58,601342,"DHC",1426.57281708162,1922.43993560537,1670.6714180892
"238",2011,58,601343,"DHC",1450.32694968877,1954.45084497701,1698.49008246657
"239",2011,58,601348,"DHC",13997.0675186471,18862.3540677436,16392.0834327313
"240",2011,58,601350,"DHC",666.688027793674,898.424303249015,780.763953638004
"241",2011,58,601356,"DHC",2435.50049170704,3282.06408560513,2852.23509905443
"242",2011,58,601357,"DHC",475.835920982731,641.233287456103,557.255447017618
"243",2011,58,601363,"DHC",1829.91060676733,2465.97522882429,2143.0236941137
"244",2011,58,601365,"DHC",626.714719595881,844.556541913911,733.950876385388
"245",2011,58,601366,"DHC",1632.62648531967,2200.11647335769,1911.98260108369
"246",2011,58,601367,"DHC",612.672761248951,825.633693267833,717.506220926295
"247",2011,58,601370,"DHC",11703.7980309932,15771.9595267975,13706.4162581407
"248",2011,58,601371,"DHC",9198.63717124412,12396.0215976356,10772.6013164957
"249",2011,58,601381,"DHC",1261.82945100241,1700.43288325971,1477.7390772141
"250",2011,58,601382,"DHC",4026.25410380251,5425.75295657136,4715.18002631502
"251",2011,58,601383,"DHC",2139.14405390421,2882.6961428096,2505.16958352275
"252",2011,58,601450,"DHC",898.345336222229,1210.60413435568,1052.05977488799
"253",2011,58,601707,"DHC",2000.546267286,2695.92269753505,2342.85655053845
"254",2011,58,601729,"DHC",5601.52977185561,7548.58385422433,6559.99860319746
"255",2011,58,601732,"DHC",905.646444091785,1220.44305822591,1060.61016368833
"256",2011,74,100039,"DHC",6610.52508193718,6408.23154393501,6610.52508193718
"257",2011,74,290002,"DHC",6771.34195494185,6564.12714157845,6771.34195494185
"258",2011,74,300060,"DHC",4621.22890127069,4479.8112781971,4621.22890127069
"259",2011,74,390013,"DHC",8211.66381075577,7960.3726493772,8211.66381075577
"260",2011,74,400243,"DHC",6512.73939254915,6313.43826631868,6512.73939254915
"261",2011,74,400289,"DHC",6163.04173203928,5974.44196101112,6163.04173203928
"262",2011,74,400314,"DHC",5830.70713583456,5652.27738011282,5830.70713583456
"263",2011,74,400319,"DHC",5460.87641755134,5293.7641235344,5460.87641755134
"264",2011,74,400323,"DHC",6116.050798012,5928.88903110312,6116.050798012
"265",2011,74,400327,"DHC",5966.79773112001,5784.20336703996,5966.79773112001
"266",2011,74,400328,"DHC",6317.09271825076,6123.77871973732,6317.09271825076
"267",2011,74,400332,"DHC",6562.59858477869,6361.77168075099,6562.59858477869
"268",2011,74,400364,"DHC",7137.27965362962,6918.86651171616,7137.27965362962
"269",2011,74,400412,"DHC",6606.68770393539,6404.51159635864,6606.68770393539
"270",2011,74,490097,"DHC",6613.86888622227,6411.47302200685,6613.86888622227
"271",2011,74,500116,"DHC",4858.80836156716,4710.12039476379,4858.80836156716
"272",2011,74,500372,"DHC",4331.94497877392,4199.37994569033,4331.94497877392
"273",2011,74,500477,"DHC",6613.86888622228,6411.47302200686,6613.86888622228
"274",2011,74,500480,"DHC",6613.43375754386,6411.05120902103,6613.43375754386
"275",2011,74,501905,"DHC",3261.00479806793,3161.21239279505,3261.00479806793
"276",2011,74,590013,"DHC",6655.85637280317,6452.17561864225,6655.85637280317
"277",2011,74,600077,"DHC",3564.14045535311,3455.07157297036,3564.14045535311
"278",2011,74,600083,"DHC",8172.21939605715,7922.13530221178,8172.21939605715
"279",2011,74,600084,"DHC",5953.17746225685,5770.99990203772,5953.17746225685
"280",2011,74,600087,"DHC",8729.05903002355,8461.93467715811,8729.05903002355
"281",2011,74,600089,"DHC",4847.44297220629,4699.10280603843,4847.44297220629
"282",2011,74,600106,"DHC",3314.99120476656,3213.54672177221,3314.99120476656
"283",2011,74,600107,"DHC",4244.27272621436,4114.39061618682,4244.27272621436
"284",2011,74,600143,"DHC",4646.29609497274,4504.11137227561,4646.29609497274
"285",2011,74,600201,"DHC",8476.78558153231,8217.38123393222,8476.78558153231
"286",2011,74,600209,"DHC",8096.22847538598,7848.46983557158,8096.22847538598
"287",2011,74,600211,"DHC",8701.51185439039,8435.23049289882,8701.51185439039
"288",2011,74,600218,"DHC",3175.22463069677,3078.05724739005,3175.22463069677
"289",2011,74,600387,"DHC",6253.87103458077,6062.49172928905,6253.87103458077
"290",2011,74,600412,"DHC",4347.21107889502,4214.17887665819,4347.21107889502
"291",2011,74,601005,"DHC",5927.0884346861,5745.70924397996,5927.0884346861
"292",2011,74,601385,"DHC",10619.5484677449,10294.5718577331,10619.5484677449
"293",2011,74,601936,"DHC",5297.01355988272,5134.91575364308,5297.01355988272
"294",2011,74,603915,"DHC",3306.93444311114,3205.73651100343,3306.93444311114
"295",2011,74,604457,"DHC",12114.7242381936,11743.9926551971,12114.7242381936
"296",2011,74,604614,"DHC",6141.44968006354,5953.51066329208,6141.44968006354
"297",2011,74,604621,"DHC",6613.86888622228,6411.47302200686,6613.86888622228
"298",2011,74,605537,"DHC",4934.15615321344,4783.16241324321,4934.15615321344
"299",2011,74,605604,"DHC",6128.8941904346,5941.33939343191,6128.8941904346
"300",2011,118,100025,"DHC",2054.61191088783,2768.78119529964,2366.58521127004
"301",2011,118,100031,"DHC",2979.04114832685,4014.53581953927,3431.38024657356
"302",2011,118,100035,"DHC",828.094417913473,1115.93446923057,953.832688589087
"303",2011,118,100036,"DHC",1084.26782504494,1461.15203009585,1248.90359401181
"304",2011,118,100039,"DHC",1162.0346525316,1565.95008388993,1338.47857548741
"305",2011,118,100043,"DHC",6814.28088929323,9182.87910518923,7848.96470841196
"306",2011,118,100045,"DHC",2028,2732.91916313349,2335.93253452022
"307",2011,118,100047,"DHC",1885.82027406738,2541.31872052485,2172.16416787566
"308",2011,118,100053,"DHC",2555.02513548229,3443.13469183791,2942.9814302219
"309",2011,118,100056,"DHC",2848.99999999999,3839.29324248879,3281.59358523081
"310",2011,118,100058,"DHC",2785.32312123593,3753.48270884835,3208.24797734045
"311",2011,118,100139,"DHC",1399.4226376838,1885.85253641463,1611.91167106001
"312",2011,118,100338,"DHC",2338.79482014388,3151.7441728839,2693.91859563188
"313",2011,118,100339,"DHC",534.380532997698,720.127612936339,615.521140455414
"314",2011,118,190195,"DHC",1543.43950909988,2079.92870392328,1777.79613627728
"315",2011,118,200007,"DHC",2460.74356111846,3316.08147620216,2834.3840944417
"316",2011,118,200538,"DHC",3392.58094765228,4571.81927234738,3907.71213590454
"317",2011,118,290002,"DHC",5270.62753824375,7102.66222929261,6070.92226031647
"318",2011,118,290022,"DHC",2342.83178706696,3157.18436236369,2698.56853763208
"319",2011,118,290056,"DHC",1010.27295823319,1361.43704514351,1163.67330960695
"320",2011,118,300009,"DHC",2789.79148679388,3759.50424822764,3213.39482176004
"321",2011,118,300014,"DHC",2621.33767016274,3532.49701766836,3019.36289334151
"322",2011,118,300031,"DHC",3219.21463491696,4338.19199507117,3708.02179551586
"323",2011,118,300036,"DHC",898.649826453642,1211.01446334405,1035.1012656578
"324",2011,118,300044,"DHC",1467.70478893406,1977.86910429028,1690.5618183147
"325",2011,118,390002,"DHC",6426.33531190351,8660.08625375863,7402.11328047908
"326",2011,118,390011,"DHC",1411.81572733193,1902.55338068968,1626.18653364003
"327",2011,118,390013,"DHC",1786.377066654,2407.30972289985,2057.62145410152
"328",2011,118,400010,"DHC",3693.31641496218,4977.08836586075,4254.11142701565
"329",2011,118,400013,"DHC",2758.10644127949,3716.80569395198,3176.8987030841
"330",2011,118,400019,"DHC",3481.44366887761,4691.57007793164,4010.06781717488
"331",2011,118,400043,"DHC",352.756441163495,475.372208074204,406.31915565847
"332",2011,118,400122,"DHC",994.566223984877,1340.27075568717,1145.58165697298
"333",2011,118,400145,"DHC",1023,1378.5879210481,1178.33283176242
"334",2011,118,400183,"DHC",939.947893891239,1266.66746132265,1082.67005231475
"335",2011,118,400190,"DHC",3354.90140435884,4521.04257317343,3864.31131190799
"336",2011,118,400266,"DHC",2687.09753940846,3621.11457527526,3095.1077740303
"337",2011,118,400327,"DHC",1023,1378.5879210481,1178.33283176242
"338",2011,118,400330,"DHC",3119.10574755219,4203.28593161991,3592.7123246135
"339",2011,118,400359,"DHC",5717.06956879862,7704.28450766127,6585.15227212633
"340",2011,118,400362,"DHC",2509.77638198531,3382.15777589126,2890.86208335796
"341",2011,118,400415,"DHC",991.725272405798,1336.44230844259,1142.30933388493
"342",2011,118,490012,"DHC",3000.81958715654,4043.88429726155,3456.46553444995
"343",2011,118,490039,"DHC",6899.2278169075,9297.35301363418,7946.81002001043
"344",2011,118,490055,"DHC",2812.72040453527,3790.40310359517,3239.80527784163
"345",2011,118,490097,"DHC",5865,7903.63456202066,6755.54453400449
"346",2011,118,500108,"DHC",2699,3637.15425113278,3108.81751019235
"347",2011,118,500122,"DHC",2939.59062013839,3961.37255302942,3385.93953044958
"348",2011,118,500147,"DHC",500.068351561404,673.888747957956,575.998980224941
"349",2011,118,500348,"DHC",3083.3422031141,4155.0912196197,3551.51842569699
"350",2011,118,500352,"DHC",1403.15751947919,1890.88563800766,1616.21365917561
"351",2011,118,500661,"DHC",813.126192519559,1095.76338934047,936.591680363408
"352",2011,118,500814,"DHC",3097.55616718769,4174.24586202641,3567.89064518614
"353",2011,118,501135,"DHC",897.859605858077,1209.94956738314,1034.19105757169
"354",2011,118,501163,"DHC",1023,1378.5879210481,1178.33283176242
"355",2011,118,502682,"DHC",3701.01082416004,4987.45729995633,4262.9741591553
"356",2011,118,502724,"DHC",3166.54756775033,4267.21820950622,3647.35773452361
"357",2011,118,503124,"DHC",1600.8331088629,2157.27193303253,1843.90440893984
"358",2011,118,504212,"DHC",3775.30860033727,5087.58048353273,4348.55334683522
"359",2011,118,505897,"DHC",3993.38318879068,5381.45633253509,4599.74048989263
