"","Year","FishingEntityID","TaxonKey","EndProduct","ObservedPrice"
"56",2011,6,628143,"DHC",2879.64422394426
"57",2011,6,650136,"DHC",11061.9475974086
"58",2011,6,651184,"DHC",5668.78534370735
"59",2011,6,651636,"DHC",5668.78534370739
"60",2011,6,652918,"DHC",4397.62810770928
"61",2011,6,654736,"DHC",5347.91070161072
"62",2011,6,690022,"DHC",26834.1703896978
"63",2011,6,690023,"DHC",7717.44652017036
"64",2011,6,690296,"DHC",10473.6774202315
"65",2011,6,690377,"DHC",28660.687583171
"66",2011,6,690674,"DHC",23107.088008422
"67",2011,6,690686,"DHC",48953.9518070523
"68",2011,7,100025,"DHC",8427.26897091402
"69",2011,7,100039,"DHC",3392.88304613035
"70",2011,7,100047,"DHC",14566.7411636684
"71",2011,7,100077,"DHC",2811.76482720205
"72",2011,7,100139,"DHC",14970.3289771312
"73",2011,7,100339,"DHC",5264.09543039505
"74",2011,7,190195,"DHC",13790.3708613929
"75",2011,7,200004,"DHC",2541.17509102871
"76",2011,7,200538,"DHC",3967.98213804365
"77",2011,7,290002,"DHC",4727.14196620097
"78",2011,7,290056,"DHC",8220.37989161355
"79",2011,7,300003,"DHC",656.972839983835
"80",2011,7,300014,"DHC",1629.41319827617
"81",2011,7,300031,"DHC",5100.6833913926
"82",2011,7,300036,"DHC",7230.65243352042
"83",2011,7,300044,"DHC",5512.89224115789
"84",2011,7,300060,"DHC",2793.53003021134
"85",2011,7,300061,"DHC",5100.6833913926
"86",2011,7,390002,"DHC",4556.56400446472
"87",2011,7,390006,"DHC",3751.75095418891
"88",2011,7,390011,"DHC",34202.6335280477
"89",2011,7,390013,"DHC",26777.1352430452
"90",2011,7,400015,"DHC",1638.85582330267
"91",2011,7,400024,"DHC",749.760814916588
"92",2011,7,400043,"DHC",601.083396252434
"93",2011,7,400145,"DHC",1000.28371897393
"94",2011,7,400183,"DHC",2726.30115665195
"95",2011,7,400185,"DHC",1547.28204594346
"96",2011,7,400189,"DHC",1529.27991650327
"97",2011,7,400240,"DHC",4382.17122683142
"98",2011,7,400249,"DHC",2530.12940680842
"99",2011,7,400252,"DHC",3067.09484452166
"100",2011,7,400264,"DHC",2408.96777102757
"101",2011,7,400273,"DHC",5348.6146932363
"102",2011,7,400289,"DHC",5255.92044721289
"103",2011,7,400307,"DHC",5100.18014769005
"104",2011,7,400314,"DHC",1577.57145293291
"105",2011,7,400323,"DHC",5844.06687978176
"106",2011,7,400330,"DHC",8780.19912103705
"107",2011,7,400356,"DHC",4659.77239506426
"108",2011,7,400359,"DHC",2570.98929261121
"109",2011,7,400361,"DHC",3980.87107933308
"110",2011,7,400362,"DHC",9204.34011572117
"111",2011,7,400414,"DHC",2450.53194308623
"112",2011,7,400416,"DHC",6889.73818936776
"113",2011,7,400419,"DHC",729.655145319814
"114",2011,7,400421,"DHC",7002.58681702465
"115",2011,7,400517,"DHC",1973.79585422197
"116",2011,7,400573,"DHC",2648.80188174219
"117",2011,7,490004,"DHC",2234.88439438509
"118",2011,7,490012,"DHC",5504.97030581406
"119",2011,7,490039,"DHC",39502.366181715
"120",2011,7,490040,"DHC",21629.33167974
"121",2011,7,490043,"DHC",8029.7588376044
"122",2011,7,490055,"DHC",2931.58441348491
"123",2011,7,500348,"DHC",6502.892520772
"124",2011,7,500487,"DHC",6976.35700923962
"125",2011,7,500891,"DHC",2418.91553676851
"126",2011,7,501129,"DHC",1095.24736317677
"127",2011,7,501464,"DHC",1811.07683019199
"128",2011,7,501523,"DHC",4123.24173675477
"129",2011,7,509289,"DHC",5798.4962721668
"130",2011,7,590046,"DHC",34655.5302031012
"131",2011,7,590083,"DHC",35606.8894778357
"132",2011,7,590091,"DHC",8728.33356811101
"133",2011,7,590096,"DHC",12138.6501192509
"134",2011,7,600006,"DHC",3600.76202345806
"135",2011,7,600077,"DHC",892.815220238306
"136",2011,7,600088,"DHC",1104.66115051549
"137",2011,7,600089,"DHC",1910.8830340953
"138",2011,7,600107,"DHC",3484.85940802694
"139",2011,7,600116,"DHC",4642.44313925056
"140",2011,7,600121,"DHC",7962.51008038798
"141",2011,7,600142,"DHC",2518.96516789602
"142",2011,7,600143,"DHC",7730.69492975125
"143",2011,7,600145,"DHC",7351.05439979387
"144",2011,7,600146,"DHC",9463.00212282739
"145",2011,7,600223,"DHC",4105.40856461082
"146",2011,7,600226,"DHC",5298.85039980572
"147",2011,7,600249,"DHC",1031.75109776068
"148",2011,7,600334,"DHC",3432.834058746
"149",2011,7,600346,"DHC",8427.26897091402
"150",2011,7,600356,"DHC",1000.28371897393
"151",2011,7,600358,"DHC",5099.80715737529
"152",2011,7,600364,"DHC",4254.85731428826
"153",2011,7,600382,"DHC",6799.81136790213
"154",2011,7,600392,"DHC",1510.28753061491
"155",2011,7,600419,"DHC",5133.16037190514
"156",2011,7,600482,"DHC",6099.04016856393
"157",2011,7,600489,"DHC",1229.04311602319
"158",2011,7,600496,"DHC",7989.75128841794
"159",2011,7,600507,"DHC",2150.36263331975
"160",2011,7,600508,"DHC",1119.81306917761
"161",2011,7,600645,"DHC",6830.8413827024
"162",2011,7,601002,"DHC",2759.71710115588
"163",2011,7,601279,"DHC",563.479771007854
"164",2011,7,601370,"DHC",6388.98406518918
"165",2011,7,601825,"DHC",2486.77216431525
"166",2011,7,603255,"DHC",2383.39222211475
"167",2011,7,603915,"DHC",871.453691508898
"168",2011,7,604642,"DHC",4757.33963501147
"169",2011,7,604722,"DHC",547.965969373583
"170",2011,7,604826,"DHC",31015.6774860396
"171",2011,7,605048,"DHC",1113.91119147619
"172",2011,7,606426,"DHC",6777.89249043053
"173",2011,7,607151,"DHC",3487.32793826935
"174",2011,7,608173,"DHC",1602.49228696955
"175",2011,7,608490,"DHC",2777.17694020949
"176",2011,7,609146,"DHC",2099.95533547005
"177",2011,7,610106,"DHC",2208.5905040646
"178",2011,7,612918,"DHC",2187.75647232911
"179",2011,7,612922,"DHC",1642.11722347968
"180",2011,7,614129,"DHC",3895.01900945482
"181",2011,7,690039,"DHC",37782.1895269699
"182",2011,7,690042,"DHC",7645.9007523675
"183",2011,7,690049,"DHC",30002.0021306023
"184",2011,7,690055,"DHC",8130.1590460499
"185",2011,7,690120,"DHC",8561.79815813553
"186",2011,7,690151,"DHC",16018.4831946585
"187",2011,7,690194,"DHC",1936.84841557787
"188",2011,7,690688,"DHC",8220.37989161355
"189",2011,12,1e+05,"DHC",4156.5087056299
"190",2011,12,1e+05,"Withdrawn from the market",383.498400000002
"191",2011,12,100031,"DHC",5074.77016014357
"192",2011,12,100031,"Withdrawn from the market",549.202199999999
"193",2011,12,100035,"DHC",557.20588235294
"194",2011,12,100039,"DHC",4195.54240658993
"195",2011,12,100039,"Withdrawn from the market",371.0268
"196",2011,12,100043,"DHC",7095.06213872832
"197",2011,12,100043,"Withdrawn from the market",2099
"198",2011,12,100045,"DHC",2971.47517514468
"199",2011,12,100045,"Withdrawn from the market",654
"200",2011,12,100047,"DHC",3331.33836275498
"201",2011,12,100056,"DHC",692
"202",2011,12,100058,"DHC",2388.76429696913
"203",2011,12,100139,"DHC",4311.0250131579
"204",2011,12,100139,"Withdrawn from the market",371.0268
"205",2011,12,100338,"DHC",1778.92103761349
"206",2011,12,100338,"Withdrawn from the market",284.2078
"207",2011,12,100339,"DHC",2021.74805082113
"208",2011,12,190195,"DHC",2424.65369020274
"209",2011,12,200007,"DHC",459.846847879322
"210",2011,12,200007,"Withdrawn from the market",23
"211",2011,12,200538,"DHC",1705.73515957456
"212",2011,12,290002,"DHC",3131.94587571931
"213",2011,12,290004,"DHC",705.126708300459
"214",2011,12,290022,"DHC",3256.712514994
"215",2011,12,290022,"Withdrawn from the market",679.0909
"216",2011,12,290056,"DHC",716.952571634207
"217",2011,12,300031,"DHC",4783.10137833609
"218",2011,12,300044,"DHC",2081.96329023455
"219",2011,12,300044,"Withdrawn from the market",241.9303
"220",2011,12,300060,"DHC",4312.84482741499
"221",2011,12,300060,"Withdrawn from the market",227
"222",2011,12,390011,"DHC",572.7316596271
"223",2011,12,390013,"DHC",1676.83296159733
"224",2011,12,400043,"DHC",562.135042363918
"225",2011,12,400183,"DHC",2080.83119808427
"226",2011,12,400190,"DHC",9783.04400714726
"227",2011,12,490012,"DHC",892
"228",2011,12,490039,"DHC",6885.0783086234
"229",2011,12,490055,"DHC",2146.85415942998
"230",2011,12,500108,"DHC",1953.09185216156
"231",2011,12,500108,"Withdrawn from the market",662
"232",2011,12,500661,"DHC",428.165826560846
"233",2011,12,500814,"DHC",528.521218455897
"234",2011,12,500814,"Withdrawn from the market",252
"235",2011,12,501135,"DHC",3406.98315057656
"236",2011,12,503124,"DHC",2388.43051212413
"237",2011,12,503124,"Withdrawn from the market",288
"238",2011,12,590010,"DHC",4613.4940395067
"239",2011,12,590013,"DHC",887.168238961744
"240",2011,12,590122,"DHC",2056.4046692607
"241",2011,12,600024,"DHC",556.967795790587
"242",2011,12,600029,"DHC",1212.8704624428
"243",2011,12,600029,"Withdrawn from the market",405.2857
"244",2011,12,600030,"DHC",1979.69788557235
"245",2011,12,600030,"Withdrawn from the market",500
"246",2011,12,600033,"DHC",2112.45622549306
"247",2011,12,600034,"DHC",3368.86343030665
"248",2011,12,600044,"DHC",703.596103270352
"249",2011,12,600044,"Withdrawn from the market",394
"250",2011,12,600051,"DHC",411.308322407428
"251",2011,12,600063,"DHC",10370.5494570111
"252",2011,12,600068,"DHC",368.312410013519
"253",2011,12,600068,"Withdrawn from the market",250
"254",2011,12,600069,"DHC",3277.83039576087
"255",2011,12,600118,"DHC",1783.20208345972
"256",2011,12,600139,"DHC",906.898033968597
"257",2011,12,600301,"DHC",1279.18782179096
"258",2011,12,600301,"Withdrawn from the market",472.000000000001
"259",2011,12,600525,"DHC",11013.572651168
"260",2011,12,600529,"DHC",7738.85172847201
"261",2011,12,600695,"DHC",691.721274357511
"262",2011,12,600695,"Withdrawn from the market",430.716100000001
"263",2011,12,601327,"DHC",4869.8273504038
"264",2011,12,601341,"DHC",518.426779174958
"265",2011,12,601341,"Withdrawn from the market",247.2143
"266",2011,12,601342,"DHC",1376.72615666497
"267",2011,12,601342,"Withdrawn from the market",894.8994
"268",2011,12,601343,"DHC",1936.65831296588
"269",2011,12,601348,"DHC",11062.2966135779
"270",2011,12,601357,"DHC",643.769141079654
"271",2011,12,601366,"DHC",1356.26821643009
"272",2011,12,601366,"Withdrawn from the market",256
"273",2011,12,601367,"DHC",480.414934741709
"274",2011,12,601367,"Withdrawn from the market",180.3789
"275",2011,12,601371,"DHC",12433.2265102571
"276",2011,12,601381,"DHC",1394.1699039776
"277",2011,12,601381,"Withdrawn from the market",510
"278",2011,12,601382,"DHC",4785.6561563243
"279",2011,12,601382,"Withdrawn from the market",1491
"280",2011,12,602059,"DHC",2075.26538982414
"281",2011,12,602059,"Withdrawn from the market",178.3636
"282",2011,12,602501,"DHC",3561.43964132489
"283",2011,12,604326,"DHC",1393.40805666691
"284",2011,12,604326,"Withdrawn from the market",585.4737
"285",2011,12,604329,"DHC",2064.16744911147
"286",2011,12,604552,"DHC",2663.71215127996
"287",2011,12,607614,"DHC",2252.62954179107
"288",2011,12,690085,"DHC",3349.72116994653
"289",2011,12,690091,"DHC",2864.25271266638
"290",2011,12,690091,"Withdrawn from the market",654
"291",2011,12,690119,"DHC",1650.49787274929
"292",2011,12,690119,"Withdrawn from the market",1141
"293",2011,12,690125,"DHC",8431.26799658754
"294",2011,12,690156,"DHC",2115.36910725156
"295",2011,12,690273,"DHC",6895.85304676283
"296",2011,12,690273,"Withdrawn from the market",2099
"297",2011,12,690434,"DHC",572.7316596271
"298",2011,21,1e+05,"DHC",759.841785363952
"299",2011,21,100025,"DHC",3084.74338692944
"300",2011,21,100031,"DHC",9075.22370119555
"301",2011,21,100035,"DHC",662.774551718952
"302",2011,21,100036,"DHC",7397.598634908
"303",2011,21,100039,"DHC",1139.80218765893
"304",2011,21,100058,"DHC",249.87157834156
"305",2011,21,100139,"DHC",1159.83595001196
"306",2011,21,100338,"DHC",2283.32199860118
"307",2011,21,290006,"DHC",249.979525200136
"308",2011,21,300044,"DHC",1459.5261507272
"309",2011,21,390011,"DHC",249.979525200136
"310",2011,21,400190,"DHC",2999.0264295761
"311",2011,21,400218,"DHC",932.666852474277
"312",2011,21,400405,"DHC",2667.51251374313
"313",2011,21,500352,"DHC",3084.74338692944
"314",2011,21,600029,"DHC",1459.5261507272
"315",2011,21,600047,"DHC",5278.28647260582
"316",2011,21,600066,"DHC",1339.23188061803
"317",2011,21,600105,"DHC",3084.74338692944
"318",2011,21,600115,"DHC",7397.598634908
"319",2011,21,600118,"DHC",2999.02659250654
"320",2011,21,600139,"DHC",3270.44639014383
"321",2011,21,600364,"DHC",6692.02564683945
"322",2011,21,600785,"DHC",2613.91015531004
"323",2011,21,600790,"DHC",1871.70362549297
"324",2011,21,601278,"DHC",3270.159491726
"325",2011,21,601327,"DHC",2328.94003674468
"326",2011,21,601348,"DHC",9075.22370119555
"327",2011,21,601350,"DHC",1709.44503982272
"328",2011,21,601357,"DHC",658.610288038108
"329",2011,21,601735,"DHC",2579.16277706127
"330",2011,21,601736,"DHC",1223.06971396429
"331",2011,21,602059,"DHC",1478.50829024494
"332",2011,21,602060,"DHC",1241.37468408383
"333",2011,21,604791,"DHC",1499.51324737414
"334",2011,25,100047,"DHC",4366003.35725483
"335",2011,25,190195,"DHC",1668146.42205037
"336",2011,26,100025,"DHC",2194.92877290861
"337",2011,26,100039,"DHC",1052.64536557722
"338",2011,26,100047,"DHC",3725.18163641282
"339",2011,26,100053,"DHC",2581.58782275588
"340",2011,26,100077,"DHC",13809.8647795332
"341",2011,26,100139,"DHC",616.324690334978
"342",2011,26,100239,"DHC",3530.95560514678
"343",2011,26,100339,"DHC",436.164932087537
"344",2011,26,190195,"DHC",1960.09968361952
"345",2011,26,190277,"DHC",1270.86832881535
"346",2011,26,200004,"DHC",735.187026698825
"347",2011,26,200538,"DHC",735.487848148835
"348",2011,26,290002,"DHC",789.408017287299
"349",2011,26,290004,"DHC",2876.33848600705
"350",2011,26,290011,"DHC",1789.9982002817
"351",2011,26,290022,"DHC",2068.54409191476
"352",2011,26,290056,"DHC",2855.84472560101
"353",2011,26,290276,"DHC",1789.26607417587
"354",2011,26,300031,"DHC",4371.61959016217
"355",2011,26,300032,"DHC",532.5
"356",2011,26,300036,"DHC",6700.44354054903
"357",2011,26,300044,"DHC",1275.49809820085
"358",2011,26,300061,"DHC",707.099171795859
"359",2011,26,390002,"DHC",789.246579634029
"360",2011,26,390011,"DHC",1255.98277583667
"361",2011,26,390012,"DHC",904.49412579694
"362",2011,26,390013,"DHC",6613.43466867993
"363",2011,26,400043,"DHC",283.960740319232
"364",2011,26,400080,"DHC",1102.06132746697
"365",2011,26,400183,"DHC",729.028572932715
"366",2011,26,400218,"DHC",964.737331979976
"367",2011,26,400240,"DHC",905.474151129852
"368",2011,26,400416,"DHC",947.626493786198
"369",2011,26,490039,"DHC",9249.15478018397
"370",2011,26,490055,"DHC",1578.52053684947
"371",2011,26,490097,"DHC",3280.70891651122
"372",2011,26,500108,"DHC",735.487848148835
"373",2011,26,500134,"DHC",1039.61807348834
"374",2011,26,500352,"DHC",690.021842111043
"375",2011,26,500654,"DHC",354.703499582141
"376",2011,26,501135,"DHC",731.124171653155
"377",2011,26,501905,"DHC",6699.07326832312
"378",2011,26,502724,"DHC",2311.3509042988
"379",2011,26,505897,"DHC",532.717886627244
"380",2011,26,509279,"DHC",6263.11326754745
"381",2011,26,590014,"DHC",2581.58782275588
"382",2011,26,590093,"DHC",2069.39049209672
"383",2011,26,590110,"DHC",1255.46906706394
"384",2011,26,600024,"DHC",282.408334787598
"385",2011,26,600034,"DHC",636.358054945959
"386",2011,26,600062,"DHC",8295.60055674124
"387",2011,26,600069,"DHC",1321.29443932779
"388",2011,26,600118,"DHC",948.096430916333
"389",2011,26,600252,"DHC",175.605827744025
"390",2011,26,600296,"DHC",6265.6759879796
"391",2011,26,600308,"DHC",964.510588892629
"392",2011,26,600514,"DHC",8937.64978014568
"393",2011,26,600516,"DHC",4238.83603586352
"394",2011,26,601343,"DHC",636.618437876934
"395",2011,26,601371,"DHC",10435.876803081
"396",2011,26,601381,"DHC",1646.80242156079
"397",2011,26,601520,"DHC",311.958325408786
"398",2011,26,601583,"DHC",689.880729398148
"399",2011,26,690010,"DHC",9249.15478018397
"400",2011,26,690313,"DHC",5330.99752740575
"401",2011,26,690434,"DHC",1255.98277583667
"402",2011,30,100039,"DHC",194046.953819906
"403",2011,30,100047,"DHC",1314967.20408962
"404",2011,30,100053,"DHC",500255.111701821
"405",2011,30,100339,"DHC",713269.925197001
"406",2011,30,190195,"DHC",210931.781134204
"407",2011,30,190277,"DHC",230390.891598961
"408",2011,30,200538,"DHC",1023529.48068737
"409",2011,30,290002,"DHC",124052.996901171
"410",2011,30,290004,"DHC",327790.030800935
"411",2011,30,290005,"DHC",504383.357306082
"412",2011,30,290006,"DHC",327790.030800947
"413",2011,30,290056,"DHC",250312.198882911
"414",2011,30,300003,"DHC",588669.765139543
"415",2011,30,300014,"DHC",1023717.18004892
"416",2011,30,300031,"DHC",2919088.62780249
"417",2011,30,300036,"DHC",2410322.57320429
"418",2011,30,300061,"DHC",2919088.62780249
"419",2011,30,390002,"DHC",119543.721520468
"420",2011,30,390011,"DHC",2079491.65086833
"421",2011,30,390012,"DHC",170086.737978619
"422",2011,30,390013,"DHC",1486101.62130662
"423",2011,30,390054,"DHC",511374.125623339
"424",2011,30,400043,"DHC",82728.9298228931
"425",2011,30,400183,"DHC",474351.007966869
"426",2011,30,400289,"DHC",1300663.29042473
"427",2011,30,400331,"DHC",2047495.76041053
"428",2011,30,400339,"DHC",3001530.67021092
"429",2011,30,400359,"DHC",1370699.00606298
"430",2011,30,400425,"DHC",384823.827711547
"431",2011,30,490012,"DHC",327790.03080092
"432",2011,30,490055,"DHC",489678.289340126
"433",2011,30,490097,"DHC",306654.902288892
"434",2011,30,490124,"DHC",314160.210148745
"435",2011,30,500348,"DHC",1400714.31276509
"436",2011,30,501129,"DHC",2051045.95797746
"437",2011,30,502004,"DHC",1880550.84847912
"438",2011,30,590137,"DHC",110806.507241953
"439",2011,30,600004,"DHC",83122.3893603742
"440",2011,30,600006,"DHC",1810013.949612
"441",2011,30,600113,"DHC",1834268.74290669
"442",2011,30,600117,"DHC",1033860.56418374
"443",2011,30,600143,"DHC",1800918.40212655
"444",2011,30,600226,"DHC",2414051.590315
"445",2011,30,600306,"DHC",384823.827711532
"446",2011,30,600320,"DHC",384823.827711525
"447",2011,30,600322,"DHC",862213.890910582
"448",2011,30,600324,"DHC",615364.602563304
"449",2011,30,600329,"DHC",294962.244892788
"450",2011,30,600367,"DHC",686824.567186552
"451",2011,30,600397,"DHC",1148204.58971563
"452",2011,30,600461,"DHC",1328455.24107483
"453",2011,30,600466,"DHC",1038529.61189299
"454",2011,30,600467,"DHC",5644783.39375533
"455",2011,30,600482,"DHC",943720.699455527
"456",2011,30,600483,"DHC",2243464.08414246
"457",2011,30,600484,"DHC",1335271.10307034
"458",2011,30,600489,"DHC",606513.003020689
"459",2011,30,600752,"DHC",2149371.96269131
"460",2011,30,600898,"DHC",917134.371453313
"461",2011,30,601084,"DHC",384823.827711526
"462",2011,30,601466,"DHC",61290.8560816178
"463",2011,30,601477,"DHC",900459.201063272
"464",2011,30,601530,"DHC",83042.3485424996
"465",2011,30,601593,"DHC",42137.4635561122
"466",2011,30,604313,"DHC",49798.8205663143
"467",2011,30,608172,"DHC",782504.311567293
"468",2011,30,612909,"DHC",850433.689893083
"469",2011,30,612917,"DHC",1223457.2515187
"470",2011,30,612942,"DHC",1172097.72671738
"471",2011,30,626675,"DHC",2047495.76041058
"472",2011,30,654793,"DHC",711505.698871892
"473",2011,30,690016,"DHC",1442442.85697817
"474",2011,30,690075,"DHC",500255.111701821
"475",2011,30,690076,"DHC",74037.7565318699
"476",2011,30,690077,"DHC",855579.171042032
"477",2011,30,690078,"DHC",230670.663854871
"478",2011,30,690081,"DHC",714111.745717065
"479",2011,30,690082,"DHC",258465.141045933
"480",2011,30,690127,"DHC",5231000.95136217
"481",2011,30,690206,"DHC",119543.721520473
"482",2011,30,690230,"DHC",143882.898794239
"483",2011,30,690322,"DHC",504383.357306082
"484",2011,30,690370,"DHC",603270.608778209
"485",2011,30,690377,"DHC",3380920.8665642
"486",2011,30,690411,"DHC",292600.19572676
"487",2011,30,690606,"DHC",314160.210148738
"488",2011,30,690613,"DHC",640008.85716073
"489",2011,30,690624,"DHC",2501275.55850908
"490",2011,30,690677,"DHC",105887.331976886
"491",2011,30,690682,"DHC",119271.350316275
"492",2011,31,100025,"DHC",40320.569858453
"493",2011,31,100039,"DHC",16265.3865535334
"494",2011,31,100047,"DHC",39025.4461474633
"495",2011,31,100077,"DHC",41519.7084179312
"496",2011,31,100339,"DHC",8364.47903432483
"497",2011,31,100345,"DHC",27748.3013155537
"498",2011,31,190195,"DHC",6313.36980856175
"499",2011,31,190277,"DHC",71457.9022093609
"500",2011,31,200004,"DHC",9804.56510504054
"501",2011,31,200538,"DHC",9800.58929494932
"502",2011,31,290002,"DHC",5944.44189910227
"503",2011,31,290006,"DHC",74184.0392764901
"504",2011,31,300014,"DHC",8873.04919608586
"505",2011,31,300031,"DHC",24875.6676973487
"506",2011,31,300036,"DHC",22059.6370784847
"507",2011,31,300061,"DHC",24875.6676973487
"508",2011,31,390006,"DHC",31544.3670828758
"509",2011,31,390011,"DHC",74184.0392764901
"510",2011,31,390013,"DHC",32950.4296614434
"511",2011,31,400043,"DHC",16107.1621105813
"512",2011,31,400145,"DHC",8634.56077257243
"513",2011,31,400206,"DHC",12137.5609399398
"514",2011,31,400307,"DHC",32023.1430568493
"515",2011,31,400308,"DHC",100905.856175696
"516",2011,31,400323,"DHC",28917.4543892428
"517",2011,31,400330,"DHC",55810.1833839316
"518",2011,31,400331,"DHC",26603.8551476056
"519",2011,31,400364,"DHC",42428.4683272812
"520",2011,31,400419,"DHC",7788.75149415872
"521",2011,31,400425,"DHC",23072.7350805003
"522",2011,31,400517,"DHC",23345.0710737737
"523",2011,31,400627,"DHC",74755.9592344095
"524",2011,31,490012,"DHC",14394.8364724172
"525",2011,31,490039,"DHC",29556.898307911
"526",2011,31,490097,"DHC",37914.9321480551
"527",2011,31,500352,"DHC",12696.2275094958
"528",2011,31,500366,"DHC",67514.3008800279
"529",2011,31,500372,"DHC",13875.1301486898
"530",2011,31,500487,"DHC",19583.711225692
"531",2011,31,500928,"DHC",19033.9384172079
"532",2011,31,501132,"DHC",27738.1337985108
"533",2011,31,501163,"DHC",7109.68993263985
"534",2011,31,590010,"DHC",37646.0325350771
"535",2011,31,590158,"DHC",71457.9022093609
"536",2011,31,600006,"DHC",19463.4953078767
"537",2011,31,600077,"DHC",12399.1243329227
"538",2011,31,600080,"DHC",20112.4865427228
"539",2011,31,600107,"DHC",7307.09861841078
"540",2011,31,600117,"DHC",11182.3989821331
"541",2011,31,600121,"DHC",53630.509331163
"542",2011,31,600131,"DHC",20699.3899418822
"543",2011,31,600142,"DHC",17136.9715516389
"544",2011,31,600143,"DHC",31249.7068366754
"545",2011,31,600145,"DHC",91564.2758652913
"546",2011,31,600146,"DHC",60654.6124671559
"547",2011,31,600216,"DHC",23184.718273412
"548",2011,31,600217,"DHC",34604.9101838672
"549",2011,31,600223,"DHC",27519.545392862
"550",2011,31,600226,"DHC",31740.8713504547
"551",2011,31,600295,"DHC",21987.0468336512
"552",2011,31,600298,"DHC",17144.7758979465
"553",2011,31,600303,"DHC",5841.25488204393
"554",2011,31,600340,"DHC",33411.6813771215
"555",2011,31,600346,"DHC",44920.991663682
"556",2011,31,600356,"DHC",58883.3959693671
"557",2011,31,600366,"DHC",5795.74354370238
"558",2011,31,600384,"DHC",10606.3516091455
"559",2011,31,600390,"DHC",8049.7347624557
"560",2011,31,600396,"DHC",21774.4587175131
"561",2011,31,600416,"DHC",50520.0174892844
"562",2011,31,600434,"DHC",16943.1749596768
"563",2011,31,600491,"DHC",100226.579886913
"564",2011,31,600497,"DHC",29179.5905459951
"565",2011,31,600785,"DHC",60416.4182487095
"566",2011,31,600941,"DHC",45960.9946557038
"567",2011,31,601005,"DHC",57448.0376695896
"568",2011,31,601044,"DHC",14789.5416793161
"569",2011,31,601288,"DHC",20743.4311649163
"570",2011,31,601455,"DHC",5915.41890411311
"571",2011,31,601458,"DHC",28434.7747308474
"572",2011,31,601608,"DHC",12696.2275094958
"573",2011,31,601663,"DHC",15278.4888328604
"574",2011,31,601732,"DHC",19875.2382898472
"575",2011,31,601858,"DHC",52936.3102745576
"576",2011,31,601939,"DHC",10025.5269230892
"577",2011,31,603542,"DHC",10680.3473261397
"578",2011,31,604569,"DHC",26904.8168302388
"579",2011,31,604589,"DHC",26438.9168016673
"580",2011,31,606426,"DHC",32797.4035890445
"581",2011,31,606479,"DHC",12589.7115311646
"582",2011,31,606531,"DHC",50306.7358168212
"583",2011,31,614290,"DHC",173002.406915255
"584",2011,31,690023,"DHC",4202.67933690152
