taxon_key,scientific_name,common_name,phylum,sub_phylum,super_class,class,super_order,order,suborder_infraorder,family,genus,species,comments_names,is_retired,taxon_group_id,taxon_level_id,functional_group_id,commercial_group_id,commercial,isscaap_id,cell_id,super_target,fb_spec_code,slb_spec_code,cla_code,ord_code,fam_code,gen_code,spe_code,slb_cla_code,slb_ord_code,slb_fam_code,slb_gen_code,is_use,is_taxa_used,is_mariculture_only,is_baltic_only,sl_max,slbl_max_type,sl_max_2,comments_sl_max,tl,se_tl,comments_tl,lat_north,lat_south,min_depth,max_depth,loo,woo,k,a,b,comments_growth,has_habitat_index,has_map,map_year,vulnerability,resilience,updated_by,date_updated,lineage,true_min_depth,true_max_depth
604712,Acipenser gueldenstaedtii,Danube sturgeon,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Acipenseriformes,NA,Acipenseridae,Acipenser,gueldenstaedtii,"Changed common name from Russian sturgeon to Danube sturgeon (Sept 27, 2012).",false,1,6,6,12,2,21,1280,3,4712,,6,19,32,2154,4712,,,,,false,false,false,false,194,,,,3.32,0.07,,61,36,0,50,193.52,58155,0.04,0,3.12,SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.,true,true,,87.01,Very low,Deng,2019-06-05,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Acipenseriformes.NA.Acipenseridae.Acipenser.Gueldenstaedtii,,
601604,Dorosoma cepedianum,American gizzard shad,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Clupeiformes,NA,Clupeidae,Dorosoma,cepedianum,,false,1,6,2,2,1,24,1027,1,1604,,6,28,43,3494,1604,,,,,false,true,false,false,53,,,,2,0,,49,21,0,9999,52.61,1657,0.48,0.01,3.05,SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.,true,true,,30.28,Medium,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Clupeiformes.NA.Clupeidae.Dorosoma.Cepedianum,,
601517,Sardinella sindensis,Sind sardinella,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Clupeiformes,NA,Clupeidae,Sardinella,sindensis,,false,1,6,1,2,,35,,1,1517,,6,28,43,3475,1517,,,,,true,true,,false,17,,,,6,,,30,10,0,9999,19.5,,1.18,0.0132,2.93,median record from FB,true,true,2019,21,High,Deng,2019-11-16,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Clupeiformes.NA.Clupeidae.Sardinella.Sindensis,,
601507,Sardinella fimbriata,Fringescale sardinella,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Clupeiformes,NA,Clupeidae,Sardinella,fimbriata,,false,1,6,1,2,2,35,1007,1,1507,,6,28,43,3475,1507,,,,,false,false,false,true,13,,,,2.7,0.3,,23,-12,0,9999,13,17,1.09,0.01,2.99,SLmax_old; SLinf from SLmax of Estimates table; K from Estimates table.,true,true,,10,High,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Clupeiformes.NA.Clupeidae.Sardinella.Fimbriata,,
600625,Coilia dussumieri,Goldspotted grenadier anchovy,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Clupeiformes,NA,Engraulidae,Coilia,dussumieri,,false,1,6,1,1,,35,,1,625,,6,28,454,4753,625,,,,,true,true,,false,20,,,,3.3,0.39,,24,-9,0,9999,25.6,,1.2,0.0091,2.64,,true,true,2019,14.53,High,Deng,2019-11-16,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Clupeiformes.NA.Engraulidae.Coilia.Dussumieri,,
601619,Anodontostoma chacunda,Chacunda gizzard shad,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Clupeiformes,NA,Clupeidae,Anodontostoma,chacunda,,false,1,6,1,2,1,24,1031,1,1619,,6,28,43,3877,1619,,,,,false,true,false,false,22,,14,,3,0.32,,30,-22,0,9999,22,213,1.06,0.02,3.09,SLmax_old; SLinf from SLmax of Estimates table; K from Estimates table.,true,true,,13.94,High,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Clupeiformes.NA.Clupeidae.Anodontostoma.Chacunda,,
601608,Clupanodon thrissa,Chinese gizzard shad,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Clupeiformes,NA,Clupeidae,Clupanodon,thrissa,,false,1,6,1,2,1,35,1028,1,1608,,6,28,43,739,1608,,,,,false,true,false,false,26,,,,3.01,0.02,,25,7,0,9999,26,198,0.47,0.01,3.05,SLmax_old; SLinf from SLmax of Estimates table; K from Estimates table.,true,true,,30.73,High,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Clupeiformes.NA.Clupeidae.Clupanodon.Thrissa,,
600692,Lichia amia,Leerfish,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Perciformes,NA,Carangidae,Lichia,amia,,false,1,6,3,3,1,37,820,2,692,,6,60,314,3335,692,,,,,false,true,false,false,144,,139,,4.5,0.8,,47,-28,0,9999,143.8,32134,0.11,0.01,2.96,SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.,true,true,,74.77,Medium,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Carangidae.Lichia.Amia,,
601529,Lile stolifera,Pacific piquitinga,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Clupeiformes,NA,Clupeidae,Lile,stolifera,,false,1,6,1,2,2,35,,1,1529,,6,28,43,6154,1529,,,,,false,false,false,false,13,,,,3.49,0.43,,33,-5,0,9999,13,22,1.36,0.01,3.04,SLmax_old; SLinf from SLmax of Estimates table; K from Estimates table.,true,true,,10.39,High,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Clupeiformes.NA.Clupeidae.Lile.Stolifera,,
601589,Brevoortia patronus,Gulf menhaden,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Clupeiformes,NA,Clupeidae,Brevoortia,patronus,,false,1,6,2,2,1,35,1019,1,1589,,6,28,43,9068,1589,,,,,false,true,false,false,35,,,,2.19,0.07,,31,18,0,9999,35,620,0.41,0.01,3.11,SLmax_old; SLinf from SLmax of Estimates table; K from Estimates table.,true,true,,29.47,High,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Clupeiformes.NA.Clupeidae.Brevoortia.Patronus,,
600611,Setipinna taty,Scaly hairfin anchovy,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Clupeiformes,NA,Engraulidae,Setipinna,taty,,false,1,6,1,1,,35,,1,611,,6,28,454,213,611,,,,,,,,false,13.2911865,,,,3.6,0.58,from diets,24,-9,0,9999,20.5,,0.332,0.0186,2.79,,true,true,2019,32.29,Medium,,2019-11-15,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Clupeiformes.NA.Engraulidae.Setipinna.Taty,,
692572,Haliotis corrugata,pink abalone,Mollusca,NA,NA,Gastropoda,NA,Patellogastropoda,NA,Haliotidae,Haliotis,corrugata,,false,,6,1,1,,,,,,2572,,,,,,1064,10286,2757,5845,false,false,false,false,25,,,,,,,41,22,0,54,,,0.15,,,,true,true,,,,Deng,2019-11-24,Mollusca.NA.NA.Gastropoda.NA.Patellogastropoda.NA.Haliotidae.Haliotis.Corrugata,,
601592,Brevoortia tyrannus,Atlantic menhaden,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Clupeiformes,NA,Clupeidae,Brevoortia,tyrannus,,false,1,6,2,2,1,35,1021,1,1592,,6,28,43,9068,1592,,,,,false,true,false,false,40,,38,,3.23,0.17,,45,25,0,9999,29,392,0.57,0.01,3.1,SLmax from Estimates table; SLinf from average of observed data for species; K from theta and average SLinf.,true,true,,30.33,Medium,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Clupeiformes.NA.Clupeidae.Brevoortia.Tyrannus,,
690354,Martialia hyadesi,Sevenstar flying squid,Mollusca,NA,NA,Cephalopoda,Coleoidea,Teuthida,NA,Ommastrephidae,Martialia,hyadesi,,false,3,6,25,12,1,57,2001,5,,57699,901063,910267,901920,908289,957699,1063,10267,1920,8289,false,true,false,false,40,ML,,,4.36,0.61,,0,-60,0,9999,,,,,,,true,true,,,,Deng,2018-10-09,Mollusca.NA.NA.Cephalopoda.Coleoidea.Teuthida.NA.Ommastrephidae.Martialia.Hyadesi,,
603703,Astroscopus guttatus,Northern stargazer,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Perciformes,NA,Uranoscopidae,Astroscopus,guttatus,,false,1,6,5,3,,39,,,3703,,6,60,378,3114,3703,,,,,,,,false,50.268,,,,6,,,42,31,10,36,,,,,,,true,false,,52.34,Medium,,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Uranoscopidae.Astroscopus.Guttatus,,
601454,Dussumieria elopsoides,Slender rainbow sardine,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Clupeiformes,NA,Dussumieriidae,Dussumieria,elopsoides,,false,1,6,1,2,1,35,991,1,1454,,6,28,683,7125,1454,,,,,false,true,false,false,20,,,,3.4,0.45,,36,-19,0,9999,20,79,0.55,0.01,3.05,SLmax_old; SLinf from SLmax of Estimates table; K from Estimates table.,true,true,,24.38,High,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Clupeiformes.NA.Dussumieriidae.Dussumieria.Elopsoides,,
601481,Harengula thrissina,Pacific flatiron herring,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Clupeiformes,NA,Clupeidae,Harengula,thrissina,,false,1,6,1,2,2,35,,1,1481,,6,28,43,6654,1481,,,,,false,false,false,false,14,,,,3.1,0.3,,33,-17,0,9999,14.46,33,0.77,0.01,3.05,SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.,true,false,,15.39,High,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Clupeiformes.NA.Clupeidae.Harengula.Thrissina,,
601077,Lobotes surinamensis,Tripletail,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Perciformes,NA,Lobotidae,Lobotes,surinamensis,"Changed common name from Atlantic tripletail to Tripletail (Sept 26, 2012)",false,1,6,15,3,1,39,898,3,1077,,6,60,325,165,1077,,,,,false,true,false,false,90,,,,4.04,0.47,,43,-40,0,9999,90.2,15333,0.68,0.02,3,SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.,true,true,,34.52,High,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Lobotidae.Lobotes.Surinamensis,,
605030,Sphyraena afra,Guinean barracuda,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Perciformes,NA,Sphyraenidae,Sphyraena,afra,,false,1,6,3,3,,39,,,5030,,6,60,360,997,5030,,,,,,,,false,177.277645,,,,6,,,15,-22,0,9999,,,,,,,true,false,,78.22,Very low,,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Sphyraenidae.Sphyraena.Afra,,
601471,Clupeonella engrauliformis,Anchovy sprat,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Clupeiformes,NA,Clupeidae,Clupeonella,engrauliformis,,false,1,6,1,2,2,35,998,1,1471,,6,28,43,8931,1471,,,,,false,false,false,false,16,,15,,3,0,,45,35,0,9999,16.5,,0.71,,,SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.,true,false,,21.33,High,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Clupeiformes.NA.Clupeidae.Clupeonella.Engrauliformis,,
600006,Coryphaena hippurus,Common dolphinfish,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Perciformes,NA,Coryphaenidae,Coryphaena,hippurus,,false,1,6,3,3,1,39,438,2,6,,6,60,315,6651,6,,,,,false,true,false,false,175,,168,,4.37,0.77,,47,-38,0,9999,165,32185,1.17,0.02,2.84,SLmax from Estimates table; SLinf from average of observed data for species; K from theta and average SLinf.,true,true,,39.15,High,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Coryphaenidae.Coryphaena.Hippurus,,
600039,Aphia minuta,Transparent goby,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Perciformes,NA,Gobiidae,Aphia,minuta,,false,1,6,4,3,2,33,456,3,39,,6,60,405,899,39,,,,,false,false,false,false,6,,,,3.1,0.28,,70,25,0,9999,6.48,1,1.72,0,3.28,SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.,true,false,,10,High,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Gobiidae.Aphia.Minuta,,
601236,Sphyraena guachancho,Guachanche barracuda,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Perciformes,NA,Sphyraenidae,Sphyraena,guachancho,,false,1,6,3,3,,39,,2,1236,,6,60,360,997,1236,,,,,false,false,false,false,164,,,,4.35,0.33,,45,-55,0,9999,164,,0.09,,,SLmax_old; SLinf from SLmax of Estimates table; K from Estimates table.,true,false,,79.24,Very low,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Sphyraenidae.Sphyraena.Guachancho,,
600113,Sarda chiliensis,Eastern Pacific bonito,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Perciformes,NA,Scombridae,Sarda,chiliensis,Changed from S chiliensis chiliensis to S chiliensis,false,1,6,2,4,1,36,500,2,113,,6,60,416,939,113,,,,,false,true,false,false,84,,73,,4.49,0.32,,60,-35,0,9999,83.64,6813,0.26,0.01,3.05,SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.,true,true,,35.6,Medium,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Scombridae.Sarda.Chiliensis,,
601765,Sphyraena sphyraena,European barracuda,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Perciformes,NA,Sphyraenidae,Sphyraena,sphyraena,,false,1,6,3,3,2,39,1059,2,1765,,6,60,360,997,1765,,,,,false,false,false,false,146,,36,,4.04,0.51,,75,-40,0,9999,145.93,21843,0.11,0.01,2.92,SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.,true,false,,48.64,Medium,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Sphyraenidae.Sphyraena.Sphyraena,,
600943,Acanthurus chirurgus,Doctorfish,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Perciformes,NA,Acanthuridae,Acanthurus,chirurgus,,false,,6,1,1,,,,,943,,6,60,412,9710,943,,,,,false,false,false,false,,,,,,,,,,2,25,,,0.45,0.0219,2.95,,true,true,,22.98,Medium,Deng,2019-11-21,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Acanthuridae.Acanthurus.Chirurgus,,
600385,Chloroscombrus chrysurus,Atlantic bumper,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Perciformes,NA,Carangidae,Chloroscombrus,chrysurus,,false,1,6,2,3,1,37,679,1,385,,6,60,314,4797,385,,,,,false,true,false,false,53,,,,3.54,0.21,,43,-13,0,9999,53.3,1582,0.35,0.01,2.93,SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.,true,true,,29.1,High,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Carangidae.Chloroscombrus.Chrysurus,,
609888,Cubiceps capensis,Cape fathead,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Perciformes,NA,Nomeidae,Cubiceps,capensis,,false,1,6,2,3,,37,,,9888,,6,60,422,1399,9888,,,,,,,,false,87.43528923,,,,6,,,40,-35,0,9999,,,,,,,true,false,,48.21,Medium,,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Nomeidae.Cubiceps.Capensis,,
601452,Chirocentrus nudus,Whitefin wolf-herring,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Clupeiformes,NA,Chirocentridae,Chirocentrus,nudus,,false,1,6,3,2,1,35,989,2,1452,,6,28,45,9307,1452,,,,,false,true,false,false,100,,60,,4.19,0.74,,33,-33,0,9999,100,6026,0.24,0,3.05,SLmax_old; SLinf from SLmax of Estimates table; K from Estimates table.,true,true,,52.85,Medium,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Clupeiformes.NA.Chirocentridae.Chirocentrus.Nudus,,
600219,Kajikia albida,Atlantic white marlin,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Perciformes,NA,Istiophoridae,Kajikia,albida,Changed from Tetrapturus albidus to Kajikia albida; gencode changed from 4881 to 9072,false,1,6,3,4,1,36,563,2,219,,6,60,419,9072,219,,,,,false,true,false,false,246,,,,4.49,0.38,,47,-39,0,9999,246,,0.58,,,SLmax_old; SLinf from SLmax of Estimates table; K from Estimates table.,true,true,,41.31,Medium,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Istiophoridae.Kajikia.Albida,,
