TaxonKey,Year,FishingEntityName,LandedValue,Landings,ObservedPrice,FishingEntityID
100000,2009,Sweden,219060159.4,114805,1908.106436,169
100000,2007,Finland,700497,363,1929.743802,57
100000,2007,Netherlands,3465378,1786,1940.301232,118
100000,2009,Slovenia,1687015,867,1945.807382,162
100000,2008,Finland,824768,423,1949.806147,57
100000,2007,France,27737610,14178,1956.383834,58
100000,2009,United Kingdom,31414421.14,15699,2001.045999,183
100000,2007,North Cyprus,4068907,2019,2015.308073,207
100000,2010,Spain,1035802.35,513.1,2018.714383,165
100000,2007,Slovenia,1847143,914,2020.944201,162
100000,2007,Greenland,667381.6474,330,2022.368629,71
100000,2008,Poland,129933914.4,64063,2028.220882,140
100000,2010,France,23735558,11668,2034.243915,58
100000,2008,Slovenia,1398127,687,2035.11936,162
100000,1997,Denmark,52142988.37,25483,2046.187198,46
100000,2009,Belgium,1965856,956,2056.334728,12
100000,1999,Denmark,44180196.89,21418,2062.76015,46
100000,2001,Russian Federation,7648610.503,3653,2093.788805,148
100000,2009,Portugal,287207,132,2175.810606,141
100000,2008,Ireland,1463597,672,2177.971726,86
100000,2007,Denmark,267279040.7,122045,2190.004021,46
100000,2008,Spain,2123720,964,2203.029046,165
100000,2007,Spain,983336209,439095,2239.461185,165
100000,2007,United Kingdom,5653812.34,2519,2244.466987,183
100000,2008,Sweden,284301946.1,126484,2247.730512,169
100000,2008,Netherlands,1992333,884,2253.770362,118
100000,2010,France,517190893.3,227204.3,2276.325286,58
100000,2010,Spain,7752318,3396,2282.779152,165
100000,2009,Spain,13407928,5817,2304.955819,165
100000,2010,Denmark,445609.1517,193,2308.855708,46
100000,2010,United Kingdom,1249071.336,540.7,2310.100491,183
100000,2007,Denmark,50561032.99,21859,2313.053341,46
100000,2001,Sweden,280811.3356,121,2320.75484,169
100000,2008,United Kingdom,30606438.26,13016,2351.447316,183
100000,2009,Spain,11139781,4714,2363.127068,165
100000,2008,United Kingdom,33090.92697,14,2363.63764,183
100000,2008,Spain,14284015,5999,2381.066011,165
100000,2007,Norway,451025047.7,188729,2389.802562,128
100000,2010,Sweden,314215339.9,131366,2391.907646,169
100000,2007,Finland,84010,35,2400.285714,57
100000,2009,Germany,228435,95,2404.578947,66
100000,2010,Spain,13101966,5432,2411.996686,165
100000,2010,Portugal,23010753,9383,2452.387616,141
100000,2009,Denmark,63278861.46,25774,2455.143224,46
100000,2008,Spain,1035695389,420257,2464.433404,165
100000,2008,Belgium,3345922,1357,2465.675755,12
100000,2007,Spain,8184039,3280,2495.133841,165
100000,2009,France,25272645,10111,2499.51983,58
100000,2009,Ireland,2251744,893,2521.549832,86
100000,2008,France,689845905,272479,2531.739712,58
100000,2009,Netherlands,1854021,729,2543.238683,118
100000,2008,Portugal,15927161,6224,2558.991163,141
100000,2007,France,757752994,294782,2570.553813,58
100000,1995,Sweden,3889413.038,1506,2582.611579,169
100000,2009,France,768957750,297717,2582.847973,58
100000,2010,Slovenia,1990140,764,2604.895288,162
100000,2008,Denmark,71936596.18,27364,2628.877218,46
100000,2010,Estonia,4335339.008,1649,2629.071563,53
100000,2007,Belgium,5826961,2214,2631.87037,12
100000,2009,Estonia,3200131.032,1211,2642.552462,53
100000,2009,Denmark,1697814226,641047,2648.501944,46
100000,2009,Spain,1065046125,399764,2664.187183,165
100000,2007,Spain,5204813,1945,2675.996401,165
100000,2007,Sweden,331441533.3,122378,2708.342458,169
100000,2008,Lithuania,1242134.986,458,2712.085122,101
100000,2010,France,21844866,8042,2716.347426,58
100000,2008,Spain,9014931,3289,2740.933718,165
100000,1995,Denmark,23250193,8477,2742.738351,46
100000,2010,Greenland,7883283.539,2867,2749.662902,71
100000,2010,Spain,1219248066,440725,2766.45996,165
100000,2009,Lithuania,9029497.211,3249,2779.161961,101
100000,2009,France,52564579,18904,2780.606168,58
100000,2009,Portugal,19499131,6996,2787.182819,141
100000,2010,Denmark,145318228.8,51734,2808.950184,46
100000,2009,United Kingdom,4167292.385,1478,2819.548298,183
100000,2006,North Cyprus,5463031,1898,2878.309273,207
100000,2008,Estonia,3818282.303,1323,2886.078839,53
100000,2010,Ireland,1816154,617,2943.523501,86
100000,1999,Sweden,18272930.49,6181,2956.306502,169
100000,2007,Norway,10226117.79,3449,2964.951521,128
100000,2009,Belgium,8926465,2976,2999.484207,12
100000,2010,Bulgaria,45101.78589,15,3006.785726,21
100000,2007,Netherlands,4711865,1562,3016.558899,118
100000,2007,Estonia,3445284.712,1141,3019.530861,53
100000,2007,Netherlands,184958,61,3032.098361,118
100000,2010,Germany,292090,96,3042.604167,66
100000,2009,Germany,14177238,4658,3043.632031,66
100000,2010,France,49457152,16245,3044.453801,58
100000,2010,Germany,15903555,5185,3067.223722,66
100000,2007,Sweden,17585590.83,5706,3081.947219,169
100000,2007,Spain,14169988,4548,3115.652595,165
100000,1996,Poland,196707.8823,63,3122.347338,140
100000,2007,France,24283248,7775,3123.247331,58
100000,2007,Netherlands,2988615,953,3136.007345,118
100000,2009,Estonia,260478052.6,82503,3157.194921,53
100000,2010,Netherlands,232893389,73190,3182.03838,118
100000,2010,Netherlands,670942.37,210.3,3190.405944,118
100000,2009,Netherlands,215006765,67373,3191.28976,118
100000,2010,Belgium,10396803,3246,3202.95841,12
100000,2007,Lithuania,15183927.5,4696,3233.37468,101
100000,1997,Norway,7670532977,2344455,3271.776587,128
100000,2010,Estonia,262025672.3,79741,3285.959197,53
100000,1995,Norway,6757728177,2049717,3296.907903,128
100000,2007,Norway,71397332.31,21608,3304.208271,128
100000,2009,Norway,24466675.51,7369,3320.216516,128
100000,2010,Denmark,8019804.451,2411.7,3325.37399,46
100000,2010,Norway,1353973.49,407,3326.716192,128
100000,2006,Romania,2054128.142,615,3340.04576,147
100000,2008,Norway,154946966.3,46149,3357.536811,128
100000,2009,Norway,90332411.58,26722,3380.450998,128
100000,2008,Belgium,182816,54,3385.481481,12
100000,1996,Norway,7312846764,2151475,3398.992209,128
100000,2010,Denmark,2273496588,668610,3400.332912,46
100000,2009,Lithuania,432788.9121,127,3407.78671,101
100000,2008,Germany,13597237,3970,3424.996725,66
100000,2007,Belgium,7851908,2292,3425.788831,12
100000,2009,Netherlands,2622796,765,3428.491503,118
100000,2009,Denmark,76083.80753,22,3458.354888,46
100000,2007,Poland,3418019.284,979,3491.337368,140
100000,2008,France,23542977,6733,3496.654834,58
100000,2010,Lithuania,11386505.59,3256,3497.084025,101
100000,2008,Denmark,2007716656,573147,3502.969841,46
100000,2008,Estonia,286082921.3,81587,3506.476783,53
100000,2008,Lithuania,10460889.33,2980,3510.365546,101
100000,2010,Lithuania,16811967.55,4786,3512.738727,101
100000,2008,Norway,386695710.7,109719,3524.41884,128
100000,2007,Estonia,271843758.6,76726,3543.046145,53
100000,2009,Ireland,53211,15,3547.4,86
100000,2007,Netherlands,218928617,61274,3572.944756,118
100000,2009,Norway,6844927450,1915120,3574.15068,128
100000,2010,Germany,6014365,1677,3586.383423,66
100000,2008,Belgium,12205599,3348,3645.638889,12
100000,2009,Norway,238421267.6,64850,3676.503741,128
100000,2009,Norway,4512616.095,1224,3686.777855,128
100000,1997,Poland,614283.6109,166,3700.50368,140
100000,2007,Germany,15124547,4079,3707.905614,66
100000,2009,Belgium,59200129,15929,3716.500031,12
100000,2008,Netherlands,223111223,59543,3747.060494,118
100000,1998,Norway,8923107374,2372964,3760.321427,128
100000,2008,Belgium,9220702,2429,3796.089749,12
100000,2010,Sweden,467143.556,123,3797.915089,169
100000,2009,Belgium,11862740,3110,3814.385852,12
100000,2010,Sweden,775422678,202745,3824.620474,169
100000,2008,Belgium,66598894,17307,3848.090021,12
100000,2010,Denmark,86179792.44,22210,3880.224784,46
100000,2009,Belgium,280513,72,3896.013889,12
100000,2007,Germany,1450596,371,3909.962264,66
100000,2009,Sweden,771730957.5,196033,3936.740026,169
100000,2010,Sweden,7724464.074,1953,3955.178737,169
100000,2008,France,18176721,4590,3960.069935,58
100000,1999,Norway,8691158514,2182015,3983.088344,128
100000,2009,Denmark,6655100.084,1647,4040.740792,46
100000,2007,France,20492345,5057,4052.273087,58
100000,2007,Denmark,48549872.8,11947,4063.771055,46
100000,2010,Belgium,64973359,15969,4068.718079,12
100000,2008,United Kingdom,8548308.244,2098,4074.503453,183
100000,2010,Norway,131163079.9,32145,4080.357128,128
100000,2009,Germany,1600275,386,4145.790155,66
100000,2007,Belgium,79508441,18977,4189.726564,12
100000,2008,Denmark,74292121.35,17726,4191.138517,46
100000,2009,Sweden,6595730.418,1568,4206.460726,169
100000,2008,United Kingdom,17251029.41,4089,4218.887114,183
100000,2007,Denmark,2178191510,509555,4274.693624,46
100000,2010,Belgium,261467,61,4286.344262,12
100000,2005,North Cyprus,5724564,1329,4307.422122,207
100000,2008,Ireland,99675,23,4333.695652,86
100000,2010,Norway,8423217359,1922657,4381.029668,128
100000,2009,Netherlands,294964,67,4402.447761,118
100000,2008,North Cyprus,70463,16,4403.9375,207
100000,2009,United Kingdom,79283.90516,18,4404.661398,183
100000,2009,Estonia,3051453.082,686,4448.182336,53
100000,2007,Belgium,2930269,656,4466.873476,12
100000,2008,Netherlands,4753758,1063,4472.020696,118
100000,2004,North Cyprus,3482994,774,4499.992248,207
100000,2007,Norway,7933038464,1752773,4525.993077,128
100000,2008,Sweden,27095693.49,5910,4584.719711,169
100000,2010,Belgium,16318799,3510,4649.230484,12
100000,2008,Lithuania,2582369.157,555,4652.917401,101
100000,2007,Belgium,18755746,4020,4665.608458,12
100000,2007,Sweden,4329470.263,919,4711.066663,169
100000,2007,Romania,2458364.697,518,4745.877793,147
100000,2007,Denmark,59301531.66,12435,4768.920921,46
100000,2008,Lithuania,153153.4691,32,4786.045909,101
100000,2010,Netherlands,711162,148,4805.148649,118
100000,2010,Malta,8841039,1836,4815.380719,106
100000,2007,Italy,1268817232,263459,4815.99502,88
100000,2010,Italy,1075844764,223182,4820.481777,88
100000,2008,Italy,1032402367,212947,4848.165821,88
100000,1996,Denmark,25853442.09,5284,4892.778594,46
100000,2009,Italy,1128992544,228804,4934.321708,88
100000,2007,Ireland,1355261,274,4946.208029,86
100000,2010,Netherlands,2410544,481,5011.525988,118
100000,2009,Estonia,8744801.297,1743,5017.097703,53
100000,2008,Norway,3787147.472,752,5036.100362,128
100000,2008,Germany,70975,14,5069.642857,66
100000,2010,Norway,214510322.6,41161,5211.494439,128
100000,2007,Lithuania,1537925.227,293,5248.891558,101
100000,2008,Germany,2108420,394,5351.319797,66
100000,2007,United Kingdom,37951.05858,7,5421.579797,183
100000,2009,Denmark,60268133.05,11066,5446.243724,46
100000,2010,Belgium,1343303.47,246.4,5451.718628,12
100000,2009,Malta,8674455,1587,5465.94518,106
100000,2008,Sweden,539542668.6,96948,5565.279002,169
100000,2010,United Kingdom,22309.63057,4,5577.407642,183
100000,2008,Greece,477569217,85497,5585.80087,70
100000,2007,Greece,505159118,90345,5591.445216,70
100000,2010,Lithuania,2038507.555,364,5600.295482,101
100000,2008,Norway,9916698190,1770145,5602.195407,128
100000,2009,Greece,451158822,80049,5636.033205,70
100000,2010,Germany,870143,154,5650.279221,66
100000,2008,Ireland,1107210,195,5678,86
100000,2010,Greece,392354660,68818,5701.337731,70
100000,2009,North Cyprus,108604,19,5716,207
100000,2007,Sweden,636603300.1,109941,5790.408493,169
100000,2010,Norway,23987969.04,4067,5898.197454,128
100000,2008,Romania,2619498.876,444,5899.772244,147
100000,2007,Malta,7368927,1244,5923.574759,106
100000,2007,Italy,593276,100,5932.76,88
100000,2007,Estonia,13518342.74,2264,5970.999442,53
100000,2010,North Cyprus,59955,10,5995.5,207
100000,2006,Lithuania,114595.9361,19,6031.365059,101
100000,2007,North Cyprus,48643,8,6080.375,207
100000,2007,Norway,24670180.65,3959,6231.417189,128
100000,2009,Germany,12615,2,6307.5,66
100000,2009,Sweden,19730773.7,3081,6404.01613,169
100000,1996,Russian Federation,662062145.3,103307,6408.686201,148
100000,2008,Malta,8249008,1282,6434.483619,106
100000,2009,Germany,966107,149,6483.939597,66
100000,2007,Poland,409803.0218,63,6504.80987,140
100000,2010,Denmark,121708362.7,18646,6527.31753,46
100000,2009,North Cyprus,8576587,1309,6552.014515,207
100000,1995,Russian Federation,727686358.3,108278,6720.53749,148
100000,2008,North Cyprus,12736276,1868,6818.134904,207
100000,2010,Denmark,6377989.546,919,6940.140964,46
100000,1999,Lithuania,4509040.072,647,6969.150034,101
100000,2007,Sweden,27868199.49,3958,7040.980165,169
100000,2007,Denmark,19489132.58,2740,7112.822108,46
100000,2007,Germany,114179,16,7136.1875,66
100000,2008,France,85714,12,7142.833333,58
100000,2010,Italy,822896,115,7155.617391,88
100000,1997,Russian Federation,779121994,108056,7210.353835,148
100000,2009,Belgium,2619404,362,7235.922652,12
100000,2010,North Cyprus,10105433,1378,7333.40566,207
100000,2009,Romania,2438986.276,332,7346.344205,147
100000,1996,Lithuania,3600598.231,488,7378.275063,101
100000,2008,Poland,834636.8539,113,7386.166849,140
100000,1998,Poland,2767364.44,366,7561.105028,140
100000,1997,Greenland,455551.8457,59,7721.217724,71
100000,2009,Italy,1256157,162,7754.055556,88
100000,2008,Denmark,55019461.35,6914,7957.688942,46
100000,2008,Lithuania,8220.265096,1,8220.265096,101
100000,1995,Lithuania,8493896.611,1007,8434.852642,101
100000,1999,Poland,2064704.5,244,8461.903687,140
100000,2007,France,496528,58,8560.827586,58
100000,2010,Germany,52302,6,8717,66
100000,2010,Romania,2028751.46,231,8782.473854,147
100000,2009,Denmark,13555802.26,1518,8930.041014,46
100000,2010,Sweden,27956618.82,3118,8966.202316,169
100000,2010,Denmark,13267926.09,1468,9038.096789,46
100000,1996,Sweden,17211639.89,1823,9441.382275,169
100000,2008,Italy,817744,86,9508.651163,88
100000,2009,Sweden,57306811.03,5820,9846.531105,169
100000,1995,Greenland,917809.2375,92,9976.187364,71
100000,2008,Netherlands,20066,2,10033,118
100000,2009,Bulgaria,233534.9512,22,10615.22505,21
100000,2009,Estonia,88278.95397,8,11034.86925,53
100000,2008,Estonia,13008780.14,1156,11253.27002,53
100000,1999,Greenland,2572014.254,201,12796.09082,71
100000,2010,Norway,13604671.83,1060,12834.59607,128
100000,2008,Sweden,4660626.236,363,12839.19073,169
100000,2007,Denmark,12409063.71,957,12966.62875,46
100000,1996,Greenland,1045688.92,80,13071.11149,71
100000,2008,Denmark,11351236.18,863,13153.22848,46
100000,2009,Norway,15118537.21,1142,13238.64905,128
100000,2008,Sweden,38534143.69,2833,13601.88623,169
100000,2009,Sweden,3102656.184,228,13608.14116,169
100000,2008,Norway,40904735.96,2833,14438.6643,128
100000,2010,Sweden,1396753.219,95,14702.66546,169
100000,2008,Sweden,2569528.041,168,15294.80977,169
100000,2007,Sweden,3329545.561,206,16162.84253,169
100000,1998,Russian Federation,1488302650,87228,17062.21224,148
100000,2010,Estonia,2571023.585,150,17140.15723,53
100000,2010,Estonia,1206332.766,70,17233.32523,53
100000,2009,Estonia,2096424.282,121,17325.82051,53
100000,1996,Estonia,9907199.449,558,17754.83772,53
100000,2010,Estonia,53401.08104,3,17800.36035,53
100000,2007,Norway,15332397.53,861,17807.66264,128
100000,1997,Estonia,21852575.53,1172,18645.54226,53
100000,2008,Iceland,30712335.67,1605,19135.41163,81
100000,2007,Iceland,100181444.9,5010,19996.29639,81
100000,1998,Estonia,36095243.36,1753,20590.55525,53
100000,1999,Estonia,36258144.19,1699,21340.87357,53
100000,2010,Estonia,26006170.09,1207,21546.1227,53
100000,2008,Norway,24388888.89,1114,21893.078,128
100000,2009,Estonia,33078653.15,1510,21906.39282,53
100000,2007,Estonia,17934907.35,795,22559.63189,53
100000,2006,Estonia,1627482.501,70,23249.75002,53
100000,2008,Estonia,6978905.66,296,23577.38399,53
100000,2008,Estonia,430153.6096,18,23897.42275,53
100000,2002,Russian Federation,1345780.268,55,24468.73214,148
100000,2010,Iceland,23095561.23,918,25158.56343,81
100000,2003,Russian Federation,2062694.737,78,26444.80431,148
100000,1998,Iceland,61979248.55,2334,26554.94796,81
100000,2009,Denmark,27297619.33,1013,26947.30437,46
100000,2001,Iceland,47036104613,1709250,27518.56347,81
100000,2003,Iceland,45209872155,1630544,27726.86426,81
100000,2002,Iceland,51241841461,1832805,27958.15237,81
100000,2008,Denmark,35721154.32,1181,30246.53202,46
100000,2007,Denmark,30122453.27,935,32216.52756,46
