"TaxonKey","Year","FishingEntityName","LandedValue","Landings","ObservedPrice","FishingEntityID","IP.2010"
690672,1980,"Brazil",NA,NA,7.4e-09,15,1882.95182986137
100039,1980,"Brazil",NA,NA,7.51e-09,15,1910.94165435931
600425,1980,"Brazil",NA,NA,8.13e-09,15,2068.7024833477
400303,1980,"Brazil",NA,NA,8.23e-09,15,2094.14777834582
626675,1980,"Brazil",NA,NA,8.24e-09,15,2096.69230784564
300026,1981,"Brazil",NA,NA,8.39e-09,15,1105.84620228707
503208,1980,"Brazil",NA,NA,8.57e-09,15,2180.66178133945
601077,1980,"Brazil",NA,NA,8.58e-09,15,2183.20631083927
690669,1980,"Brazil",NA,NA,8.61e-09,15,2190.8398993387
400460,1980,"Brazil",NA,NA,8.67e-09,15,2206.10707633758
400145,1980,"Brazil",NA,NA,8.7e-09,15,2213.74066483702
500915,1981,"Brazil",NA,NA,8.73e-09,15,1150.65999355972
600465,1981,"Brazil",NA,NA,8.8e-09,15,1159.88636235115
400412,1981,"Brazil",NA,NA,8.9e-09,15,1173.06688919605
300032,1980,"Brazil",NA,NA,9.06e-09,15,2305.34372683027
400331,1980,"Brazil",NA,NA,9.18e-09,15,2335.87808082803
603862,1980,"Brazil",NA,NA,9.45e-09,15,2404.58037732297
300059,1982,"Brazil",NA,NA,9.46e-09,15,630.568346455912
500152,1980,"Brazil",NA,NA,9.51e-09,15,2419.84755432184
400017,1981,"Brazil",NA,NA,9.59e-09,15,1264.01252442586
502769,1982,"Brazil",NA,NA,9.72e-09,15,647.898977542438
200004,1980,"Brazil",NA,NA,9.87e-09,15,2511.4506163151
400416,1980,"Brazil",NA,NA,9.96e-09,15,2534.35138181341
400419,1980,"Brazil",NA,NA,9.96e-09,15,2534.35138181341
502417,1981,"Brazil",NA,NA,1e-08,15,1318.05268448995
400331,1980,"Brazil",NA,NA,1.02e-08,15,2595.42008980892
500349,1980,"Brazil",NA,NA,1.02e-08,15,2595.42008980892
502794,1980,"Brazil",NA,NA,1.03e-08,15,2620.86538480704
600228,1982,"Brazil",NA,NA,1.03e-08,15,686.559616120073
300057,1982,"Brazil",NA,NA,1.05e-08,15,699.890870802016
647756,1980,"Brazil",NA,NA,1.05e-08,15,2671.7559748033
690024,1980,"Brazil",NA,NA,1.05e-08,15,2671.7559748033
300062,1980,"Brazil",NA,NA,1.06e-08,15,2697.20126980142
100064,1982,"Brazil",NA,NA,1.08e-08,15,719.887752824931
600364,1980,"Brazil",NA,NA,1.08e-08,15,2748.09185979768
601288,1981,"Brazil",NA,NA,1.08e-08,15,1423.49689924914
300026,1980,"Brazil",NA,NA,1.09e-08,15,2773.5371547958
400454,1981,"Brazil",NA,NA,1.09e-08,15,1436.67742609404
601061,1980,"Brazil",NA,NA,1.1e-08,15,2798.98244979393
690032,1980,"Brazil",NA,NA,1.11e-08,15,2824.42774479206
501164,1981,"Brazil",NA,NA,1.13e-08,15,1489.39953347364
400021,1980,"Brazil",NA,NA,1.14e-08,15,2900.76362978644
690672,1981,"Brazil",NA,NA,1.16e-08,15,1528.94111400834
502417,1980,"Brazil",NA,NA,1.18e-08,15,3002.54480977894
600407,1981,"Brazil",NA,NA,1.18e-08,15,1555.30216769814
607535,1980,"Brazil",NA,NA,1.2e-08,15,3053.4353997752
100039,1981,"Brazil",NA,NA,1.23e-08,15,1621.20480192264
400314,1980,"Brazil",NA,NA,1.23e-08,15,3129.77128476958
590112,1980,"Brazil",NA,NA,1.23e-08,15,3129.77128476958
501905,1980,"Brazil",NA,NA,1.24e-08,15,3155.2165797677
400330,1980,"Brazil",NA,NA,1.26e-08,15,3206.10716976396
600016,1980,"Brazil",NA,NA,1.26e-08,15,3206.10716976396
600226,1981,"Brazil",NA,NA,1.26e-08,15,1660.74638245733
600325,1981,"Brazil",NA,NA,1.27e-08,15,1673.92690930223
503208,1981,"Brazil",NA,NA,1.28e-08,15,1687.10743614713
400308,1980,"Brazil",NA,NA,1.29e-08,15,3282.44305475834
600175,1980,"Brazil",NA,NA,1.29e-08,15,3282.44305475834
300062,1981,"Brazil",NA,NA,1.3e-08,15,1713.46848983693
601079,1980,"Brazil",NA,NA,1.3e-08,15,3307.88834975646
400206,1980,"Brazil",NA,NA,1.32e-08,15,3358.77893975272
500372,1980,"Brazil",NA,NA,1.33e-08,15,3384.22423475084
690669,1981,"Brazil",NA,NA,1.33e-08,15,1753.01007037163
600967,1981,"Brazil",NA,NA,1.34e-08,15,1766.19059721653
504067,1980,"Brazil",NA,NA,1.35e-08,15,3435.1148247471
400331,1980,"Brazil",NA,NA,1.36e-08,15,3460.56011974522
400314,1980,"Brazil",NA,NA,1.38e-08,15,3511.45070974148
500142,1982,"Brazil",NA,NA,1.43e-08,15,953.184709758936
400364,1980,"Brazil",NA,NA,1.44e-08,15,3664.12247973024
600325,1980,"Brazil",NA,NA,1.44e-08,15,3664.12247973024
626675,1981,"Brazil",NA,NA,1.45e-08,15,1911.17639251042
601077,1981,"Brazil",NA,NA,1.48e-08,15,1950.71797304512
100039,1981,"Brazil",NA,NA,1.51e-08,15,1990.25955357982
100058,1980,"Brazil",NA,NA,1.54e-08,15,3918.5754297115
500504,1980,"Brazil",NA,NA,1.54e-08,15,3918.5754297115
500152,1980,"Brazil",NA,NA,1.56e-08,15,3969.46601970776
603541,1980,"Brazil",NA,NA,1.56e-08,15,3969.46601970776
400043,1982,"Brazil",NA,NA,1.58e-08,15,1053.16911987351
500349,1981,"Brazil",NA,NA,1.58e-08,15,2082.52324149412
500915,1982,"Brazil",NA,NA,1.58e-08,15,1053.16911987351
690666,1980,"Brazil",NA,NA,1.58e-08,15,4020.35660970401
400314,1981,"Brazil",NA,NA,1.6e-08,15,2108.88429518392
601094,1980,"Brazil",NA,NA,1.6e-08,15,4071.24719970026
200004,1981,"Brazil",NA,NA,1.61e-08,15,2122.06482202881
690629,1981,"Brazil",NA,NA,1.62e-08,15,2135.24534887371
300062,1981,"Brazil",NA,NA,1.65e-08,15,2174.78692940841
400313,1982,"Brazil",NA,NA,1.65e-08,15,1099.82851126031
400331,1981,"Brazil",NA,NA,1.66e-08,15,2187.96745625331
300032,1981,"Brazil",NA,NA,1.67e-08,15,2201.14798309821
600119,1980,"Brazil",NA,NA,1.67e-08,15,4249.36426468715
690022,1981,"Brazil",NA,NA,1.68e-08,15,2214.32850994311
400327,1980,"Brazil",NA,NA,1.71e-08,15,4351.14544467966
400331,1980,"Brazil",NA,NA,1.71e-08,15,4351.14544467966
690022,1980,"Brazil",NA,NA,1.74e-08,15,4427.48132967404
690024,1981,"Brazil",NA,NA,1.74e-08,15,2293.41167101251
400145,1981,"Brazil",NA,NA,1.75e-08,15,2306.59219785741
400416,1981,"Brazil",NA,NA,1.76e-08,15,2319.77272470231
400448,1980,"Brazil",NA,NA,1.76e-08,15,4478.37191967029
590062,1981,"Brazil",NA,NA,1.76e-08,15,2319.77272470231
601119,1980,"Brazil",NA,NA,1.76e-08,15,4478.37191967029
390009,1980,"Brazil",NA,NA,1.78e-08,15,4529.26250966654
690629,1982,"Brazil",NA,NA,1.79e-08,15,1193.14729403391
600171,1980,"Brazil",NA,NA,1.8e-08,15,4580.1530996628
601112,1980,"Brazil",NA,NA,1.83e-08,15,4656.48898465718
600425,1981,"Brazil",NA,NA,1.84e-08,15,2425.2169394615
400331,1981,"Brazil",NA,NA,1.86e-08,15,2451.5779931513
400021,1981,"Brazil",NA,NA,1.87e-08,15,2464.7585199962
647756,1981,"Brazil",NA,NA,1.87e-08,15,2464.7585199962
100047,1980,"Brazil",NA,NA,1.9e-08,15,4834.60604964406
600364,1981,"Brazil",NA,NA,1.9e-08,15,2504.3001005309
400017,1982,"Brazil",NA,NA,1.91e-08,15,1273.13482212557
400314,1981,"Brazil",NA,NA,1.91e-08,15,2517.4806273758
300051,1980,"Brazil",NA,NA,1.92e-08,15,4885.49663964032
500152,1981,"Brazil",NA,NA,1.92e-08,15,2530.6611542207
400264,1980,"Brazil",NA,NA,1.93e-08,15,4910.94193463844
603862,1981,"Brazil",NA,NA,1.95e-08,15,2570.2027347554
390009,1981,"Brazil",NA,NA,1.96e-08,15,2583.3832616003
502794,1981,"Brazil",NA,NA,2e-08,15,2636.1053689799
607535,1981,"Brazil",NA,NA,2.01e-08,15,2649.28589582479
600143,1981,"Brazil",NA,NA,2.03e-08,15,2675.64694951459
601935,1980,"Brazil",NA,NA,2.04e-08,15,5190.84017961784
690024,1982,"Brazil",NA,NA,2.07e-08,15,1379.78485958112
600146,1981,"Brazil",NA,NA,2.08e-08,15,2741.54958373909
501164,1982,"Brazil",NA,NA,2.1e-08,15,1399.78174160403
601288,1982,"Brazil",NA,NA,2.11e-08,15,1406.447368945
300061,1980,"Brazil",NA,NA,2.12e-08,15,5394.40253960285
603542,1980,"Brazil",NA,NA,2.13e-08,15,5419.84783460098
600142,1981,"Brazil",NA,NA,2.14e-08,15,2820.63274480849
690374,1983,"Brazil",NA,NA,2.14e-08,15,609.250839647519
400330,1981,"Brazil",NA,NA,2.15e-08,15,2833.81327165339
690032,1981,"Brazil",NA,NA,2.15e-08,15,2833.81327165339
601178,1980,"Brazil",NA,NA,2.16e-08,15,5496.18371959535
505171,1980,"Brazil",NA,NA,2.18e-08,15,5547.07430959161
600078,1980,"Brazil",NA,NA,2.19e-08,15,5572.51960458973
601208,1980,"Brazil",NA,NA,2.19e-08,15,5572.51960458973
690667,1983,"Brazil",NA,NA,2.19e-08,15,623.485672349564
400331,1981,"Brazil",NA,NA,2.2e-08,15,2899.71590587788
600181,1980,"Brazil",NA,NA,2.2e-08,15,5597.96489958786
601403,1980,"Brazil",NA,NA,2.2e-08,15,5597.96489958786
600016,1981,"Brazil",NA,NA,2.21e-08,15,2912.89643272278
690669,1983,"Brazil",NA,NA,2.25e-08,15,640.567471592018
500366,1980,"Brazil",NA,NA,2.26e-08,15,5750.63666957662
400460,1981,"Brazil",NA,NA,2.29e-08,15,3018.34064748198
400206,1981,"Brazil",NA,NA,2.3e-08,15,3031.52117432688
601112,1981,"Brazil",NA,NA,2.31e-08,15,3044.70170117178
690672,1982,"Brazil",NA,NA,2.31e-08,15,1539.75991576444
400331,1981,"Brazil",NA,NA,2.33e-08,15,3071.06275486158
400314,1981,"Brazil",NA,NA,2.35e-08,15,3097.42380855138
504067,1981,"Brazil",NA,NA,2.36e-08,15,3110.60433539628
100039,1982,"Brazil",NA,NA,2.38e-08,15,1586.41930715124
601061,1981,"Brazil",NA,NA,2.38e-08,15,3136.96538908607
300059,1983,"Brazil",NA,NA,2.41e-08,15,686.118936238561
500467,1980,"Brazil",NA,NA,2.45e-08,15,6234.09727454103
300062,1982,"Brazil",NA,NA,2.47e-08,15,1646.40995321998
614115,1983,"Brazil",NA,NA,2.47e-08,15,703.200735481015
100058,1981,"Brazil",NA,NA,2.49e-08,15,3281.95118437997
500142,1983,"Brazil",NA,NA,2.49e-08,15,708.894668561833
600107,1981,"Brazil",NA,NA,2.5e-08,15,3295.13171122487
600146,1982,"Brazil",NA,NA,2.5e-08,15,1666.4068352429
600188,1980,"Brazil",NA,NA,2.52e-08,15,6412.21433952791
400364,1981,"Brazil",NA,NA,2.56e-08,15,3374.21487229427
501560,1980,"Brazil",NA,NA,2.56e-08,15,6513.99551952042
400454,1982,"Brazil",NA,NA,2.61e-08,15,1739.72873599358
500116,1980,"Brazil",NA,NA,2.61e-08,15,6641.22199451105
500504,1981,"Brazil",NA,NA,2.63e-08,15,3466.47856020856
400326,1980,"Brazil",NA,NA,2.64e-08,15,6717.55787950543
501905,1981,"Brazil",NA,NA,2.64e-08,15,3479.65908705346
600175,1981,"Brazil",NA,NA,2.66e-08,15,3506.02014074326
690666,1981,"Brazil",NA,NA,2.66e-08,15,3506.02014074326
400314,1982,"Brazil",NA,NA,2.67e-08,15,1779.72250003941
400419,1981,"Brazil",NA,NA,2.72e-08,15,3585.10330181266
600967,1982,"Brazil",NA,NA,2.72e-08,15,1813.05063674427
400303,1981,"Brazil",NA,NA,2.76e-08,15,3637.82540919225
600115,1980,"Brazil",NA,NA,2.76e-08,15,7022.90141948295
600325,1982,"Brazil",NA,NA,2.76e-08,15,1839.71314610816
300026,1982,"Brazil",NA,NA,2.77e-08,15,1846.37877344913
502769,1983,"Brazil",NA,NA,2.77e-08,15,788.609731693284
601079,1981,"Brazil",NA,NA,2.78e-08,15,3664.18646288205
601119,1981,"Brazil",NA,NA,2.79e-08,15,3677.36698972695
601094,1981,"Brazil",NA,NA,2.8e-08,15,3690.54751657185
100064,1983,"Brazil",NA,NA,2.81e-08,15,799.99759785492
400314,1980,"Brazil",NA,NA,2.82e-08,15,7175.57318947171
600407,1982,"Brazil",NA,NA,2.82e-08,15,1879.70691015399
626675,1982,"Brazil",NA,NA,2.86e-08,15,1906.36941951787
500477,1981,"Brazil",NA,NA,2.87e-08,15,3782.81120448615
300061,1981,"Brazil",NA,NA,2.9e-08,15,3822.35278502085
503028,1980,"Brazil",NA,NA,2.93e-08,15,7455.47143445111
500152,1981,"Brazil",NA,NA,2.96e-08,15,3901.43594609024
600119,1981,"Brazil",NA,NA,2.96e-08,15,3901.43594609024
503208,1982,"Brazil",NA,NA,2.97e-08,15,1979.69132026856
400331,1982,"Brazil",NA,NA,3e-08,15,1999.68820229147
600078,1981,"Brazil",NA,NA,3e-08,15,3954.15805346984
600107,1982,"Brazil",NA,NA,3e-08,15,1999.68820229147
400264,1981,"Brazil",NA,NA,3.01e-08,15,3967.33858031474
100047,1981,"Brazil",NA,NA,3.02e-08,15,3980.51910715964
400145,1982,"Brazil",NA,NA,3.04e-08,15,2026.35071165536
400416,1980,"Brazil",NA,NA,3.07e-08,15,7811.70556442488
300032,1982,"Brazil",NA,NA,3.1e-08,15,2066.34447570119
300051,1981,"Brazil",NA,NA,3.13e-08,15,4125.50490245354
200004,1982,"Brazil",NA,NA,3.14e-08,15,2093.00698506508
601077,1982,"Brazil",NA,NA,3.14e-08,15,2093.00698506508
400412,1983,"Brazil",NA,NA,3.16e-08,15,899.641426769234
400043,1983,"Brazil",NA,NA,3.17e-08,15,902.488393309643
400419,1982,"Brazil",NA,NA,3.18e-08,15,2119.66949442896
600425,1982,"Brazil",NA,NA,3.18e-08,15,2119.66949442896
300062,1982,"Brazil",NA,NA,3.19e-08,15,2126.33512176993
400327,1981,"Brazil",NA,NA,3.19e-08,15,4204.58806352293
600226,1982,"Brazil",NA,NA,3.21e-08,15,2139.66637645188
400416,1982,"Brazil",NA,NA,3.22e-08,15,2146.33200379285
600143,1982,"Brazil",NA,NA,3.23e-08,15,2152.99763113382
600115,1981,"Brazil",NA,NA,3.31e-08,15,4362.75438566173
400313,1981,"Brazil",NA,NA,3.32e-08,15,4375.93491250662
603541,1981,"Brazil",NA,NA,3.32e-08,15,4375.93491250662
400448,1981,"Brazil",NA,NA,3.35e-08,15,4415.47649304132
400206,1982,"Brazil",NA,NA,3.39e-08,15,2259.64766858937
400323,1980,"Brazil",NA,NA,3.39e-08,15,8625.95500436493
500349,1982,"Brazil",NA,NA,3.39e-08,15,2259.64766858937
600142,1982,"Brazil",NA,NA,3.39e-08,15,2259.64766858937
400331,1982,"Brazil",NA,NA,3.4e-08,15,2266.31329593034
600465,1982,"Brazil",NA,NA,3.42e-08,15,2279.64455061228
100058,1982,"Brazil",NA,NA,3.45e-08,15,2299.6414326352
400289,1980,"Brazil",NA,NA,3.49e-08,15,8880.4079543462
601208,1981,"Brazil",NA,NA,3.52e-08,15,4639.54544940461
601178,1981,"Brazil",NA,NA,3.53e-08,15,4652.72597624951
600171,1981,"Brazil",NA,NA,3.54e-08,15,4665.90650309441
590244,1980,"Brazil",NA,NA,3.55e-08,15,9033.07972433496
690022,1982,"Brazil",NA,NA,3.55e-08,15,2366.29770604491
100045,1980,"Brazil",NA,NA,3.57e-08,15,9083.97031433121
647756,1982,"Brazil",NA,NA,3.58e-08,15,2386.29458806783
500504,1980,"Brazil",NA,NA,3.7e-08,15,9414.75914930686
600181,1981,"Brazil",NA,NA,3.78e-08,15,4982.239147372
601403,1981,"Brazil",NA,NA,3.78e-08,15,4982.239147372
603542,1981,"Brazil",NA,NA,3.79e-08,15,4995.4196742169
607535,1982,"Brazil",NA,NA,3.8e-08,15,2532.9383895692
690629,1983,"Brazil",NA,NA,3.84e-08,15,1093.23515151704
500152,1982,"Brazil",NA,NA,3.85e-08,15,2566.26652627406
500366,1981,"Brazil",NA,NA,3.89e-08,15,5127.2249426659
100047,1982,"Brazil",NA,NA,3.92e-08,15,2612.92591766086
400314,1982,"Brazil",NA,NA,3.94e-08,15,2626.2571723428
590062,1982,"Brazil",NA,NA,3.96e-08,15,2639.58842702475
600188,1981,"Brazil",NA,NA,4e-08,15,5272.21073795979
400330,1982,"Brazil",NA,NA,4.08e-08,15,2719.57595511641
600115,1982,"Brazil",NA,NA,4.09e-08,15,2726.24158245738
600364,1982,"Brazil",NA,NA,4.13e-08,15,2752.90409182126
400264,1982,"Brazil",NA,NA,4.16e-08,15,2772.90097384418
400314,1982,"Brazil",NA,NA,4.18e-08,15,2786.23222852612
590112,1981,"Brazil",NA,NA,4.19e-08,15,5522.64074801288
690669,1982,"Brazil",NA,NA,4.2e-08,15,2799.56348320806
500372,1981,"Brazil",NA,NA,4.22e-08,15,5562.18232854758
400308,1981,"Brazil",NA,NA,4.23e-08,15,5575.36285539248
601180,1982,"Brazil",NA,NA,4.32e-08,15,2879.55101129972
400303,1982,"Brazil",NA,NA,4.39e-08,15,2926.21040268652
400331,1982,"Brazil",NA,NA,4.46e-08,15,2972.86979407333
601061,1982,"Brazil",NA,NA,4.46e-08,15,2972.86979407333
400021,1982,"Brazil",NA,NA,4.48e-08,15,2986.20104875527
400460,1982,"Brazil",NA,NA,4.48e-08,15,2986.20104875527
100039,1983,"Brazil",NA,NA,4.52e-08,15,1286.82887626485
601935,1981,"Brazil",NA,NA,4.54e-08,15,5983.95918758436
501560,1981,"Brazil",NA,NA,4.57e-08,15,6023.50076811906
502794,1982,"Brazil",NA,NA,4.6e-08,15,3066.18857684693
400326,1981,"Brazil",NA,NA,4.62e-08,15,6089.40340234356
600016,1982,"Brazil",NA,NA,4.63e-08,15,3086.18545886984
500915,1983,"Brazil",NA,NA,4.66e-08,15,1326.68640783058
400017,1983,"Brazil",NA,NA,4.81e-08,15,1369.39090593671
501905,1982,"Brazil",NA,NA,4.81e-08,15,3206.16675100733
400206,1983,"Brazil",NA,NA,4.9e-08,15,1395.01360480039
500152,1982,"Brazil",NA,NA,4.91e-08,15,3272.82302441705
603862,1982,"Brazil",NA,NA,4.92e-08,15,3279.48865175802
100039,1982,"Brazil",NA,NA,4.93e-08,15,3286.15427909899
601094,1982,"Brazil",NA,NA,4.93e-08,15,3286.15427909899
504067,1982,"Brazil",NA,NA,4.94e-08,15,3292.81990643996
600175,1982,"Brazil",NA,NA,4.94e-08,15,3292.81990643996
500116,1981,"Brazil",NA,NA,4.95e-08,15,6524.36078822524
601079,1982,"Brazil",NA,NA,5.05e-08,15,3366.14180719065
400323,1981,"Brazil",NA,NA,5.06e-08,15,6669.34658351913
503028,1981,"Brazil",NA,NA,5.09e-08,15,6708.88816405383
690666,1982,"Brazil",NA,NA,5.09e-08,15,3392.80431655454
501164,1983,"Brazil",NA,NA,5.19e-08,15,1477.57563447225
300026,1983,"Brazil",NA,NA,5.34e-08,15,1520.28013257839
400314,1981,"Brazil",NA,NA,5.34e-08,15,7038.40133517632
590112,1982,"Brazil",NA,NA,5.37e-08,15,3579.44188210174
300062,1983,"Brazil",NA,NA,5.46e-08,15,1554.4437310633
400331,1982,"Brazil",NA,NA,5.47e-08,15,3646.09815551146
505171,1981,"Brazil",NA,NA,5.5e-08,15,7249.28976469471
690032,1982,"Brazil",NA,NA,5.52e-08,15,3679.42629221631
500467,1981,"Brazil",NA,NA,5.54e-08,15,7302.01187207431
490012,1980,"Brazil",NA,NA,5.55e-08,15,14122.1387239603
500504,1982,"Brazil",NA,NA,5.59e-08,15,3726.08568360311
601119,1982,"Brazil",NA,NA,5.67e-08,15,3779.41070233089
601112,1982,"Brazil",NA,NA,5.7e-08,15,3799.4075843538
600119,1982,"Brazil",NA,NA,5.75e-08,15,3832.73572105866
690374,1984,"Brazil",NA,NA,5.92e-08,15,564.743862227573
690382,1980,"Brazil",NA,NA,5.94e-08,15,15114.5052288872
400416,1981,"Brazil",NA,NA,6.04e-08,15,7961.03821431928
300051,1982,"Brazil",NA,NA,6.15e-08,15,4099.36081469752
400289,1981,"Brazil",NA,NA,6.15e-08,15,8106.02400961318
400327,1982,"Brazil",NA,NA,6.2e-08,15,4132.68895140238
502769,1984,"Brazil",NA,NA,6.25e-08,15,596.224516709854
690672,1983,"Brazil",NA,NA,6.28e-08,15,1787.89498737683
100045,1981,"Brazil",NA,NA,6.3e-08,15,8303.73191228667
600407,1983,"Brazil",NA,NA,6.33e-08,15,1802.12982007888
600078,1982,"Brazil",NA,NA,6.37e-08,15,4246.0046161989
600226,1983,"Brazil",NA,NA,6.39e-08,15,1819.21161932133
690667,1984,"Brazil",NA,NA,6.47e-08,15,617.211619698041
600171,1982,"Brazil",NA,NA,6.49e-08,15,4325.99214429056
503208,1983,"Brazil",NA,NA,6.64e-08,15,1890.38578283156
400308,1982,"Brazil",NA,NA,6.67e-08,15,4445.97343642804
500504,1981,"Brazil",NA,NA,6.74e-08,15,8883.67509346225
601288,1983,"Brazil",NA,NA,6.76e-08,15,1924.54938131646
626675,1983,"Brazil",NA,NA,6.79e-08,15,1933.09028093769
590096,1980,"Brazil",NA,NA,7.13e-08,15,18142.4953336643
300062,1983,"Brazil",NA,NA,7.19e-08,15,2046.96894255405
400448,1982,"Brazil",NA,NA,7.22e-08,15,4812.58294018148
600228,1983,"Brazil",NA,NA,7.26e-08,15,2066.89770833691
400364,1982,"Brazil",NA,NA,7.41e-08,15,4939.22985965994
100058,1983,"Brazil",NA,NA,7.42e-08,15,2112.44917298345
600188,1982,"Brazil",NA,NA,7.43e-08,15,4952.56111434188
400331,1983,"Brazil",NA,NA,7.48e-08,15,2129.53097222591
400331,1983,"Brazil",NA,NA,7.53e-08,15,2143.76580492795
400326,1982,"Brazil",NA,NA,7.68e-08,15,5119.20179786617
390009,1982,"Brazil",NA,NA,7.75e-08,15,5165.86118925298
590062,1983,"Brazil",NA,NA,7.75e-08,15,2206.39906881695
500372,1982,"Brazil",NA,NA,7.76e-08,15,5172.52681659395
600181,1982,"Brazil",NA,NA,7.78e-08,15,5185.85807127589
603542,1982,"Brazil",NA,NA,7.79e-08,15,5192.52369861686
603541,1982,"Brazil",NA,NA,7.8e-08,15,5199.18932595783
600325,1983,"Brazil",NA,NA,7.96e-08,15,2266.18536616554
500477,1982,"Brazil",NA,NA,8e-08,15,5332.50187277726
400448,1983,"Brazil",NA,NA,8.08e-08,15,2300.34896465045
601077,1983,"Brazil",NA,NA,8.18e-08,15,2328.81863005454
601208,1982,"Brazil",NA,NA,8.35e-08,15,5565.79882971127
400303,1983,"Brazil",NA,NA,8.37e-08,15,2382.91099432231
300061,1982,"Brazil",NA,NA,8.52e-08,15,5679.11449450779
400264,1983,"Brazil",NA,NA,8.7e-08,15,2476.8608901558
400412,1984,"Brazil",NA,NA,8.74e-08,15,833.760364167059
600967,1983,"Brazil",NA,NA,8.74e-08,15,2488.24875631744
300032,1983,"Brazil",NA,NA,8.75e-08,15,2491.09572285785
200004,1983,"Brazil",NA,NA,8.83e-08,15,2513.87145518112
400416,1983,"Brazil",NA,NA,8.87e-08,15,2525.25932134276
400314,1983,"Brazil",NA,NA,8.88e-08,15,2528.10628788316
601935,1982,"Brazil",NA,NA,8.96e-08,15,5972.40209751054
600425,1983,"Brazil",NA,NA,9.02e-08,15,2567.96381944889
600465,1983,"Brazil",NA,NA,9.25e-08,15,2633.4440498783
600364,1983,"Brazil",NA,NA,9.28e-08,15,2641.98494949952
300059,1984,"Brazil",NA,NA,9.32e-08,15,889.089999317734
690382,1981,"Brazil",NA,NA,9.37e-08,15,12350.1536536708
501560,1982,"Brazil",NA,NA,9.51e-08,15,6339.01160126397
500366,1982,"Brazil",NA,NA,9.62e-08,15,6412.33350201466
400145,1983,"Brazil",NA,NA,9.66e-08,15,2750.16967803506
601403,1982,"Brazil",NA,NA,9.67e-08,15,6445.66163871952
690024,1983,"Brazil",NA,NA,9.7e-08,15,2761.5575441967
690668,1980,"Brazil",NA,NA,9.76e-08,15,24834.6079181716
503028,1982,"Brazil",NA,NA,9.78e-08,15,6518.98353947021
500116,1982,"Brazil",NA,NA,9.84e-08,15,6558.97730351604
601061,1983,"Brazil",NA,NA,9.88e-08,15,2812.80294192406
500349,1983,"Brazil",NA,NA,9.89e-08,15,2815.64990846447
400021,1983,"Brazil",NA,NA,9.91e-08,15,2821.34384154529
601178,1982,"Brazil",NA,NA,9.93e-08,15,6618.96794958478
600115,1983,"Brazil",NA,NA,9.96e-08,15,2835.57867424733
500152,1983,"Brazil",NA,NA,1.01e-07,15,2875.43620581306
502417,1982,"Brazil",NA,NA,1.01e-07,15,6732.2836143813
600107,1983,"Brazil",NA,NA,1.01e-07,15,2875.43620581306
400454,1983,"Brazil",NA,NA,1.02e-07,15,2903.90587121715
