TaxonKey,Year,FishingEntityID,FishingEntityName,ObservedPrice
600364,1983,15,Brazil,9.28E-08
300059,1984,15,Brazil,9.32E-08
690382,1981,15,Brazil,9.37E-08
501560,1982,15,Brazil,9.51E-08
500366,1982,15,Brazil,9.62E-08
400145,1983,15,Brazil,9.66E-08
601403,1982,15,Brazil,9.67E-08
690024,1983,15,Brazil,9.70E-08
690668,1980,15,Brazil,9.76E-08
503028,1982,15,Brazil,9.78E-08
500116,1982,15,Brazil,9.84E-08
601061,1983,15,Brazil,9.88E-08
500349,1983,15,Brazil,9.89E-08
400021,1983,15,Brazil,9.91E-08
601178,1982,15,Brazil,9.93E-08
600115,1983,15,Brazil,9.96E-08
500152,1983,15,Brazil,1.01E-07
502417,1982,15,Brazil,1.01E-07
600107,1983,15,Brazil,1.01E-07
400454,1983,15,Brazil,1.02E-07
400330,1983,15,Brazil,1.04E-07
690669,1984,15,Brazil,1.07E-07
400314,1984,15,Brazil,1.08E-07
504067,1983,15,Brazil,1.09E-07
647756,1983,15,Brazil,1.09E-07
490012,1981,15,Brazil,1.10E-07
590244,1981,15,Brazil,1.10E-07
400314,1982,15,Brazil,1.11E-07
500142,1984,15,Brazil,1.12E-07
690666,1983,15,Brazil,1.12E-07
505171,1982,15,Brazil,1.13E-07
400331,1983,15,Brazil,1.14E-07
400314,1983,15,Brazil,1.16E-07
400331,1983,15,Brazil,1.16E-07
500477,1983,15,Brazil,1.17E-07
590112,1983,15,Brazil,1.17E-07
500467,1982,15,Brazil,1.19E-07
400314,1983,15,Brazil,1.21E-07
400308,1983,15,Brazil,1.25E-07
607535,1983,15,Brazil,1.25E-07
100039,1983,15,Brazil,1.27E-07
400303,1984,15,Brazil,1.27E-07
600016,1983,15,Brazil,1.28E-07
501164,1984,15,Brazil,1.29E-07
502794,1983,15,Brazil,1.29E-07
400043,1984,15,Brazil,1.31E-07
400416,1982,15,Brazil,1.31E-07
601094,1983,15,Brazil,1.31E-07
500152,1983,15,Brazil,1.37E-07
500504,1982,15,Brazil,1.38E-07
590096,1981,15,Brazil,1.38E-07
600175,1983,15,Brazil,1.40E-07
100045,1982,15,Brazil,1.42E-07
300051,1983,15,Brazil,1.42E-07
603862,1983,15,Brazil,1.42E-07
690629,1984,15,Brazil,1.42E-07
500504,1983,15,Brazil,1.46E-07
400017,1984,15,Brazil,1.47E-07
100039,1984,15,Brazil,1.48E-07
601119,1983,15,Brazil,1.48E-07
400448,1984,15,Brazil,1.49E-07
690032,1983,15,Brazil,1.50E-07
690071,1980,15,Brazil,1.53E-07
400419,1983,15,Brazil,1.54E-07
400460,1983,15,Brazil,1.54E-07
400289,1982,15,Brazil,1.55E-07
500915,1984,15,Brazil,1.56E-07
601180,1983,15,Brazil,1.56E-07
400323,1982,15,Brazil,1.57E-07
600119,1983,15,Brazil,1.57E-07
600146,1983,15,Brazil,1.57E-07
690022,1983,15,Brazil,1.58E-07
690382,1982,15,Brazil,1.58E-07
502769,1985,15,Brazil,1.61E-07
601079,1983,15,Brazil,1.62E-07
601112,1983,15,Brazil,1.62E-07
400327,1983,15,Brazil,1.64E-07
400326,1983,15,Brazil,1.66E-07
400314,1985,15,Brazil,1.67E-07
590083,1980,15,Brazil,1.72E-07
501905,1983,15,Brazil,1.73E-07
600171,1983,15,Brazil,1.74E-07
600226,1984,15,Brazil,1.74E-07
390009,1983,15,Brazil,1.77E-07
600188,1983,15,Brazil,1.77E-07
690024,1984,15,Brazil,1.80E-07
601935,1983,15,Brazil,1.83E-07
603542,1983,15,Brazil,1.83E-07
601077,1984,15,Brazil,1.85E-07
501560,1983,15,Brazil,1.86E-07
601288,1984,15,Brazil,1.86E-07
300062,1984,15,Brazil,1.88E-07
603541,1983,15,Brazil,1.89E-07
300026,1984,15,Brazil,1.92E-07
500366,1983,15,Brazil,1.92E-07
400364,1983,15,Brazil,1.93E-07
626675,1984,15,Brazil,1.93E-07
502417,1983,15,Brazil,1.95E-07
600181,1983,15,Brazil,1.96E-07
500116,1983,15,Brazil,1.98E-07
300061,1983,15,Brazil,2.04E-07
600465,1984,15,Brazil,2.04E-07
690672,1984,15,Brazil,2.05E-07
490012,1982,15,Brazil,2.07E-07
600967,1984,15,Brazil,2.07E-07
601208,1983,15,Brazil,2.13E-07
500372,1983,15,Brazil,2.14E-07
600407,1984,15,Brazil,2.16E-07
601403,1983,15,Brazil,2.18E-07
601178,1983,15,Brazil,2.20E-07
590244,1982,15,Brazil,2.21E-07
503028,1983,15,Brazil,2.22E-07
503208,1984,15,Brazil,2.24E-07
600325,1984,15,Brazil,2.27E-07
690667,1985,15,Brazil,2.27E-07
500349,1984,15,Brazil,2.28E-07
400331,1984,15,Brazil,2.29E-07
690374,1985,15,Brazil,2.30E-07
300032,1984,15,Brazil,2.35E-07
505171,1983,15,Brazil,2.38E-07
500467,1983,15,Brazil,2.41E-07
400145,1984,15,Brazil,2.44E-07
300062,1984,15,Brazil,2.45E-07
500152,1984,15,Brazil,2.45E-07
590083,1981,15,Brazil,2.50E-07
600142,1983,15,Brazil,2.52E-07
600228,1984,15,Brazil,2.54E-07
400416,1984,15,Brazil,2.55E-07
600425,1984,15,Brazil,2.55E-07
400454,1984,15,Brazil,2.64E-07
400021,1984,15,Brazil,2.71E-07
500142,1985,15,Brazil,2.72E-07
502417,1984,15,Brazil,2.73E-07
200004,1984,15,Brazil,2.74E-07
600078,1983,15,Brazil,2.74E-07
647756,1984,15,Brazil,2.74E-07
400460,1984,15,Brazil,2.75E-07
400330,1984,15,Brazil,2.77E-07
400331,1984,15,Brazil,2.79E-07
400314,1984,15,Brazil,2.84E-07
607535,1984,15,Brazil,2.85E-07
400206,1984,15,Brazil,2.86E-07
400289,1983,15,Brazil,2.87E-07
600143,1983,15,Brazil,2.87E-07
400314,1983,15,Brazil,2.90E-07
400331,1984,15,Brazil,2.90E-07
614115,1984,15,Brazil,2.90E-07
400331,1984,15,Brazil,2.93E-07
504067,1984,15,Brazil,2.94E-07
300059,1985,15,Brazil,3.05E-07
400416,1983,15,Brazil,3.05E-07
400412,1985,15,Brazil,3.11E-07
400448,1985,15,Brazil,3.16E-07
100064,1985,15,Brazil,3.17E-07
500467,1984,15,Brazil,3.20E-07
500504,1983,15,Brazil,3.20E-07
600115,1984,15,Brazil,3.24E-07
590062,1984,15,Brazil,3.27E-07
600364,1984,15,Brazil,3.27E-07
600119,1984,15,Brazil,3.42E-07
601061,1984,15,Brazil,3.44E-07
600146,1984,15,Brazil,3.48E-07
400323,1983,15,Brazil,3.54E-07
400264,1984,15,Brazil,3.61E-07
600142,1984,15,Brazil,3.63E-07
100039,1984,15,Brazil,3.65E-07
600107,1984,15,Brazil,3.68E-07
500477,1984,15,Brazil,3.72E-07
590096,1982,15,Brazil,3.74E-07
690668,1981,15,Brazil,3.75E-07
500152,1984,15,Brazil,3.76E-07
501164,1985,15,Brazil,3.79E-07
590244,1983,15,Brazil,3.79E-07
601119,1984,15,Brazil,3.81E-07
400308,1984,15,Brazil,3.82E-07
600016,1984,15,Brazil,3.83E-07
100045,1983,15,Brazil,3.84E-07
590112,1984,15,Brazil,3.89E-07
400314,1984,15,Brazil,3.94E-07
501560,1984,15,Brazil,3.98E-07
500504,1984,15,Brazil,4.01E-07
100064,1984,15,Brazil,4.03E-07
390009,1984,15,Brazil,4.03E-07
100058,1984,15,Brazil,4.04E-07
400043,1985,15,Brazil,4.10E-07
400017,1985,15,Brazil,4.12E-07
601094,1984,15,Brazil,4.19E-07
300051,1984,15,Brazil,4.20E-07
501905,1984,15,Brazil,4.21E-07
603862,1984,15,Brazil,4.21E-07
600175,1984,15,Brazil,4.23E-07
690071,1981,15,Brazil,4.24E-07
690032,1984,15,Brazil,4.26E-07
601079,1984,15,Brazil,4.27E-07
601112,1984,15,Brazil,4.42E-07
590083,1982,15,Brazil,4.49E-07
400303,1985,15,Brazil,4.57E-07
600171,1984,15,Brazil,4.63E-07
400327,1984,15,Brazil,4.67E-07
502794,1984,15,Brazil,4.68E-07
690374,1986,15,Brazil,4.73E-07
300062,1985,15,Brazil,4.75E-07
601208,1984,15,Brazil,4.92E-07
601935,1984,15,Brazil,4.93E-07
603542,1984,15,Brazil,4.93E-07
601178,1984,15,Brazil,5.04E-07
690666,1984,15,Brazil,5.11E-07
400419,1984,15,Brazil,5.16E-07
500116,1984,15,Brazil,5.16E-07
400326,1984,15,Brazil,5.25E-07
601180,1984,15,Brazil,5.30E-07
500366,1984,15,Brazil,5.37E-07
490012,1983,15,Brazil,5.42E-07
400331,1985,15,Brazil,5.53E-07
690022,1984,15,Brazil,5.54E-07
300061,1984,15,Brazil,5.67E-07
600181,1984,15,Brazil,5.76E-07
690669,1985,15,Brazil,5.86E-07
500372,1984,15,Brazil,5.92E-07
690672,1985,15,Brazil,5.95E-07
503028,1984,15,Brazil,6.03E-07
400364,1984,15,Brazil,6.06E-07
503208,1985,15,Brazil,6.14E-07
400460,1985,15,Brazil,6.19E-07
600188,1984,15,Brazil,6.21E-07
500915,1985,15,Brazil,6.30E-07
600407,1985,15,Brazil,6.34E-07
601288,1985,15,Brazil,6.34E-07
505171,1984,15,Brazil,6.40E-07
601403,1984,15,Brazil,6.40E-07
601077,1985,15,Brazil,6.56E-07
600107,1985,15,Brazil,6.60E-07
690668,1982,15,Brazil,6.66E-07
647756,1985,15,Brazil,6.74E-07
614115,1986,15,Brazil,6.82E-07
400416,1985,15,Brazil,6.83E-07
300026,1985,15,Brazil,6.97E-07
603541,1984,15,Brazil,6.99E-07
600967,1985,15,Brazil,7.00E-07
600226,1985,15,Brazil,7.10E-07
600147,1987,15,Brazil,7.18E-07
600078,1984,15,Brazil,7.32E-07
500467,1985,15,Brazil,7.36E-07
300062,1985,15,Brazil,7.40E-07
626675,1985,15,Brazil,7.48E-07
400289,1984,15,Brazil,7.65E-07
400323,1984,15,Brazil,7.67E-07
600364,1985,15,Brazil,7.67E-07
400314,1984,15,Brazil,7.69E-07
400331,1985,15,Brazil,7.80E-07
400314,1985,15,Brazil,7.81E-07
100058,1985,15,Brazil,7.82E-07
690629,1985,15,Brazil,7.84E-07
400331,1985,15,Brazil,7.91E-07
400021,1985,15,Brazil,7.95E-07
502307,1986,15,Brazil,7.95E-07
590096,1983,15,Brazil,8.15E-07
600465,1985,15,Brazil,8.20E-07
600146,1985,15,Brazil,8.23E-07
690382,1983,15,Brazil,8.25E-07
400416,1984,15,Brazil,8.41E-07
300032,1985,15,Brazil,8.43E-07
400454,1985,15,Brazil,8.43E-07
690071,1982,15,Brazil,8.49E-07
502769,1986,15,Brazil,8.55E-07
500349,1985,15,Brazil,8.62E-07
500477,1985,15,Brazil,8.62E-07
504067,1985,15,Brazil,8.76E-07
600143,1984,15,Brazil,8.79E-07
500152,1985,15,Brazil,8.86E-07
200004,1985,15,Brazil,8.93E-07
600425,1985,15,Brazil,8.99E-07
400145,1985,15,Brazil,9.07E-07
690024,1985,15,Brazil,9.57E-07
600325,1985,15,Brazil,9.60E-07
400412,1986,15,Brazil,9.62E-07
500504,1984,15,Brazil,9.67E-07
100047,1983,15,Brazil,9.82E-07
601061,1985,15,Brazil,9.82E-07
400330,1985,15,Brazil,9.86E-07
607535,1985,15,Brazil,9.88E-07
400331,1985,15,Brazil,9.89E-07
400206,1985,15,Brazil,1.02E-06
500142,1986,15,Brazil,1.03E-06
500152,1985,15,Brazil,1.08E-06
502417,1985,15,Brazil,1.08E-06
614115,1987,15,Brazil,1.08E-06
501905,1985,15,Brazil,1.13E-06
600115,1985,15,Brazil,1.14E-06
590083,1983,15,Brazil,1.15E-06
100045,1984,15,Brazil,1.16E-06
300059,1986,15,Brazil,1.17E-06
400314,1985,15,Brazil,1.17E-06
400327,1985,15,Brazil,1.17E-06
600228,1985,15,Brazil,1.18E-06
601119,1985,15,Brazil,1.22E-06
603862,1985,15,Brazil,1.24E-06
400043,1986,15,Brazil,1.28E-06
600119,1985,15,Brazil,1.31E-06
590244,1984,15,Brazil,1.32E-06
600016,1985,15,Brazil,1.35E-06
690032,1985,15,Brazil,1.35E-06
500504,1985,15,Brazil,1.36E-06
600175,1985,15,Brazil,1.36E-06
300059,1987,15,Brazil,1.37E-06
690382,1984,15,Brazil,1.37E-06
690666,1985,15,Brazil,1.37E-06
601079,1985,15,Brazil,1.42E-06
590062,1985,15,Brazil,1.43E-06
300062,1986,15,Brazil,1.47E-06
601935,1985,15,Brazil,1.49E-06
400314,1986,15,Brazil,1.55E-06
600142,1985,15,Brazil,1.55E-06
601112,1985,15,Brazil,1.55E-06
690374,1987,15,Brazil,1.55E-06
400264,1985,15,Brazil,1.56E-06
400308,1985,15,Brazil,1.57E-06
600226,1986,15,Brazil,1.59E-06
