,Year,FishingEntityID,TaxonKey
330,2016,1,500679
331,2011,1,600203
332,2012,1,600203
333,2013,1,600203
334,2014,1,600203
335,2015,1,600203
336,2016,1,600203
337,2011,1,600439
338,2012,1,600439
339,2013,1,600439
340,2014,1,600439
341,2015,1,600439
342,2016,1,600439
343,2011,1,590010
344,2012,1,590010
345,2013,1,590010
346,2014,1,590010
347,2015,1,590010
348,2016,1,590010
349,2011,1,100039
350,2012,1,100039
351,2013,1,100039
352,2014,1,100039
353,2015,1,100039
354,2016,1,100039
355,2011,1,690088
356,2012,1,690088
357,2013,1,690088
358,2014,1,690088
359,2015,1,690088
360,2016,1,690088
361,2011,1,600115
362,2012,1,600115
363,2013,1,600115
364,2014,1,600115
365,2015,1,600115
366,2016,1,600115
367,2011,1,601043
368,2012,1,601043
369,2013,1,601043
370,2014,1,601043
371,2015,1,601043
372,2016,1,601043
373,2011,1,500679
374,2012,1,500679
375,2013,1,500679
376,2014,1,500679
377,2015,1,500679
378,2016,1,500679
379,2011,1,600035
380,2012,1,600035
381,2013,1,600035
382,2014,1,600035
383,2015,1,600035
384,2016,1,600035
385,2011,1,600203
386,2012,1,600203
387,2013,1,600203
388,2014,1,600203
389,2015,1,600203
390,2016,1,600203
391,2011,1,600439
392,2012,1,600439
393,2013,1,600439
394,2014,1,600439
395,2015,1,600439
396,2016,1,600439
397,2011,1,590010
398,2012,1,590010
399,2013,1,590010
400,2014,1,590010
401,2015,1,590010
402,2016,1,590010
403,2011,1,100039
404,2012,1,100039
405,2013,1,100039
406,2014,1,100039
407,2015,1,100039
408,2016,1,100039
409,2011,1,690088
410,2012,1,690088
411,2013,1,690088
412,2014,1,690088
413,2015,1,690088
414,2016,1,690088
415,2011,1,600115
416,2012,1,600115
417,2013,1,600115
418,2014,1,600115
419,2015,1,600115
420,2016,1,600115
421,2011,1,601043
422,2012,1,601043
423,2013,1,601043
424,2014,1,601043
425,2015,1,601043
426,2016,1,601043
427,2011,1,500679
428,2012,1,500679
429,2013,1,500679
430,2014,1,500679
431,2015,1,500679
432,2016,1,500679
433,2011,2,602535
434,2012,2,602535
435,2013,2,602535
436,2014,2,602535
437,2015,2,602535
438,2016,2,602535
439,2011,2,600035
440,2012,2,600035
441,2013,2,600035
442,2014,2,600035
443,2015,2,600035
444,2016,2,600035
445,2011,2,690051
446,2012,2,690051
447,2013,2,690051
448,2014,2,690051
449,2015,2,690051
450,2016,2,690051
451,2011,2,501163
452,2012,2,501163
453,2013,2,501163
454,2014,2,501163
455,2015,2,501163
456,2016,2,501163
457,2011,2,300063
458,2012,2,300063
459,2013,2,300063
460,2014,2,300063
461,2015,2,300063
462,2016,2,300063
463,2011,2,600203
464,2012,2,600203
465,2013,2,600203
466,2014,2,600203
467,2015,2,600203
468,2016,2,600203
469,2011,2,400011
470,2012,2,400011
471,2013,2,400011
472,2014,2,400011
473,2015,2,400011
474,2016,2,400011
475,2011,2,500816
476,2012,2,500816
477,2013,2,500816
478,2014,2,500816
479,2015,2,500816
480,2016,2,500816
481,2011,2,600864
482,2012,2,600864
483,2013,2,600864
484,2014,2,600864
485,2015,2,600864
486,2016,2,600864
487,2011,2,600880
488,2012,2,600880
489,2013,2,600880
490,2014,2,600880
491,2015,2,600880
492,2016,2,600880
493,2011,2,600648
494,2012,2,600648
495,2013,2,600648
496,2014,2,600648
497,2015,2,600648
498,2016,2,600648
499,2011,2,290002
500,2012,2,290002
501,2013,2,290002
502,2014,2,290002
503,2016,2,290002
504,2011,2,600090
505,2012,2,600090
506,2013,2,600090
507,2014,2,600090
508,2015,2,600090
509,2016,2,600090
510,2011,2,600044
511,2012,2,600044
512,2013,2,600044
513,2014,2,600044
514,2015,2,600044
515,2016,2,600044
516,2011,2,300028
517,2011,2,300028
518,2012,2,300028
519,2012,2,300028
520,2013,2,300028
521,2013,2,300028
522,2014,2,300028
523,2014,2,300028
524,2015,2,300028
525,2015,2,300028
526,2016,2,300028
527,2016,2,300028
528,2011,2,600301
529,2012,2,600301
530,2013,2,600301
531,2014,2,600301
532,2015,2,600301
533,2016,2,600301
534,2011,2,690091
535,2012,2,690091
536,2013,2,690091
537,2014,2,690091
538,2015,2,690091
539,2016,2,690091
540,2011,2,390045
541,2012,2,390045
542,2013,2,390045
543,2014,2,390045
544,2015,2,390045
545,2016,2,390045
546,2011,2,600439
547,2012,2,600439
548,2013,2,600439
549,2014,2,600439
550,2015,2,600439
551,2016,2,600439
552,2011,2,600063
553,2012,2,600063
554,2013,2,600063
555,2014,2,600063
556,2015,2,600063
557,2016,2,600063
558,2011,2,601753
559,2012,2,601753
560,2013,2,601753
561,2014,2,601753
562,2015,2,601753
563,2016,2,601753
564,2011,2,601754
565,2012,2,601754
566,2013,2,601754
567,2014,2,601754
568,2015,2,601754
569,2016,2,601754
570,2011,2,602058
571,2012,2,602058
572,2013,2,602058
573,2014,2,602058
574,2015,2,602058
575,2016,2,602058
576,2011,2,607616
577,2012,2,607616
578,2013,2,607616
579,2014,2,607616
580,2015,2,607616
581,2016,2,607616
582,2011,2,600641
583,2012,2,600641
584,2013,2,600641
585,2014,2,600641
586,2015,2,600641
587,2016,2,600641
588,2011,2,600066
589,2011,2,600066
590,2012,2,600066
591,2012,2,600066
592,2013,2,600066
593,2013,2,600066
594,2014,2,600066
595,2014,2,600066
596,2015,2,600066
597,2015,2,600066
598,2016,2,600066
599,2016,2,600066
600,2011,2,500366
601,2012,2,500366
602,2013,2,500366
603,2014,2,500366
604,2015,2,500366
605,2016,2,500366
606,2011,2,600097
607,2012,2,600097
608,2013,2,600097
609,2014,2,600097
610,2015,2,600097
611,2016,2,600097
612,2013,2,600807
613,2011,2,600636
614,2012,2,600636
615,2013,2,600636
616,2014,2,600636
617,2015,2,600636
618,2016,2,600636
619,2011,2,600637
620,2012,2,600637
621,2013,2,600637
622,2014,2,600637
623,2015,2,600637
624,2016,2,600637
625,2011,2,600752
626,2012,2,600752
627,2013,2,600752
628,2014,2,600752
629,2015,2,600752
630,2016,2,600752
631,2011,2,607614
632,2012,2,607614
633,2013,2,607614
634,2014,2,607614
635,2015,2,607614
636,2016,2,607614
637,2011,2,604326
638,2012,2,604326
639,2013,2,604326
640,2014,2,604326
641,2015,2,604326
642,2016,2,604326
643,2011,2,600692
644,2012,2,600692
645,2013,2,600692
646,2014,2,600692
647,2015,2,600692
648,2016,2,600692
649,2011,2,600706
650,2012,2,600706
651,2013,2,600706
652,2014,2,600706
653,2015,2,600706
654,2016,2,600706
655,2011,2,504212
656,2012,2,504212
657,2013,2,504212
658,2014,2,504212
659,2015,2,504212
660,2016,2,504212
661,2011,2,590010
662,2011,2,590010
663,2012,2,590010
664,2012,2,590010
665,2013,2,590010
666,2013,2,590010
667,2014,2,590010
668,2014,2,590010
669,2015,2,590010
670,2015,2,590010
671,2016,2,590010
672,2016,2,590010
673,2011,2,500112
674,2012,2,500112
675,2013,2,500112
676,2014,2,500112
677,2015,2,500112
678,2016,2,500112
679,2011,2,100039
680,2012,2,100039
681,2013,2,100039
682,2014,2,100039
683,2015,2,100039
684,2016,2,100039
685,2011,2,100047
686,2012,2,100047
687,2013,2,100047
688,2014,2,100047
689,2015,2,100047
690,2016,2,100047
691,2011,2,190195
692,2012,2,190195
693,2013,2,190195
694,2014,2,190195
695,2016,2,190195
696,2011,2,400332
697,2012,2,400332
698,2013,2,400332
699,2014,2,400332
700,2015,2,400332
701,2016,2,400332
702,2011,2,500143
703,2012,2,500143
704,2013,2,500143
705,2014,2,500143
706,2011,2,490038
707,2012,2,490038
708,2013,2,490038
709,2014,2,490038
710,2015,2,490038
711,2016,2,490038
712,2011,2,690273
713,2012,2,690273
714,2013,2,690273
715,2014,2,690273
716,2015,2,690273
717,2016,2,690273
718,2011,2,600850
719,2012,2,600850
720,2013,2,600850
721,2014,2,600850
722,2015,2,600850
723,2016,2,600850
724,2011,2,390007
725,2012,2,390007
726,2013,2,390007
727,2014,2,390007
728,2015,2,390007
729,2016,2,390007
730,2011,2,690088
731,2012,2,690088
732,2013,2,690088
733,2014,2,690088
734,2015,2,690088
735,2016,2,690088
736,2011,2,600108
737,2012,2,600108
738,2013,2,600108
739,2014,2,600108
740,2015,2,600108
741,2016,2,600108
742,2013,2,600718
743,2011,2,501145
744,2012,2,501145
745,2013,2,501145
746,2014,2,501145
747,2015,2,501145
748,2016,2,501145
749,2011,2,600889
750,2012,2,600889
751,2013,2,600889
752,2014,2,600889
753,2015,2,600889
754,2016,2,600889
755,2011,2,600890
756,2012,2,600890
757,2013,2,600890
758,2014,2,600890
759,2015,2,600890
760,2016,2,600890
761,2011,2,600893
762,2012,2,600893
763,2013,2,600893
764,2014,2,600893
765,2015,2,600893
766,2016,2,600893
767,2011,2,500903
768,2012,2,500903
769,2013,2,500903
770,2014,2,500903
771,2015,2,500903
772,2016,2,500903
773,2011,2,601756
774,2012,2,601756
775,2013,2,601756
776,2014,2,601756
777,2015,2,601756
778,2016,2,601756
779,2011,2,590082
780,2012,2,590082
781,2013,2,590082
782,2014,2,590082
783,2015,2,590082
784,2016,2,590082
785,2011,2,690109
786,2012,2,690109
787,2013,2,690109
788,2014,2,690109
789,2015,2,690109
790,2016,2,690109
791,2011,2,601340
792,2012,2,601340
793,2013,2,601340
794,2014,2,601340
795,2015,2,601340
796,2016,2,601340
797,2011,2,500108
798,2012,2,500108
799,2013,2,500108
800,2014,2,500108
801,2015,2,500108
802,2016,2,500108
803,2011,2,608924
804,2012,2,608924
805,2013,2,608924
806,2014,2,608924
807,2015,2,608924
808,2016,2,608924
809,2011,2,604552
810,2012,2,604552
811,2013,2,604552
812,2014,2,604552
813,2015,2,604552
814,2016,2,604552
815,2011,2,602059
816,2012,2,602059
817,2013,2,602059
818,2014,2,602059
819,2015,2,602059
820,2016,2,602059
821,2011,2,604329
822,2012,2,604329
823,2013,2,604329
824,2014,2,604329
825,2015,2,604329
826,2016,2,604329
827,2011,2,607617
828,2012,2,607617
829,2013,2,607617
830,2014,2,607617
831,2015,2,607617
832,2016,2,607617
833,2011,2,400019
834,2012,2,400019
835,2013,2,400019
836,2014,2,400019
837,2015,2,400019
838,2016,2,400019
839,2011,2,600115
840,2012,2,600115
841,2013,2,600115
842,2014,2,600115
843,2015,2,600115
844,2016,2,600115
845,2011,2,601350
846,2012,2,601350
847,2013,2,601350
848,2014,2,601350
849,2015,2,601350
850,2016,2,601350
851,2011,2,501940
852,2011,2,501940
853,2012,2,501940
854,2012,2,501940
855,2013,2,501940
856,2013,2,501940
857,2014,2,501940
858,2014,2,501940
859,2015,2,501940
860,2015,2,501940
861,2016,2,501940
862,2016,2,501940
863,2011,2,600204
864,2012,2,600204
865,2013,2,600204
866,2014,2,600204
867,2015,2,600204
868,2016,2,600204
869,2011,2,600118
870,2012,2,600118
871,2013,2,600118
872,2014,2,600118
873,2015,2,600118
874,2016,2,600118
875,2011,2,400416
876,2012,2,400416
877,2013,2,400416
878,2014,2,400416
879,2015,2,400416
880,2016,2,400416
881,2011,2,500134
882,2012,2,500134
883,2013,2,500134
884,2014,2,500134
885,2015,2,500134
886,2016,2,500134
887,2011,2,500814
888,2012,2,500814
889,2013,2,500814
890,2014,2,500814
891,2015,2,500814
892,2016,2,500814
893,2011,2,600854
894,2012,2,600854
895,2013,2,600854
896,2014,2,600854
897,2015,2,600854
898,2016,2,600854
899,2011,2,490040
900,2012,2,490040
901,2013,2,490040
902,2014,2,490040
903,2015,2,490040
904,2016,2,490040
905,2011,2,690085
906,2012,2,690085
907,2013,2,690085
908,2014,2,690085
909,2015,2,690085
910,2016,2,690085
911,2011,2,601005
912,2012,2,601005
913,2013,2,601005
914,2014,2,601005
915,2015,2,601005
916,2016,2,601005
917,2011,2,400289
918,2012,2,400289
919,2013,2,400289
920,2014,2,400289
921,2015,2,400289
922,2016,2,400289
923,2011,2,500618
924,2012,2,500618
925,2013,2,500618
926,2014,2,500618
927,2015,2,500618
928,2016,2,500618
929,2011,2,600525
930,2012,2,600525
931,2013,2,600525
932,2014,2,600525
933,2015,2,600525
934,2016,2,600525
935,2011,2,601164
936,2012,2,601164
937,2013,2,601164
938,2014,2,601164
939,2015,2,601164
940,2016,2,601164
941,2011,2,400360
942,2012,2,400360
943,2013,2,400360
944,2014,2,400360
945,2015,2,400360
946,2016,2,400360
947,2011,2,400013
948,2012,2,400013
949,2013,2,400013
950,2014,2,400013
951,2015,2,400013
952,2016,2,400013
953,2011,2,600139
954,2012,2,600139
955,2013,2,600139
956,2014,2,600139
957,2015,2,600139
958,2016,2,600139
959,2011,2,600147
960,2012,2,600147
961,2013,2,600147
962,2014,2,600147
963,2015,2,600147
964,2016,2,600147
965,2011,2,601363
966,2012,2,601363
967,2013,2,601363
968,2014,2,601363
969,2015,2,601363
970,2016,2,601363
971,2011,2,500661
972,2012,2,500661
973,2013,2,500661
974,2014,2,500661
975,2015,2,500661
976,2016,2,500661
977,2011,2,400488
978,2012,2,400488
979,2013,2,400488
980,2014,2,400488
981,2015,2,400488
982,2016,2,400488
983,2011,2,600226
984,2012,2,600226
985,2013,2,600226
986,2014,2,600226
987,2015,2,600226
988,2016,2,600226
989,2011,2,601370
990,2012,2,601370
991,2013,2,601370
992,2014,2,601370
993,2015,2,601370
994,2016,2,601370
995,2011,2,300026
996,2012,2,300026
997,2013,2,300026
998,2014,2,300026
999,2015,2,300026
1000,2016,2,300026
1001,2011,2,500147
1002,2012,2,500147
1003,2013,2,500147
1004,2014,2,500147
1005,2015,2,500147
1006,2016,2,500147
1007,2011,2,600020
1008,2012,2,600020
1009,2013,2,600020
1010,2014,2,600020
1011,2015,2,600020
1012,2016,2,600020
1013,2011,2,690051
1014,2012,2,690051
1015,2013,2,690051
1016,2014,2,690051
1017,2015,2,690051
1018,2016,2,690051
1019,2011,2,600041
1020,2012,2,600041
1021,2013,2,600041
1022,2014,2,600041
1023,2015,2,600041
1024,2016,2,600041
1025,2011,2,600021
1026,2012,2,600021
1027,2013,2,600021
1028,2014,2,600021
1029,2015,2,600021
1030,2016,2,600021
1031,2011,2,600203
1032,2012,2,600203
1033,2013,2,600203
1034,2014,2,600203
1035,2015,2,600203
1036,2016,2,600203
1037,2011,2,400439
1038,2012,2,400439
1039,2013,2,400439
1040,2014,2,400439
1041,2015,2,400439
1042,2016,2,400439
1043,2011,2,600054
1044,2012,2,600054
1045,2013,2,600054
1046,2014,2,600054
1047,2015,2,600054
1048,2016,2,600054
1049,2011,2,490058
1050,2012,2,490058
1051,2013,2,490058
1052,2014,2,490058
1053,2015,2,490058
1054,2016,2,490058
1055,2011,2,600249
1056,2012,2,600249
1057,2013,2,600249
1058,2014,2,600249
1059,2015,2,600249
1060,2016,2,600249
1061,2011,2,600648
1062,2012,2,600648
1063,2013,2,600648
1064,2014,2,600648
1065,2015,2,600648
1066,2016,2,600648
1067,2011,2,290002
1068,2012,2,290002
1069,2013,2,290002
1070,2014,2,290002
1071,2015,2,290002
1072,2016,2,290002
1073,2011,2,600056
1074,2012,2,600056
1075,2013,2,600056
1076,2014,2,600056
1077,2015,2,600056
1078,2016,2,600056
1079,2011,2,600044
1080,2012,2,600044
1081,2013,2,600044
1082,2014,2,600044
1083,2015,2,600044
1084,2016,2,600044
1085,2011,2,601366
1086,2012,2,601366
1087,2013,2,601366
1088,2014,2,601366
1089,2015,2,601366
1090,2016,2,601366
1091,2011,2,602503
1092,2012,2,602503
1093,2013,2,602503
1094,2014,2,602503
1095,2015,2,602503
1096,2016,2,602503
1097,2011,2,400163
1098,2012,2,400163
1099,2013,2,400163
1100,2014,2,400163
1101,2015,2,400163
1102,2016,2,400163
1103,2011,2,604943
1104,2012,2,604943
1105,2013,2,604943
1106,2014,2,604943
1107,2015,2,604943
1108,2016,2,604943
1109,2011,2,600301
1110,2012,2,600301
1111,2013,2,600301
1112,2014,2,600301
1113,2015,2,600301
1114,2016,2,600301
1115,2011,2,400062
1116,2012,2,400062
1117,2013,2,400062
1118,2014,2,400062
1119,2015,2,400062
1120,2016,2,400062
1121,2011,2,600669
1122,2012,2,600669
1123,2013,2,600669
1124,2014,2,600669
1125,2015,2,600669
1126,2016,2,600669
1127,2011,2,390013
1128,2012,2,390013
1129,2013,2,390013
1130,2014,2,390013
1131,2015,2,390013
1132,2016,2,390013
1133,2011,2,390045
1134,2012,2,390045
1135,2013,2,390045
1136,2014,2,390045
1137,2015,2,390045
1138,2016,2,390045
1139,2011,2,601752
1140,2012,2,601752
1141,2013,2,601752
1142,2014,2,601752
1143,2015,2,601752
1144,2016,2,601752
1145,2011,2,590024
1146,2012,2,590024
1147,2013,2,590024
1148,2014,2,590024
1149,2015,2,590024
1150,2016,2,590024
1151,2011,2,690684
1152,2012,2,690684
1153,2013,2,690684
1154,2014,2,690684
1155,2015,2,690684
1156,2016,2,690684
1157,2011,2,600066
1158,2012,2,600066
1159,2013,2,600066
1160,2014,2,600066
1161,2015,2,600066
1162,2016,2,600066
1163,2011,2,500716
1164,2012,2,500716
1165,2013,2,500716
1166,2014,2,500716
1167,2015,2,500716
1168,2016,2,500716
1169,2011,2,602508
1170,2012,2,602508
1171,2013,2,602508
1172,2014,2,602508
1173,2015,2,602508
1174,2016,2,602508
1175,2011,2,600687
1176,2012,2,600687
1177,2013,2,600687
1178,2014,2,600687
1179,2015,2,600687
1180,2016,2,600687
1181,2011,2,604642
1182,2012,2,604642
1183,2013,2,604642
1184,2014,2,604642
1185,2015,2,604642
1186,2016,2,604642
1187,2011,2,600807
1188,2012,2,600807
1189,2013,2,600807
1190,2014,2,600807
1191,2015,2,600807
1192,2016,2,600807
1193,2011,2,290006
1194,2012,2,290006
1195,2013,2,290006
1196,2014,2,290006
1197,2015,2,290006
1198,2016,2,290006
1199,2011,2,400405
1200,2012,2,400405
1201,2013,2,400405
1202,2014,2,400405
1203,2015,2,400405
1204,2016,2,400405
1205,2011,2,690896
1206,2012,2,690896
1207,2013,2,690896
1208,2014,2,690896
1209,2015,2,690896
1210,2016,2,690896
1211,2011,2,600076
1212,2012,2,600076
1213,2013,2,600076
1214,2014,2,600076
1215,2015,2,600076
1216,2016,2,600076
1217,2011,2,604964
1218,2012,2,604964
1219,2013,2,604964
1220,2014,2,604964
1221,2015,2,604964
1222,2016,2,604964
1223,2011,2,690059
1224,2012,2,690059
1225,2013,2,690059
1226,2014,2,690059
1227,2015,2,690059
1228,2016,2,690059
1229,2011,2,600645
1230,2012,2,600645
1231,2013,2,600645
1232,2014,2,600645
1233,2015,2,600645
1234,2016,2,600645
1235,2011,2,600027
1236,2012,2,600027
1237,2013,2,600027
1238,2014,2,600027
1239,2015,2,600027
1240,2016,2,600027
1241,2011,2,601722
1242,2012,2,601722
1243,2013,2,601722
1244,2014,2,601722
1245,2015,2,601722
1246,2016,2,601722
1247,2011,2,690676
1248,2012,2,690676
1249,2013,2,690676
1250,2014,2,690676
1251,2015,2,690676
1252,2016,2,690676
1253,2011,2,605094
1254,2012,2,605094
1255,2013,2,605094
1256,2014,2,605094
1257,2015,2,605094
1258,2016,2,605094
1259,2011,2,600716
1260,2012,2,600716
1261,2013,2,600716
1262,2014,2,600716
1263,2015,2,600716
1264,2016,2,600716
1265,2011,2,600333
1266,2012,2,600333
1267,2013,2,600333
1268,2014,2,600333
1269,2015,2,600333
1270,2016,2,600333
1271,2011,2,400185
1272,2012,2,400185
1273,2013,2,400185
1274,2014,2,400185
1275,2015,2,400185
1276,2016,2,400185
1277,2011,2,100039
1278,2012,2,100039
1279,2013,2,100039
1280,2014,2,100039
1281,2015,2,100039
1282,2016,2,100039
1283,2011,2,600754
1284,2012,2,600754
1285,2013,2,600754
1286,2014,2,600754
1287,2015,2,600754
1288,2016,2,600754
1289,2011,2,600031
1290,2012,2,600031
1291,2013,2,600031
1292,2014,2,600031
1293,2015,2,600031
1294,2016,2,600031
1295,2011,2,601383
1296,2012,2,601383
1297,2013,2,601383
1298,2014,2,601383
1299,2015,2,601383
1300,2016,2,601383
1301,2011,2,400180
1302,2012,2,400180
1303,2013,2,400180
1304,2014,2,400180
1305,2015,2,400180
1306,2016,2,400180
1307,2011,2,600790
1308,2012,2,600790
1309,2013,2,600790
1310,2014,2,600790
1311,2015,2,600790
1312,2016,2,600790
1313,2011,2,601327
1314,2012,2,601327
1315,2013,2,601327
1316,2014,2,601327
1317,2015,2,601327
1318,2016,2,601327
1319,2011,2,690273
1320,2012,2,690273
1321,2013,2,690273
1322,2014,2,690273
1323,2015,2,690273
1324,2016,2,690273
1325,2011,2,604997
1326,2012,2,604997
1327,2013,2,604997
1328,2014,2,604997
1329,2015,2,604997
1330,2016,2,604997
1331,2011,2,490012
1332,2012,2,490012
1333,2013,2,490012
1334,2014,2,490012
1335,2015,2,490012
1336,2016,2,490012
1337,2011,2,590013
1338,2012,2,590013
1339,2013,2,590013
1340,2014,2,590013
1341,2015,2,590013
1342,2016,2,590013
1343,2011,2,690088
1344,2012,2,690088
1345,2013,2,690088
1346,2014,2,690088
1347,2015,2,690088
1348,2016,2,690088
1349,2011,2,600718
1350,2012,2,600718
1351,2013,2,600718
1352,2014,2,600718
1353,2015,2,600718
1354,2016,2,600718
1355,2011,2,600889
1356,2012,2,600889
1357,2013,2,600889
1358,2014,2,600889
1359,2015,2,600889
1360,2016,2,600889
